canonical_name,name_cn,name_jp,factions,primary_faction,basis,thbwiki_url,first_appearance
饭纲丸龙,饭纲丸龙,飯綱丸 龍,妖怪之山;作品首登：东方虹龙洞,妖怪之山,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/饭纲丸龙,东方虹龙洞
克劳恩皮丝,克劳恩皮丝,クラウンピース,妖精;作品首登：东方绀珠传,妖精,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/克劳恩皮丝,东方绀珠传
大妖精,大妖精,大妖精,妖精;作品首登：东方红魔乡,妖精,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/大妖精,东方红魔乡
斯塔萨菲雅,斯塔萨菲雅,スターサファイア,妖精;作品首登：东方三月精 ～ Eastern and Little Nature Deity.,妖精,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/斯塔萨菲雅,东方三月精 ～ Eastern and Little Nature Deity.
桑尼米尔克,桑尼米尔克,サニーミルク,妖精;作品首登：东方三月精 ～ Eastern and Little Nature Deity.,妖精,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/桑尼米尔克,东方三月精 ～ Eastern and Little Nature Deity.
爱塔妮缇拉尔瓦,爱塔妮缇拉尔瓦,エタニティラルバ,妖精;作品首登：东方天空璋,妖精,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/爱塔妮缇拉尔瓦,东方天空璋
琪露诺,琪露诺,チルノ,妖精;作品首登：东方红魔乡,妖精,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/琪露诺,东方红魔乡
莉莉霍瓦特,莉莉霍瓦特,,妖精;作品首登：东方妖妖梦,妖精,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/莉莉霍瓦特,东方妖妖梦
莉莉霍瓦特（莉莉白）,莉莉霍瓦特（莉莉白）,リリーホワイト,妖精;作品首登：东方妖妖梦,妖精,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/莉莉霍瓦特,东方妖妖梦
露娜切露德,露娜切露德,ルナチャイルド,妖精;作品首登：东方三月精 ～ Eastern and Little Nature Deity.,妖精,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/露娜切露德,东方三月精 ～ Eastern and Little Nature Deity.
东风谷早苗,东风谷早苗,東風谷 早苗,守矢神社;作品首登：东方风神录,守矢神社,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/东风谷早苗,东方风神录
八坂神奈子,八坂神奈子,八坂 神奈子,守矢神社;作品首登：东方风神录,守矢神社,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/八坂神奈子,东方风神录
洩矢诹访子,洩矢诹访子,洩矢 諏訪子,守矢神社;作品首登：东方风神录,守矢神社,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/洩矢诹访子,东方风神录
嫦娥,嫦娥,嫦娥,月之都;作品首登：东方儚月抄 ～ Silent Sinner in Blue.,月之都,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/嫦娥,东方儚月抄 ～ Silent Sinner in Blue.
月之兔（玉兔）,月之兔（玉兔）,月の兎,月之都,月之都,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
月之都的门卫,月之都的门卫,月の都の門番,月之都,月之都,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
月夜见,月夜见,,月之都,月之都,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
绵月丰姬,绵月丰姬,綿月 豊姫,月之都;作品首登：东方儚月抄 ～ Cage in Lunatic Runagate.,月之都,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/绵月丰姬,东方儚月抄 ～ Cage in Lunatic Runagate.
绵月依姬,绵月依姬,綿月 依姫,月之都;作品首登：东方儚月抄 ～ Cage in Lunatic Runagate.,月之都,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/绵月依姬,东方儚月抄 ～ Cage in Lunatic Runagate.
flower～战车,Flower～战车,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
label子,Label子,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
stg作品中没有名称的boss,STG作品中没有名称的BOSS,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
stg作品中没有名称的角色,STG作品中没有名称的角色,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
stg作品中没有名称的角色3,STG作品中没有名称的角色3,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
ufo,UFO,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
vivit,VIVIT,VIVIT,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
る〜こと,,る〜こと,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
万岁乐,万岁乐,万歳楽,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
上海人偶,上海人偶,上海人形,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
久米/竿打,久米 / 竿打,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
乌鸦,乌鸦,カラス,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
乌鸦（地狱鸦、紫和文的使魔等）,乌鸦（地狱鸦、紫和文的使魔等）,カラス（地獄鴉、紫・文の使い魔他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
乌鸦（地狱鸦、紫和文的使魔等）4,乌鸦（地狱鸦、紫和文的使魔等）4,カラス（地獄鴉、紫・文の使い魔他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
人偶（含上海人偶、哥利亚人偶）,人偶（含上海人偶、哥利亚人偶）,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
人偶（含上海人偶、哥利亚人偶）2,人偶（含上海人偶、哥利亚人偶）2,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
人形（含上海人形、哥利亚人形）,人形（含上海人形、哥利亚人形）,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
人面犬,人面犬,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
仙台四郎（福神）,仙台四郎（福神）,仙台四郎（福の神）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
伊豆能卖,伊豆能卖,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
伊豆能卖5,伊豆能卖5,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
佑天上人,佑天上人,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
假扮魔理沙的妖狐,假扮魔理沙的妖狐,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
儚月抄召唤诸神1,儚月抄召唤诸神1,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
先代巫女,,先代巫女,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
兜风四人组,兜风四人组,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
八尺大人,八尺大人,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
其他,其他,その他1票項目,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
前鬼/后鬼,前鬼 / 后鬼,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
前鬼和后鬼,前鬼和后鬼,前鬼・後鬼,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
动物灵（含野狼、水獭、大鹫）,动物灵（含野狼、水獭、大鹫）,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）,华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）,華扇の動物（久米、竿打、雷獣、彭祖、人面犬他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）2,华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）2,華扇の動物（久米、竿打、雷獣、彭祖、人面犬他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
卓柏卡布拉,卓柏卡布拉,チュパカブラ,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
卖脚婆,卖脚婆,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
占卜师（易者）,占卜师（易者）,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
反狱王,反狱王,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
命莲,命莲,命蓮,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
地精,地精,ホフゴブリン,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
地精2,地精2,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
坂田合欢乃,坂田合欢乃,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
埃利希,埃利希,エーリッヒ,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
大地精,大地精,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
大天狗,大天狗,大天狗,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
大老爷,大老爷,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
大蛤蟆,大蛤蟆,大ガマ,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
大鹫灵,大鹫灵,オオワシ霊,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
大鹫（久米、竿打）,大鹫（久米、竿打）,大鷲（久米、竿打）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
天宇受卖命,天宇受卖命,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
天宇受卖命5,天宇受卖命5,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
天照大御神,天照大御神,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
天照大御神/石凝姥命/天宇受卖命/伊豆能卖,天照大御神 / 石凝姥命 / 天宇受卖命 / 伊豆能卖,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
天照大御神5,天照大御神5,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
天狗（大天狗等）,天狗（大天狗等）,天狗（大天狗他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
天狗（大天狗等）1,天狗（大天狗等）1,天狗（大天狗他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
天狗（香霖堂的天狗、大天狗等）,天狗（香霖堂的天狗、大天狗等）,天狗（香霖堂の天狗、大天狗他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
天狗（香霖堂的天狗、大天狗等）3,天狗（香霖堂的天狗、大天狗等）3,天狗（香霖堂の天狗、大天狗他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
夹克子,夹克子,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
妖怪兔,妖怪兔,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
妖怪狐,妖怪狐,妖怪狐,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
妖怪狸,妖怪狸,化け狸,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
妖精（含持花妖精，僵尸妖精）,妖精（含持花妖精，僵尸妖精）,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
妖精（女仆妖精、向日葵妖精等）,妖精（女仆妖精、向日葵妖精等）,妖精（メイド妖精・ひまわり妖精他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
妖精（女仆妖精、向日葵妖精等）2,妖精（女仆妖精、向日葵妖精等）2,妖精（メイド妖精・ひまわり妖精他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
子龙,子龙,子龍,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
导航,导航,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
小丑,小丑,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
小铃的父母,小铃的父母,小鈴の両親,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
尼西号,尼西号,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
岩笠,岩笠,岩笠,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
年幼的妖狐,年幼的妖狐,狐の子,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
幽灵,幽灵,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
幽灵（包括怨灵、旧作的一种杂鱼）,幽灵（包括怨灵、旧作的一种杂鱼）,幽霊（怨霊、化け化け含む）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
幽灵（包括怨灵、旧作的一种杂鱼）3,幽灵（包括怨灵、旧作的一种杂鱼）3,幽霊（怨霊、化け化け含む）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
幽灵（包括怨灵、神灵、旧作的一种杂鱼）,幽灵（包括怨灵、神灵、旧作的一种杂鱼）,幽霊（怨霊、神霊、化け化け含む）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
幽灵（包括怨灵、神灵、旧作的一种杂鱼）4,幽灵（包括怨灵、神灵、旧作的一种杂鱼）4,幽霊（怨霊、神霊、化け化け含む）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
幽玄魔眼,幽玄魔眼,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
座敷童子,座敷童子,座敷童,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
彭祖,彭祖,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
影华扇（断善修恶的怪臂茨木童子之臂）,影华扇（断善修恶的怪臂 - 茨木童子之臂）,影華扇（断善修悪の怪腕 - 茨木童子の腕）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
怨灵,怨灵,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
怨灵少女,怨灵少女,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
抗抑郁药大叔,抗抑郁药大叔,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
抗抑郁药大叔（长相酷似周杰伦的村民）,抗抑郁药大叔（长相酷似周杰伦的村民）,抗鬱薬おじさん,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
旧作的一种杂鱼译名未定,旧作的一种杂鱼译名未定,化け化け,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
旧作的无名道中boss,旧作的无名道中Boss,旧作名無し中ボス,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
易者,易者,易者,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
木花咲耶姬,木花咲耶姬,木花咲耶姫,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
杀死大老爷的侍童,杀死大老爷的侍童,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
杂鱼妖精,杂鱼妖精,ザコ妖精,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
村里的人类（在文花帖、求闻史记、铃奈庵等登场的人类）,村里的人类（在文花帖、求闻史记、铃奈庵等登场的人类）,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
核热造神非想天则,核热造神非想天则,核熱造神ヒソウテンソク,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
正直者,正直者,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
毘沙门天,毘沙门天,毘沙門天,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
毛玉,毛玉,毛玉,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
毛玉2,毛玉2,毛玉,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
水江浦岛子（瑞江浦岛子）,水江浦岛子（瑞江浦岛子）,水江浦島子,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
水獭灵,水獭灵,カワウソ霊,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
水鬼鬼神长,水鬼鬼神长,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
求闻史纪中的受访人群,求闻史纪中的受访人群,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
求闻史纪中的受访人群2,求闻史纪中的受访人群2,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
求闻史纪中的受访人群（如蟒蛇六介、彦佐卫门、花店老板、开朗的地缚灵、某位母亲等）,求闻史纪中的受访人群（如蟒蛇六介、彦佐卫门、花店老板、开朗的地缚灵、某位母亲等）,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
沓颊,沓颊,沓頬,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
火雷神,火雷神,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
烟烟罗,烟烟罗,煙々羅,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
爱丽丝的人偶（上海、蓬莱、大江户等）,爱丽丝的人偶（上海、蓬莱、大江户等）,アリスの人形（上海、蓬莱、大江戸他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
爱丽丝的人偶（上海、蓬莱、大江户等）1,爱丽丝的人偶（上海、蓬莱、大江户等）1,アリスの人形（上海、蓬莱、大江戸他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
牡丹太夫,,牡丹太夫,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
狐（妖怪狐、年幼的妖狐等）,狐（妖怪狐、年幼的妖狐等）,狐（妖怪狐、狐の子他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
狐（妖怪狐、年幼的妖狐等）2,狐（妖怪狐、年幼的妖狐等）2,狐（妖怪狐、狐の子他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
狸猫,狸猫,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
狸（妖怪狸、野铁炮等）,狸（妖怪狸、野铁炮等）,狸（化け狸、野鉄砲他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
狸（妖怪狸、野铁炮等）2,狸（妖怪狸、野铁炮等）2,狸（化け狸、野鉄砲他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
玛丽,玛丽,マリー,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
瑞江浦岛子,瑞江浦岛子,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
白仙和尚,白仙和尚,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
百鬼夜行绘卷妖怪（黑鬼）,百鬼夜行绘卷妖怪（黑鬼）,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
盐家老板,盐家老板,塩屋敷の旦那,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
盖茨,盖茨,ゲイツ,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
睡鼠,睡鼠,ヤマネ,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
石凝老命,石凝老命,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
石凝老命5,石凝老命5,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
