region,round,round_label,category,entity_id,canonical_name,name_jp,name_cn,rank,equal_rank,points,primary_count,secondary_count,selection_count,ballots,primary_rate,selection_rate,comment_count,arrangement_count,arrangement_cumulative_count,undated_arrangement_count,arrangement_total_count,source_type,catalog_matched,catalog_owner,source_row_count
cn,8,CN8,music,23,神篱如紫色火焰般燃烧,ひもろぎ、むらさきにもえ,神篱，如紫色火焰般燃烧,399,398,5.0,0.0,,5.0,6805.0,0.0,0.0007347538574577516,,1.0,50.0,0.0,73.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,355,竹林大火,竹林インフレイム,竹林大火,399,228,5.0,0.0,,32.0,6805.0,0.0,0.00470242468772961,,2.0,14.0,0.0,35.0,cn_normalized_workbook,1,,2
cn,8,CN8,music,293,ghostlead,ゴーストリード,Ghost Lead,416,413,4.0,1.0,,4.0,6805.0,0.25,0.0005878030859662013,,25.0,275.0,1.0,369.0,cn_normalized_workbook,1,西行寺幽幽子,1
cn,8,CN8,music,325,magicalstorm,マジカルストーム,Magical Storm,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,12.0,89.0,1.0,122.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,40,maniacalprincess,Maniacal Princess,Maniacal Princess,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,0.0,42.0,1.0,59.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,448,silkroadalice,シルクロードアリス,Silk Road Alice,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,2.0,35.0,1.0,52.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,420,sunnyrutileflection,サニールチルフレクション,Sunny Rutile Flection,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,6.0,149.0,0.0,170.0,cn_normalized_workbook,1,桑尼米尔克,1
cn,8,CN8,music,59,witchingdream,Witching Dream,Witching Dream,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,9.0,92.0,0.0,129.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,276,人偶存在的风景,人形のある風景,人偶存在的风景,416,413,4.0,1.0,,4.0,6805.0,0.25,0.0005878030859662013,,4.0,26.0,0.0,29.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,569,从地下的归还,地下からの帰還,从地下的归还,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,1.0,1.0,0.0,11.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,30,传说中的仙境,昔話わんだーらんど,传说中的仙境,416,413,4.0,1.0,,4.0,6805.0,0.25,0.0005878030859662013,,4.0,31.0,0.0,45.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,454,天鹅绒少女战velvetbattle,天鵞絨少女戦　～ Velvet Battle,天鹅绒少女战 ～ Velvet Battle,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,4.0,17.0,0.0,25.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,,宵暗的魔术师,宵闇の魔術師,宵暗的魔术师,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,1.0,11.0,1.0,19.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,354,对跖点之钟,対蹠地の鐘,对跖点之钟,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,1.0,4.0,0.0,4.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,542,异变的种子,,异变的种子,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,0.0,1.0,0.0,4.0,cn_normalized_workbook,,,1
cn,8,CN8,music,525,心绮楼演舞,,心绮楼演舞,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,,,,,cn_normalized_workbook,,,1
cn,8,CN8,music,86,怪绮谈mysticsquare,怪綺談　～ Mystic Square,怪绮谈 ～ Mystic Square,416,413,4.0,2.0,,4.0,6805.0,0.5,0.0005878030859662013,,3.0,30.0,1.0,40.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,495,无色之风吹拂妖怪之山,色無き風は妖怪の山に,无色之风吹拂妖怪之山,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,11.0,61.0,0.0,106.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,361,湖上倒映着洁净的月光,湖は浄めの月光を映して,湖上倒映着洁净的月光,416,413,4.0,1.0,,4.0,6805.0,0.25,0.0005878030859662013,,8.0,76.0,0.0,111.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,164,祸机,禍機,祸机,416,413,4.0,1.0,,4.0,6805.0,0.25,0.0005878030859662013,,1.0,5.0,0.0,5.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,485,禁忌的膜壁,禁忌の膜壁,禁忌的膜壁,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,10.0,70.0,0.0,107.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,526,落日映照下的逆城,落日に生える逆さ城,落日映照下的逆城,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,1.0,1.0,0.0,1.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,414,飞翔在夜晚的鸠山,夜の鳩山を飛ぶ,飞翔在夜晚的鸠山,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,3.0,50.0,0.0,72.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,20,黑暗的力量,やみのちから,黑暗的力量,416,413,4.0,0.0,,4.0,6805.0,0.0,0.0005878030859662013,,2.0,24.0,0.0,36.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,444,antiqueterror,アンティークテラー,Antique Terror,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,2.0,10.0,1.0,14.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,69,lotuslove,Lotus Love,Lotus Love,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,2.0,93.0,1.0,126.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,459,mymaidsweetmaid,"My Maid, Sweet Maid",My Maid Sweet Maid,438,435,3.0,1.0,,3.0,6805.0,0.3333333333333333,0.000440852314474651,,4.0,8.0,0.0,13.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,7,orientalmagician,Oriental Magician,Oriental Magician,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,2.0,26.0,0.0,46.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,35,selection,Selection,Selection,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,0.0,23.0,0.0,29.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,56,starbowdream,スターボウドリーム,Starbow Dream,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,0.0,22.0,0.0,34.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,314,丑时三刻的村庄,丑三つ時の里,丑时三刻的村庄,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,1.0,5.0,0.0,7.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,99,世界的尽头worldsend,世界の果て　～ World's End,世界的尽头 ～ World's End,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,12.0,71.0,0.0,98.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,49,东方的蓝色天空,東方の青い空,东方的蓝色天空,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,4.0,25.0,0.0,36.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,544,含苞待放的凭依华,,含苞待放的凭依华,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,0.0,0.0,0.0,2.0,cn_normalized_workbook,,,1
cn,8,CN8,music,230,嘲讽的游戏,嘲りの遊戯,嘲讽的游戏,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,0.0,17.0,0.0,21.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,427,妖精冒险谭,フェアリー冒険譚,妖精冒险谭,438,435,3.0,1.0,,3.0,6805.0,0.3333333333333333,0.000440852314474651,,1.0,49.0,1.0,62.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,33,封魔终演,封魔終演,封魔终演,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,1.0,10.0,0.0,16.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,79,幻想的居民,幻想の住人,幻想的居民,438,435,3.0,1.0,,3.0,6805.0,0.3333333333333333,0.000440852314474651,,0.0,18.0,0.0,26.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,195,此岸之塚,此岸の塚,此岸之塚,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,5.0,109.0,1.0,129.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,351,灵异任你选,オカルトアラカルト,灵异任你选,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,1.0,13.0,0.0,17.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,161,稀客,珍客,稀客,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,0.0,28.0,0.0,30.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,279,空中飘浮的物体x,空に浮かぶ物体X,空中飘浮的物体Ｘ,438,435,3.0,1.0,,3.0,6805.0,0.3333333333333333,0.000440852314474651,,2.0,10.0,0.0,16.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,418,花映塚afterhiganretour,,花映塚 ～ after Higan Retour,438,435,3.0,0.0,,3.0,6805.0,0.0,0.000440852314474651,,17.0,168.0,0.0,219.0,cn_normalized_workbook,,,1
cn,8,CN8,music,27,extralove,エキストララブ,Extra Love,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,1.0,25.0,0.0,39.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,503,intobackdoor,イントゥ・バックドア,Into Backdoor,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,3.0,37.0,0.0,71.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,517,mushroomwaltz,マッシュルーム・ワルツ,Mushroom·Waltz,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,2.0,3.0,0.0,5.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,491,mysteriousshrine,Mysterious Shrine,Mysterious Shrine,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,0.0,1.0,0.0,4.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,106,mysticdream,Mystic Dream,Mystic Dream,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,2.0,17.0,0.0,22.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,488,outsidercocktail,アウトサイダーカクテル,Outsider Cocktail,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,10.0,52.0,0.0,89.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,530,sleepsheepparade,スリープシープ・パレード,Sleep Sheep·Parade,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,2.0,4.0,0.0,17.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,10,thelegendofkage,the Legend of KAGE,The Legend of KAGE,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,0.0,29.0,1.0,43.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,25,东方封魔录幽幻乱舞,東方封魔録　～ 幽幻乱舞,东方封魔录 ～ 幽幻乱舞,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,1.0,30.0,0.0,36.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,511,亿万劫之钟,,亿万劫之钟,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,,,,,cn_normalized_workbook,,,1
cn,8,CN8,music,22,以死相赌,死を賭して,以死相赌,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,2.0,12.0,0.0,21.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,456,俄耳甫斯的诗pseudoclassic,オルフェの詩　～ Pseudoclassic,俄耳甫斯的诗 ～ Pseudoclassic,457,454,2.0,1.0,,2.0,6805.0,0.5,0.00029390154298310065,,1.0,7.0,0.0,11.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,438,华之幻想红梦之宙,華の幻想　紅夢の宙,华之幻想 红梦之宙,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,4.0,9.0,0.0,12.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,349,各自的结局,各々の結末,各自的结局,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,0.0,2.0,0.0,3.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,283,复仇女神的要塞,ネメシスの要塞,复仇女神的要塞,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,2.0,90.0,0.0,112.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,415,妖怪宇宙旅行,妖怪宇宙旅行,妖怪宇宙旅行,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,2.0,60.0,0.0,83.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,374,宇宙巫女归还,宇宙巫女帰還する,宇宙巫女归还,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,4.0,27.0,0.0,41.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,536,异心同体,異心同体,异心同体,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,0.0,1.0,0.0,1.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,163,战迅,戦迅,战迅,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,3.0,32.0,0.0,43.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,440,斯普特尼克幻夜,スプートニク幻夜,斯普特尼克幻夜,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,3.0,55.0,0.0,67.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,315,本日的头版头条,本日の一面記事,本日的头版头条,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,0.0,0.0,0.0,0.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,445,梦机械innocentpower,夢機械　～ Innocent Power,梦机械 ～ Innocent Power,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,2.0,9.0,0.0,11.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,158,森闲,森閑,森闲,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,1.0,6.0,0.0,7.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,294,欢迎来到妖怪寺,妖怪寺へようこそ,欢迎来到妖怪寺,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,5.0,151.0,0.0,187.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,496,深山的遭遇,山奥のエンカウンター,深山的遭遇,457,454,2.0,1.0,,2.0,6805.0,0.5,0.00029390154298310065,,18.0,86.0,0.0,128.0,cn_normalized_workbook,1,坂田合欢,1
cn,8,CN8,music,52,灵人的休息日,霊人の休日,灵人的休息日,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,0.0,21.0,0.0,30.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,429,神域的捉迷藏生活,神域のかくれんぼ暮らし,神域的捉迷藏生活,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,0.0,18.0,0.0,19.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,103,神社,神社,神社,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,3.0,26.0,0.0,35.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,453,稀翁玉fairydance,稀翁玉　～ Fairy Dance,稀翁玉 ～ Fairy Dance,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,2.0,7.0,0.0,10.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,162,红夜,紅夜,红夜,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,1.0,7.0,0.0,7.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,545,通往真相的枝叶,,通往真相的枝叶,457,454,2.0,0.0,,2.0,6805.0,0.0,0.00029390154298310065,,0.0,1.0,0.0,1.0,cn_normalized_workbook,,,1
cn,8,CN8,music,83,borderland,Border Land,Border Land,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,19.0,0.0,26.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,62,breakthesabbath,Break the Sabbath,Break the Sabbath,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,24.0,0.0,40.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,455,castleexplorerinthesky,Castle Explorer -in the Sky-,Castle Explorer -in the Sky-,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,4.0,0.0,8.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,76,days,Days,Days,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,21.0,0.0,37.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,437,disastrousgemini,ディザストラスジェミニ,Disastrous Gemini,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,4.0,23.0,0.0,25.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,87,dreamexpress,Dream Express,Dream Express,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,8.0,70.0,1.0,83.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,54,gameover,ゲームオーバー,Game Over,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,2.0,18.0,2.0,27.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,80,lotusroad,Lotus Road,Lotus Road,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,22.0,0.0,27.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,464,magicalandhopeless,Magical and Hopeless,Magical and Hopeless,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,4.0,0.0,12.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,471,magicoflife,Magic of Life,Magic of Life,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,7.0,0.0,12.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,337,midnightspellcard,ミッドナイトスペルカード,Midnight Spell Card,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,4.0,50.0,0.0,67.0,cn_normalized_workbook,1,鬼人正邪,1
cn,8,CN8,music,512,occultattract,,Occult Attract,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,,,,,cn_normalized_workbook,,,1
cn,8,CN8,music,77,peaceful,Peaceful,Peaceful,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,11.0,0.0,25.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,472,plasticspace,,Plastic Space,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,5.0,0.0,10.0,cn_normalized_workbook,,,1
cn,8,CN8,music,527,克服万千之试炼,千の試練を超えて,克服万千之试炼,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,2.0,0.0,5.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,514,凭投依合,憑依投合,凭投依合,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,1.0,0.0,2.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,478,出演者选择,,出演者选择,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,1.0,0.0,1.0,cn_normalized_workbook,,,1
cn,8,CN8,music,535,合缘奇缘,合縁奇縁,合缘奇缘,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,1.0,0.0,1.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,509,圣辇船飞向天空,聖輦船空を往く,圣辇船飞向天空,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,2.0,3.0,1.0,7.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,524,在深绿的狸森里,深緑の狸森にて,在深绿的狸森里,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,2.0,3.0,0.0,6.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,32,夕阳下落,陽落ちて,夕阳下落,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,19.0,0.0,30.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,439,天空军团,天空アーミー,天空军团,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,2.0,17.0,0.0,23.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,458,奥尔良的圣骑士,オルレアンの聖騎士,奥尔良的圣骑士,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,2.0,5.0,0.0,9.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,271,妖怪寺,妖怪寺,妖怪寺,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,49.0,0.0,62.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,515,容貌错乱horriblenight,,容貌错乱　～ Horrible Night,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,0.0,0.0,1.0,cn_normalized_workbook,,,1
cn,8,CN8,music,461,少女战士heartofvalkyrie,乙女戦士　～ Heart of Valkyrie,少女战士 ～ Heart of Valkyrie,488,485,1.0,1.0,,1.0,6805.0,1.0,0.00014695077149155033,,1.0,4.0,0.0,8.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,341,幻想乡不可思议发现,幻想郷ふしぎ発見,幻想乡不可思议发现,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,1.0,0.0,6.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,160,幽境,幽境,幽境,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,6.0,0.0,7.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,520,恒常不变的参庙祀,恒常不変の参廟祀,恒常不变的参庙祀,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,1.0,0.0,2.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,229,放纵不羁,放縦不羈,放纵不羁,488,485,1.0,1.0,,1.0,6805.0,1.0,0.00014695077149155033,,0.0,1.0,0.0,2.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,222,日常坐卧,日常坐臥,日常坐卧,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,8.0,0.0,9.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,153,月轮,月輪,月轮,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,4.0,0.0,4.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,312,有人气的场所,人気のある場所,有人气的场所,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,4.0,0.0,9.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,528,梦世界民俗,,梦世界民俗,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,,,,,cn_normalized_workbook,,,1
cn,8,CN8,music,90,灵天spiritualheaven,霊天　～ Spiritual Heaven,灵天 ～ Spiritual Heaven,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,3.0,22.0,0.0,27.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,108,灵魂安息之所,魂の休らむ所,灵魂安息之所,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,21.0,0.0,28.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,543,疑惑的萌芽,,疑惑的萌芽,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,0.0,0.0,0.0,cn_normalized_workbook,,,1
cn,8,CN8,music,347,知晓真相之人,真実を知る者,知晓真相之人,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,2.0,0.0,2.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,306,神社的新风,神社の新しい風,神社的新风,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,24.0,0.0,34.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,94,禁忌的魔法forbiddenmagic,禁断の魔法　～ Forbidden Magic,禁忌的魔法 ～ Forbidden Magic,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,9.0,83.0,1.0,109.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,433,秋霜玉clockworks,秋霜玉　～ Clockworks,秋霜玉 ～ Clockworks,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,2.0,12.0,0.0,16.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,537,豪言壮语,壮言大語,豪言壮语,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,1.0,0.0,2.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,466,酒鬼的雷姆利亚,呑んべぇのレムリア,酒鬼的雷姆利亚,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,21.0,0.0,33.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,152,魔所,魔所,魔所,488,485,1.0,1.0,,1.0,6805.0,1.0,0.00014695077149155033,,1.0,2.0,0.0,4.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,43,魔法决战fightitout,魔法決戦！　～ Fight it out!,魔法决战！ ～ Fight it out!,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,1.0,26.0,0.0,34.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,47,魔法钟爱,魔法鐘愛,魔法钟爱,488,485,1.0,0.0,,1.0,6805.0,0.0,0.00014695077149155033,,0.0,27.0,0.0,35.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,78,arcadiandream,Arcadian Dream,Arcadian Dream,534,531,0.0,0.0,,0.0,6805.0,,0.0,,2.0,24.0,0.0,33.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,82,incompleteplot,Incomplete Plot,Incomplete Plot,534,531,0.0,0.0,,0.0,6805.0,,0.0,,1.0,9.0,0.0,13.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,473,inventivecity,Inventive City,Inventive City,534,531,0.0,0.0,,0.0,6805.0,,0.0,,0.0,3.0,0.0,9.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,435,primroseshiver,プリムローズシヴァ,Primrose Shiver,534,531,0.0,0.0,,0.0,6805.0,,0.0,,3.0,13.0,0.0,14.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,465,sacredbattle,Sacred Battle,Sacred Battle,534,531,0.0,0.0,,0.0,6805.0,,0.0,,1.0,6.0,1.0,10.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,60,seleneslight,Selene's light,Selene's light,534,531,0.0,0.0,,0.0,6805.0,,0.0,,6.0,95.0,0.0,117.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,452,titledmaid,タイトルドメイド,Titled Maid,534,531,0.0,0.0,,0.0,6805.0,,0.0,,1.0,1.0,0.0,3.0,cn_normalized_workbook,1,,1
cn,8,CN8,music,507,不自然的自然,不自然な自然,不自然的自然,534,531,0.0,0.0,,0.0,6805.0,,0.0,,2.0,13.0,0.0,18.0,cn_normalized_workbook,1,,1
