region,round,category,rank,entity_id,entity_key,entity_name,alignment_status,source_path
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|琪露诺|蕾米莉亚斯卡蕾特,博丽灵梦 × 琪露诺 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|十六夜咲夜|芙兰朵露斯卡蕾特,博丽灵梦 × 十六夜咲夜 × 芙兰朵露·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|芙兰朵露斯卡蕾特,博丽灵梦 × 芙兰朵露·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|爱丽丝玛格特洛依德|东风谷早苗,博丽灵梦 × 爱丽丝·玛格特洛依德 × 东风谷早苗,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|魂魄妖梦,博丽灵梦 × 魂魄妖梦,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|魂魄妖梦|西行寺幽幽子,博丽灵梦 × 魂魄妖梦 × 西行寺幽幽子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|西行寺幽幽子|射命丸文,博丽灵梦 × 西行寺幽幽子 × 射命丸文,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|八云蓝|八云紫,博丽灵梦 × 八云蓝 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|八云紫|东风谷早苗,博丽灵梦 × 八云紫 × 东风谷早苗,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|铃仙优昙华院因幡,博丽灵梦 × 铃仙·优昙华院·因幡,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|蓬莱山辉夜|藤原妹红,博丽灵梦 × 蓬莱山辉夜 × 藤原妹红,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|风见幽香,博丽灵梦 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|东风谷早苗|秦心,博丽灵梦 × 东风谷早苗 × 秦心,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|圣白莲|丰聪耳神子,博丽灵梦 × 圣白莲 × 丰聪耳神子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|少名针妙丸,博丽灵梦 × 少名针妙丸,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:博丽灵梦|魅魔,博丽灵梦 × 魅魔,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:雾雨魔理沙|露米娅,雾雨魔理沙 × 露米娅,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:雾雨魔理沙|帕秋莉诺蕾姬|蕾米莉亚斯卡蕾特,雾雨魔理沙 × 帕秋莉·诺蕾姬 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:雾雨魔理沙|芙兰朵露斯卡蕾特|古明地恋,雾雨魔理沙 × 芙兰朵露·斯卡蕾特 × 古明地恋,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:雾雨魔理沙|芙兰朵露斯卡蕾特|河城荷取,雾雨魔理沙 × 芙兰朵露·斯卡蕾特 × 河城荷取,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:雾雨魔理沙|爱丽丝玛格特洛依德|人形含上海人形|哥利亚人形,雾雨魔理沙 × 爱丽丝·玛格特洛依德 × 人形（含上海人形、哥利亚人形）,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:雾雨魔理沙|爱丽丝玛格特洛依德|风见幽香,雾雨魔理沙 × 爱丽丝·玛格特洛依德 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:雾雨魔理沙|上白泽慧音|森近霖之助,雾雨魔理沙 × 上白泽慧音 × 森近霖之助,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:雾雨魔理沙|风见幽香|魅魔,雾雨魔理沙 × 风见幽香 × 魅魔,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:雾雨魔理沙|东风谷早苗,雾雨魔理沙 × 东风谷早苗,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:露米娅|琪露诺|橙,露米娅 × 琪露诺 × 橙,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:露米娅|蕾米莉亚斯卡蕾特,露米娅 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:大妖精|蕾迪霍瓦特洛克,大妖精 × 蕾迪·霍瓦特洛克,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:琪露诺|红美铃,琪露诺 × 红美铃,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:琪露诺|十六夜咲夜|蕾米莉亚斯卡蕾特,琪露诺 × 十六夜咲夜 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:琪露诺|十六夜咲夜|芙兰朵露斯卡蕾特,琪露诺 × 十六夜咲夜 × 芙兰朵露·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:琪露诺|橙|因幡帝,琪露诺 × 橙 × 因幡帝,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:琪露诺|上白泽慧音|藤原妹红,琪露诺 × 上白泽慧音 × 藤原妹红,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:琪露诺|射命丸文,琪露诺 × 射命丸文,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:琪露诺|若鹭姬,琪露诺 × 若鹭姬,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:红美铃|红美铃,红美铃 × 红美铃,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:红美铃|十六夜咲夜|魂魄妖梦,红美铃 × 十六夜咲夜 × 魂魄妖梦,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:红美铃|大鲶鱼,红美铃 × 大鲶鱼,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:红美铃|茨木华扇,红美铃 × 茨木华扇,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:小恶魔|蕾米莉亚斯卡蕾特,小恶魔 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:帕秋莉诺蕾姬|蕾米莉亚斯卡蕾特|爱丽丝玛格特洛依德,帕秋莉·诺蕾姬 × 蕾米莉亚·斯卡蕾特 × 爱丽丝·玛格特洛依德,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:帕秋莉诺蕾姬|西行寺幽幽子|八云紫,帕秋莉·诺蕾姬 × 西行寺幽幽子 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:帕秋莉诺蕾姬|八云蓝|八云紫,帕秋莉·诺蕾姬 × 八云蓝 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:十六夜咲夜|蕾米莉亚斯卡蕾特|魂魄妖梦,十六夜咲夜 × 蕾米莉亚·斯卡蕾特 × 魂魄妖梦,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:十六夜咲夜|爱丽丝玛格特洛依德|风见幽香,十六夜咲夜 × 爱丽丝·玛格特洛依德 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:十六夜咲夜|魂魄妖梦|西行寺幽幽子,十六夜咲夜 × 魂魄妖梦 × 西行寺幽幽子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:十六夜咲夜|射命丸文,十六夜咲夜 × 射命丸文,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:蕾米莉亚斯卡蕾特|芙兰朵露斯卡蕾特|古明地恋,蕾米莉亚·斯卡蕾特 × 芙兰朵露·斯卡蕾特 × 古明地恋,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:蕾米莉亚斯卡蕾特|蓬莱山辉夜,蕾米莉亚·斯卡蕾特 × 蓬莱山辉夜,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:蕾米莉亚斯卡蕾特|风见幽香,蕾米莉亚·斯卡蕾特 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:蕾米莉亚斯卡蕾特|古明地恋,蕾米莉亚·斯卡蕾特 × 古明地恋,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:蕾米莉亚斯卡蕾特|森近霖之助,蕾米莉亚·斯卡蕾特 × 森近霖之助,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:芙兰朵露斯卡蕾特|爱丽丝玛格特洛依德,芙兰朵露·斯卡蕾特 × 爱丽丝·玛格特洛依德,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:芙兰朵露斯卡蕾特|八云紫,芙兰朵露·斯卡蕾特 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:芙兰朵露斯卡蕾特|射命丸文|犬走椛,芙兰朵露·斯卡蕾特 × 射命丸文 × 犬走椛,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:芙兰朵露斯卡蕾特|古明地觉,芙兰朵露·斯卡蕾特 × 古明地觉,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:冴月麟|冴月麟,冴月麟 × 冴月麟,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:蕾迪霍瓦特洛克|莉莉白,蕾迪·霍瓦特洛克 × 莉莉白,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:蕾迪霍瓦特洛克|风见幽香,蕾迪·霍瓦特洛克 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:橙|因幡帝,橙 × 因幡帝,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:爱丽丝玛格特洛依德|西行寺幽幽子|八云紫,爱丽丝·玛格特洛依德 × 西行寺幽幽子 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:爱丽丝玛格特洛依德|风见幽香|神绮,爱丽丝·玛格特洛依德 × 风见幽香 × 神绮,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:爱丽丝玛格特洛依德|梦子|神绮,爱丽丝·玛格特洛依德 × 梦子 × 神绮,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:魂魄妖梦|魂魄妖梦,魂魄妖梦 × 魂魄妖梦,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:魂魄妖梦|八云紫,魂魄妖梦 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:魂魄妖梦|魂魄妖忌,魂魄妖梦 × 魂魄妖忌,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:魂魄妖梦|犬走椛,魂魄妖梦 × 犬走椛,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:魂魄妖梦|幽灵,魂魄妖梦 × 幽灵,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:西行寺幽幽子|八云紫|八意永琳,西行寺幽幽子 × 八云紫 × 八意永琳,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:西行寺幽幽子|露娜切尔德,西行寺幽幽子 × 露娜切尔德,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:八云蓝|伊吹萃香,八云蓝 × 伊吹萃香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:八云蓝|二岩猯藏,八云蓝 × 二岩猯藏,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:八云紫|八意永琳|风见幽香,八云紫 × 八意永琳 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:魂魄妖忌|命莲,魂魄妖忌 × 命莲,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:魂魄妖忌|玄爷|森近霖之助,魂魄妖忌 × 玄爷 × 森近霖之助,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:伊吹萃香|射命丸文,伊吹萃香 × 射命丸文,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:莉格露奈特巴格|风见幽香|比那名居天子,莉格露·奈特巴格 × 风见幽香 × 比那名居天子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:米斯蒂娅萝蕾拉|风见幽香,米斯蒂娅·萝蕾拉 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:上白泽慧音|铃仙优昙华院因幡|蓬莱山辉夜,上白泽慧音 × 铃仙·优昙华院·因幡 × 蓬莱山辉夜,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:因幡帝|铃仙优昙华院因幡|reisen,因幡帝 × 铃仙·优昙华院·因幡 × Reisen,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:因幡帝|铃仙优昙华院因幡|蓬莱山辉夜,因幡帝 × 铃仙·优昙华院·因幡 × 蓬莱山辉夜,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:因幡帝|森近霖之助,因幡帝 × 森近霖之助,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:铃仙优昙华院因幡|东风谷早苗|比那名居天子,铃仙·优昙华院·因幡 × 东风谷早苗 × 比那名居天子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:铃仙优昙华院因幡|东风谷早苗,铃仙·优昙华院·因幡 × 东风谷早苗,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:铃仙优昙华院因幡|比那名居天子,铃仙·优昙华院·因幡 × 比那名居天子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:藤原妹红|森近霖之助,藤原妹红 × 森近霖之助,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:射命丸文|犬走椛|东风谷早苗,射命丸文 × 犬走椛 × 东风谷早苗,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:射命丸文|森近霖之助,射命丸文 × 森近霖之助,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:梅蒂欣梅兰可莉|多多良小伞,梅蒂欣·梅兰可莉 × 多多良小伞,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:风见幽香|风见幽香,风见幽香 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:风见幽香|四季映姬亚玛萨那度,风见幽香 × 四季映姬·亚玛萨那度,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:风见幽香|东风谷早苗,风见幽香 × 东风谷早苗,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:风见幽香|圣白莲,风见幽香 × 圣白莲,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:风见幽香|魅魔|神绮,风见幽香 × 魅魔 × 神绮,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:风见幽香|胡桃|艾丽,风见幽香 × 胡桃 × 艾丽,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:四季映姬亚玛萨那度|四季映姬亚玛萨那度,四季映姬·亚玛萨那度 × 四季映姬·亚玛萨那度,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:键山雏|鬼人正邪,键山雏 × 鬼人正邪,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:东风谷早苗|东风谷早苗,东风谷早苗 × 东风谷早苗,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:东风谷早苗|比那名居天子,东风谷早苗 × 比那名居天子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:东风谷早苗|封兽鵺,东风谷早苗 × 封兽鵺,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:东风谷早苗|非想天则,东风谷早苗 × 非想天则,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:比那名居天子|灵乌路空,比那名居天子 × 灵乌路空,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:琪斯美|赤蛮奇,琪斯美 × 赤蛮奇,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:黑谷山女|水桥帕露西,黑谷山女 × 水桥帕露西,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:黑谷山女|水桥帕露西|星熊勇仪,黑谷山女 × 水桥帕露西 × 星熊勇仪,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:古明地恋|封兽鵺,古明地恋 × 封兽鵺,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:云山|森近霖之助,云山 × 森近霖之助,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:村纱水蜜|若鹭姬,村纱水蜜 × 若鹭姬,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:圣白莲|物部布都|丰聪耳神子,圣白莲 × 物部布都 × 丰聪耳神子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:封兽鵺|鬼人正邪,封兽鵺 × 鬼人正邪,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:宫古芳香|霍青娥|丰聪耳神子,宫古芳香 × 霍青娥 × 丰聪耳神子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:秦心|九十九八桥,秦心 × 九十九八桥,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,278,,cn:02:cp:name:稗田阿求|森近霖之助,稗田阿求 × 森近霖之助,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
