region,round,round_label,character_canonical,character_name_cn,character_name_jp,music_canonical,music_name_cn,music_name_jp,association_source,character_rank,character_equal_rank,character_old_2_1_rank,character_points,character_old_2_1_points,character_primary_count,character_secondary_count,character_other_count,character_selection_count,character_ballots,character_primary_rate,character_secondary_rate,character_top2_rate,character_selection_rate,character_male_rate,character_female_rate,character_other_gender_rate,character_under20_rate,character_overall_male_rate,character_overall_female_rate,character_overall_other_gender_rate,music_rank,music_equal_rank,music_points,music_primary_count,music_secondary_count,music_selection_count,music_ballots,music_primary_rate,music_selection_rate,music_comment_count,music_arrangement_count,music_arrangement_cumulative_count,music_undated_arrangement_count,music_arrangement_total_count
cn,5,CN5,雾雨魔理沙,雾雨魔理沙,霧雨 魔理沙,orientaldarkflight,Oriental Dark Flight,オリエンタルダークフライト,local_music_merged.mapped_characters_json,2,2,,2329.0,,345.0,,1639.0,1984.0,7296,0.17389112903225806,,,0.2719298245614035,,,,,,,,300,299,11.0,1.0,,11.0,5999.0,0.09090909090909091,0.0018336389398233039,,56.0,501.0,1.0,784.0
cn,5,CN5,十六夜咲夜,十六夜咲夜,十六夜 咲夜,月时计,月时计 ～ Luna Dial,月時計　～ ルナ・ダイアル,local_music_merged.mapped_characters_json,3,3,,2064.0,,354.0,,1356.0,1710.0,7296,0.20701754385964913,,,0.234375,,,,,,,,29,29,428.0,59.0,,428.0,5999.0,0.1378504672897196,0.07134522420403401,,119.0,1134.0,9.0,1950.0
cn,5,CN5,十六夜咲夜,十六夜咲夜,十六夜 咲夜,floweringnight,Flowering Night,フラワリングナイト,local_music_merged.mapped_characters_json,3,3,,2064.0,,354.0,,1356.0,1710.0,7296,0.20701754385964913,,,0.234375,,,,,,,,67,67,237.0,41.0,,237.0,5999.0,0.1729957805907173,0.039506584430738456,,84.0,957.0,7.0,1798.0
cn,5,CN5,十六夜咲夜,十六夜咲夜,十六夜 咲夜,女仆与血之怀表,女仆与血之怀表,メイドと血の懐中時計,local_music_merged.mapped_characters_json,3,3,,2064.0,,354.0,,1356.0,1710.0,7296,0.20701754385964913,,,0.234375,,,,,,,,119,119,85.0,4.0,,85.0,5999.0,0.047058823529411764,0.014169028171361894,,93.0,896.0,5.0,1440.0
cn,5,CN5,蕾米莉亚斯卡蕾特,蕾米莉亚·斯卡蕾特,レミリア・スカーレット,献给已逝公主的七重奏,献给已逝公主的七重奏,亡き王女の為のセプテット,local_music_merged.mapped_characters_json,4,4,,1848.0,,285.0,,1278.0,1563.0,7296,0.18234165067178504,,,0.21422697368421054,,,,,,,,2,2,1495.0,268.0,,1495.0,5999.0,0.17926421404682275,0.24920820136689448,,279.0,2817.0,21.0,4732.0
cn,5,CN5,西行寺幽幽子,西行寺幽幽子,西行寺 幽々子,幽雅地绽放吧墨染的樱花,幽雅地绽放吧，墨染的樱花 ～ Border of Life,幽雅に咲かせ、墨染の桜　～ Border of Life,local_music_merged.mapped_characters_json,5,5,,1893.0,,369.0,,1155.0,1524.0,7296,0.2421259842519685,,,0.20888157894736842,,,,,,,,1,1,1774.0,417.0,,1774.0,5999.0,0.2350620067643743,0.2957159526587765,,168.0,1836.0,9.0,2950.0
cn,5,CN5,西行寺幽幽子,西行寺幽幽子,西行寺 幽々子,死灵的夜樱,死灵的夜樱,死霊の夜桜,local_music_merged.mapped_characters_json,5,5,,1893.0,,369.0,,1155.0,1524.0,7296,0.2421259842519685,,,0.20888157894736842,,,,,,,,66,66,241.0,20.0,,241.0,5999.0,0.08298755186721991,0.04017336222703784,,56.0,421.0,4.0,801.0
cn,5,CN5,西行寺幽幽子,西行寺幽幽子,西行寺 幽々子,borderoflife,Border of Life,ボーダーオブライフ,local_music_merged.mapped_characters_json,5,5,,1893.0,,369.0,,1155.0,1524.0,7296,0.2421259842519685,,,0.20888157894736842,,,,,,,,89,89,162.0,18.0,,162.0,5999.0,0.1111111111111111,0.027004500750125022,,13.0,253.0,4.0,394.0
cn,5,CN5,西行寺幽幽子,西行寺幽幽子,西行寺 幽々子,ghostlead,Ghost Lead,ゴーストリード,local_music_merged.mapped_characters_json,5,5,,1893.0,,369.0,,1155.0,1524.0,7296,0.2421259842519685,,,0.20888157894736842,,,,,,,,313,312,9.0,1.0,,9.0,5999.0,0.1111111111111111,0.0015002500416736123,,22.0,197.0,1.0,369.0
cn,5,CN5,八云紫,八云紫,八雲 紫,necrofantasia,Necro-Fantasia,ネクロファンタジア,local_music_merged.mapped_characters_json,6,6,,1738.0,,238.0,,1262.0,1500.0,7296,0.15866666666666668,,,0.20559210526315788,,,,,,,,35,35,385.0,54.0,,385.0,5999.0,0.14025974025974025,0.06417736289381563,,227.0,2040.0,12.0,3319.0
cn,5,CN5,八云紫,八云紫,八雲 紫,夜幕降临,夜幕降临,夜が降りてくる,local_music_merged.mapped_characters_json,6,6,,1738.0,,238.0,,1262.0,1500.0,7296,0.15866666666666668,,,0.20559210526315788,,,,,,,,175,175,39.0,4.0,,39.0,5999.0,0.10256410256410256,0.006501083513918987,,31.0,298.0,1.0,484.0
cn,5,CN5,古明地恋,古明地恋,古明地 こいし,哈德曼的妖怪少女,哈德曼的妖怪少女,ハルトマンの妖怪少女,local_music_merged.mapped_characters_json,7,7,,1712.0,,303.0,,1106.0,1409.0,7296,0.2150461320085167,,,0.19311951754385964,,,,,,,,13,13,839.0,125.0,,839.0,5999.0,0.14898688915375446,0.13985664277379564,,209.0,1201.0,13.0,2820.0
cn,5,CN5,古明地恋,古明地恋,古明地 こいし,lastremote,Last Remote,ラストリモート,local_music_merged.mapped_characters_json,7,7,,1712.0,,303.0,,1106.0,1409.0,7296,0.2150461320085167,,,0.19311951754385964,,,,,,,,47,47,318.0,33.0,,318.0,5999.0,0.10377358490566038,0.053008834805800965,,123.0,858.0,3.0,1602.0
cn,5,CN5,芙兰朵露斯卡蕾特,芙兰朵露·斯卡蕾特,フランドール・スカーレット,unowen就是她吗,U.N.OWEN就是她吗？,U.N.オーエンは彼女なのか？,local_music_merged.mapped_characters_json,8,8,,1601.0,,280.0,,1041.0,1321.0,7296,0.21196063588190764,,,0.18105811403508773,,,,,,,,7,7,1054.0,200.0,,1054.0,5999.0,0.18975332068311196,0.17569594932488747,,324.0,2972.0,31.0,5773.0
cn,5,CN5,芙兰朵露斯卡蕾特,芙兰朵露·斯卡蕾特,フランドール・スカーレット,魔法少女们的百年祭,魔法少女们的百年祭,魔法少女達の百年祭,local_music_merged.mapped_characters_json,8,8,,1601.0,,280.0,,1041.0,1321.0,7296,0.21196063588190764,,,0.18105811403508773,,,,,,,,54,54,291.0,22.0,,291.0,5999.0,0.07560137457044673,0.04850808468078013,,90.0,639.0,4.0,1255.0
cn,5,CN5,芙兰朵露斯卡蕾特,芙兰朵露·斯卡蕾特,フランドール・スカーレット,桑尼米尔克的红雾异变,桑尼米尔克的红雾异变,サニーミルクの紅霧異変,local_music_merged.mapped_characters_json,8,8,,1601.0,,280.0,,1041.0,1321.0,7296,0.21196063588190764,,,0.18105811403508773,,,,,,,,291,290,12.0,1.0,,12.0,5999.0,0.08333333333333333,0.0020003333888981498,,3.0,36.0,1.0,64.0
cn,5,CN5,藤原妹红,藤原妹红,藤原 妹紅,飘上月球不死之烟,飘上月球，不死之烟,月まで届け、不死の煙,local_music_merged.mapped_characters_json,9,9,,1454.0,,241.0,,972.0,1213.0,7296,0.19868095630667765,,,0.16625548245614036,,,,,,,,10,10,928.0,131.0,,928.0,5999.0,0.1411637931034483,0.1546924487414569,,143.0,1203.0,6.0,2146.0
cn,5,CN5,爱丽丝玛格特洛依德,爱丽丝·玛格特洛依德,アリス・マーガトロイド,不可思议之国的爱丽丝,不可思议之国的爱丽丝,不思議の国のアリス,local_music_merged.mapped_characters_json,10,10,,1442.0,,235.0,,972.0,1207.0,7296,0.19469759734879868,,,0.16543311403508773,,,,,,,,23,23,522.0,52.0,,522.0,5999.0,0.09961685823754789,0.08701450241706951,,48.0,439.0,10.0,762.0
cn,5,CN5,爱丽丝玛格特洛依德,爱丽丝·玛格特洛依德,アリス・マーガトロイド,人偶裁判,人偶裁判,人形裁判,local_music_merged.mapped_characters_json,10,10,,1442.0,,235.0,,972.0,1207.0,7296,0.19469759734879868,,,0.16543311403508773,,,,,,,,72,72,218.0,17.0,,218.0,5999.0,0.0779816513761468,0.036339389898316386,,128.0,1288.0,5.0,1975.0
cn,5,CN5,爱丽丝玛格特洛依德,爱丽丝·玛格特洛依德,アリス・マーガトロイド,布加勒斯特的人偶师,布加勒斯特的人偶师,ブクレシュティの人形師,local_music_merged.mapped_characters_json,10,10,,1442.0,,235.0,,972.0,1207.0,7296,0.19469759734879868,,,0.16543311403508773,,,,,,,,106,106,108.0,7.0,,108.0,5999.0,0.06481481481481481,0.018003000500083348,,98.0,914.0,4.0,1343.0
cn,5,CN5,爱丽丝玛格特洛依德,爱丽丝·玛格特洛依德,アリス・マーガトロイド,thegrimoireofalice,the Grimoire of Alice,the Grimoire of Alice,local_music_merged.mapped_characters_json,10,10,,1442.0,,235.0,,972.0,1207.0,7296,0.19469759734879868,,,0.16543311403508773,,,,,,,,131,131,75.0,3.0,,75.0,5999.0,0.04,0.012502083680613436,,34.0,325.0,6.0,487.0
cn,5,CN5,古明地觉,古明地觉,古明地 さとり,少女觉,少女觉 ～ 3rd eye,少女さとり　～ 3rd eye,local_music_merged.mapped_characters_json,11,11,,1400.0,,214.0,,972.0,1186.0,7296,0.18043844856661045,,,0.16255482456140352,,,,,,,,12,12,875.0,126.0,,875.0,5999.0,0.144,0.14585764294049008,,164.0,1490.0,10.0,2527.0
cn,5,CN5,魂魄妖梦,魂魄妖梦,魂魄 妖夢,东方妖妖梦,东方妖妖梦 ～ Ancient Temple,東方妖々夢　～ Ancient Temple,local_music_merged.mapped_characters_json,12,12,,1360.0,,223.0,,914.0,1137.0,7296,0.1961301671064204,,,0.15583881578947367,,,,,,,,62,62,255.0,31.0,,255.0,5999.0,0.12156862745098039,0.042507084514085684,,106.0,1142.0,3.0,1849.0
cn,5,CN5,魂魄妖梦,魂魄妖梦,魂魄 妖夢,广有射怪鸟事,广有射怪鸟事 ～ Till When?,広有射怪鳥事　～ Till When?,local_music_merged.mapped_characters_json,12,12,,1360.0,,223.0,,914.0,1137.0,7296,0.1961301671064204,,,0.15583881578947367,,,,,,,,80,80,195.0,20.0,,195.0,5999.0,0.10256410256410256,0.032505417569594935,,95.0,780.0,5.0,1355.0
cn,5,CN5,射命丸文,射命丸文,射命丸 文,妖怪之山,妖怪之山 ～ Mysterious Mountain,妖怪の山　～ Mysterious Mountain,local_music_merged.mapped_characters_json,13,13,,1358.0,,226.0,,906.0,1132.0,7296,0.19964664310954064,,,0.15515350877192982,,,,,,,,31,31,411.0,59.0,,411.0,5999.0,0.1435523114355231,0.06851141856976163,,70.0,774.0,4.0,1298.0
cn,5,CN5,射命丸文,射命丸文,射命丸 文,风神少女,风神少女,風神少女,local_music_merged.mapped_characters_json,13,13,,1358.0,,226.0,,906.0,1132.0,7296,0.19964664310954064,,,0.15515350877192982,,,,,,,,64,64,245.0,30.0,,245.0,5999.0,0.12244897959183673,0.040840140023337225,,96.0,1175.0,7.0,1759.0
cn,5,CN5,射命丸文,射命丸文,射命丸 文,风的循环,风的循环 ～ Wind Tour,風の循環　～ Wind Tour,local_music_merged.mapped_characters_json,13,13,,1358.0,,226.0,,906.0,1132.0,7296,0.19964664310954064,,,0.15515350877192982,,,,,,,,284,283,13.0,1.0,,13.0,5999.0,0.07692307692307693,0.0021670278379729954,,12.0,189.0,0.0,255.0
cn,5,CN5,射命丸文,射命丸文,射命丸 文,天狗正凝视着,天狗正凝视着 ～ Black Eyes,天狗が見ている　～ Black Eyes,local_music_merged.mapped_characters_json,13,13,,1358.0,,226.0,,906.0,1132.0,7296,0.19964664310954064,,,0.15515350877192982,,,,,,,,313,312,9.0,0.0,,9.0,5999.0,0.0,0.0015002500416736123,,23.0,217.0,1.0,309.0
cn,5,CN5,射命丸文,射命丸文,射命丸 文,newshound,Newshound,ニュースハウンド,local_music_merged.mapped_characters_json,13,13,,1358.0,,226.0,,906.0,1132.0,7296,0.19964664310954064,,,0.15515350877192982,,,,,,,,455,454,0.0,0.0,,0.0,5999.0,,0.0,,1.0,46.0,1.0,70.0
cn,5,CN5,琪露诺,琪露诺,チルノ,活泼的纯情小姑娘,活泼的纯情小姑娘,おてんば恋娘,local_music_merged.mapped_characters_json,14,14,,1281.0,,177.0,,927.0,1104.0,7296,0.16032608695652173,,,0.1513157894736842,,,,,,,,32,32,403.0,38.0,,403.0,5999.0,0.09429280397022333,0.06717786297716286,,164.0,2071.0,23.0,3511.0
cn,5,CN5,琪露诺,琪露诺,チルノ,春之冰精,春之冰精,春の氷精,local_music_merged.mapped_characters_json,14,14,,1281.0,,177.0,,927.0,1104.0,7296,0.16032608695652173,,,0.1513157894736842,,,,,,,,265,264,16.0,0.0,,16.0,5999.0,0.0,0.002667111185197533,,5.0,95.0,1.0,159.0
cn,5,CN5,东风谷早苗,东风谷早苗,東風谷 早苗,信仰是为了虚幻之人,信仰是为了虚幻之人,信仰は儚き人間の為に,local_music_merged.mapped_characters_json,15,15,,1220.0,,168.0,,884.0,1052.0,7296,0.1596958174904943,,,0.14418859649122806,,,,,,,,18,18,589.0,77.0,,589.0,5999.0,0.1307300509337861,0.09818303050508419,,154.0,1339.0,8.0,2135.0
cn,5,CN5,东风谷早苗,东风谷早苗,東風谷 早苗,少女曾见的日本原风景,少女曾见的日本原风景,少女が見た日本の原風景,local_music_merged.mapped_characters_json,15,15,,1220.0,,168.0,,884.0,1052.0,7296,0.1596958174904943,,,0.14418859649122806,,,,,,,,45,45,324.0,24.0,,324.0,5999.0,0.07407407407407407,0.054009001500250044,,89.0,862.0,4.0,1479.0
cn,5,CN5,铃仙优昙华院因幡,铃仙·优昙华院·因幡,鈴仙・優曇華院・イナバ,狂气之瞳,狂气之瞳 ～ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,local_music_merged.mapped_characters_json,16,16,,1072.0,,136.0,,800.0,936.0,7296,0.1452991452991453,,,0.12828947368421054,,,,,,,,60,60,258.0,25.0,,258.0,5999.0,0.09689922480620156,0.043007167861310217,,114.0,1078.0,6.0,1998.0
cn,5,CN5,帕秋莉诺蕾姬,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,魔法少女们的百年祭,魔法少女们的百年祭,魔法少女達の百年祭,local_music_merged.mapped_characters_json,17,17,,1099.0,,166.0,,767.0,933.0,7296,0.17792068595927116,,,0.1278782894736842,,,,,,,,54,54,291.0,22.0,,291.0,5999.0,0.07560137457044673,0.04850808468078013,,90.0,639.0,4.0,1255.0
cn,5,CN5,帕秋莉诺蕾姬,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,lockedgirl,Locked Girl ～ 少女密室,ラクトガール　～ 少女密室,local_music_merged.mapped_characters_json,17,17,,1099.0,,166.0,,767.0,933.0,7296,0.17792068595927116,,,0.1278782894736842,,,,,,,,61,61,257.0,27.0,,257.0,5999.0,0.10505836575875487,0.042840473412235375,,133.0,1566.0,9.0,2496.0
cn,5,CN5,帕秋莉诺蕾姬,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,伏瓦鲁魔法图书馆,伏瓦鲁魔法图书馆,ヴワル魔法図書館,local_music_merged.mapped_characters_json,17,17,,1099.0,,166.0,,767.0,933.0,7296,0.17792068595927116,,,0.1278782894736842,,,,,,,,124,124,81.0,7.0,,81.0,5999.0,0.08641975308641975,0.013502250375062511,,67.0,694.0,3.0,1151.0
cn,5,CN5,蓬莱山辉夜,蓬莱山辉夜,蓬莱山 輝夜,竹取飞翔,竹取飞翔 ～ Lunatic Princess,竹取飛翔　～ Lunatic Princess,local_music_merged.mapped_characters_json,18,18,,1060.0,,150.0,,760.0,910.0,7296,0.16483516483516483,,,0.12472587719298246,,,,,,,,6,6,1158.0,136.0,,1158.0,5999.0,0.11744386873920552,0.19303217202867146,,161.0,1582.0,3.0,2681.0
cn,5,CN5,蓬莱山辉夜,蓬莱山辉夜,蓬莱山 輝夜,voyage1969,Voyage1969,ヴォヤージュ1969,local_music_merged.mapped_characters_json,18,18,,1060.0,,150.0,,760.0,910.0,7296,0.16483516483516483,,,0.12472587719298246,,,,,,,,78,78,197.0,18.0,,197.0,5999.0,0.09137055837563451,0.032838806467744626,,63.0,655.0,4.0,1080.0
cn,5,CN5,蓬莱山辉夜,蓬莱山辉夜,蓬莱山 輝夜,voyage1970,Voyage1970,ヴォヤージュ1970,local_music_merged.mapped_characters_json,18,18,,1060.0,,150.0,,760.0,910.0,7296,0.16483516483516483,,,0.12472587719298246,,,,,,,,129,129,78.0,5.0,,78.0,5999.0,0.0641025641025641,0.013002167027837973,,7.0,175.0,2.0,275.0
cn,5,CN5,秦心,秦心,秦 こころ,亡失的情感,亡失的情感,亡失のエモーション,local_music_merged.mapped_characters_json,19,19,,1009.0,,104.0,,801.0,905.0,7296,0.11491712707182321,,,0.1240405701754386,,,,,,,,73,73,211.0,28.0,,211.0,5999.0,0.13270142180094788,0.035172528754792466,,90.0,235.0,1.0,619.0
cn,5,CN5,比那名居天子,比那名居天子,比那名居 天子,有顶天变,有顶天变 ～ Wonderful Heaven,有頂天変　～ Wonderful Heaven,local_music_merged.mapped_characters_json,20,20,,935.0,,136.0,,663.0,799.0,7296,0.1702127659574468,,,0.10951206140350878,,,,,,,,59,59,264.0,26.0,,264.0,5999.0,0.09848484848484848,0.044007334555759295,,58.0,416.0,3.0,828.0
cn,5,CN5,比那名居天子,比那名居天子,比那名居 天子,幼小的有顶天,幼小的有顶天,幼心地の有頂天,local_music_merged.mapped_characters_json,20,20,,935.0,,136.0,,663.0,799.0,7296,0.1702127659574468,,,0.10951206140350878,,,,,,,,124,124,81.0,4.0,,81.0,5999.0,0.04938271604938271,0.013502250375062511,,9.0,98.0,1.0,150.0
cn,5,CN5,稀神探女,稀神探女,稀神 サグメ,冻结的永远之都,冻结的永远之都,凍り付いた永遠の都,local_music_merged.mapped_characters_json,21,21,,814.0,,48.0,,718.0,766.0,7296,0.06266318537859007,,,0.1049890350877193,,,,,,,,99,99,137.0,6.0,,137.0,5999.0,0.043795620437956206,0.022837139523253877,,74.0,77.0,1.0,301.0
cn,5,CN5,稀神探女,稀神探女,稀神 サグメ,逆转的命运之轮,逆转的命运之轮,逆転するホイールオブフォーチュン,local_music_merged.mapped_characters_json,21,21,,814.0,,48.0,,718.0,766.0,7296,0.06266318537859007,,,0.1049890350877193,,,,,,,,145,145,64.0,5.0,,64.0,5999.0,0.078125,0.010668444740790132,,79.0,83.0,1.0,287.0
cn,5,CN5,风见幽香,风见幽香,風見 幽香,今昔幻想乡,今昔幻想乡 ～ Flower Land,今昔幻想郷　～ Flower Land,local_music_merged.mapped_characters_json,22,22,,887.0,,133.0,,621.0,754.0,7296,0.17639257294429708,,,0.10334429824561403,,,,,,,,113,113,96.0,10.0,,96.0,5999.0,0.10416666666666667,0.016002667111185198,,60.0,600.0,1.0,951.0
cn,5,CN5,伊吹萃香,伊吹萃香,伊吹 萃香,碎月,碎月,砕月,local_music_merged.mapped_characters_json,23,23,,770.0,,100.0,,570.0,670.0,7296,0.14925373134328357,,,0.0918311403508772,,,,,,,,5,5,1170.0,195.0,,1170.0,5999.0,0.16666666666666666,0.19503250541756958,,95.0,760.0,6.0,1505.0
cn,5,CN5,伊吹萃香,伊吹萃香,伊吹 萃香,御伽之国的鬼岛,御伽之国的鬼岛 ～ Missing Power,御伽の国の鬼が島　～ Missing Power,local_music_merged.mapped_characters_json,23,23,,770.0,,100.0,,570.0,670.0,7296,0.14925373134328357,,,0.0918311403508772,,,,,,,,175,175,39.0,1.0,,39.0,5999.0,0.02564102564102564,0.006501083513918987,,30.0,352.0,2.0,487.0
cn,5,CN5,洩矢诹访子,洩矢诹访子,洩矢 諏訪子,明日之盛昨日之俗,明日之盛，昨日之俗,明日ハレの日、ケの昨日,local_music_merged.mapped_characters_json,24,24,,696.0,,75.0,,546.0,621.0,7296,0.12077294685990338,,,0.08511513157894737,,,,,,,,42,42,348.0,34.0,,348.0,5999.0,0.09770114942528736,0.05800966827804634,,86.0,728.0,1.0,1369.0
cn,5,CN5,洩矢诹访子,洩矢诹访子,洩矢 諏訪子,nativefaith,Native Faith,ネイティブフェイス,local_music_merged.mapped_characters_json,24,24,,696.0,,75.0,,546.0,621.0,7296,0.12077294685990338,,,0.08511513157894737,,,,,,,,65,65,242.0,25.0,,242.0,5999.0,0.10330578512396695,0.040340056676112686,,98.0,1164.0,3.0,1966.0
cn,5,CN5,鬼人正邪,鬼人正邪,鬼人 正邪,永远的三日天下,永远的三日天下,永遠の三日天下,local_music_merged.mapped_characters_json,25,25,,701.0,,96.0,,509.0,605.0,7296,0.15867768595041323,,,0.08292214912280702,,,,,,,,52,52,298.0,22.0,,298.0,5999.0,0.0738255033557047,0.049674945824304054,,21.0,65.0,0.0,143.0
cn,5,CN5,鬼人正邪,鬼人正邪,鬼人 正邪,reverseideology,Reverse Ideology,リバースイデオロギー,local_music_merged.mapped_characters_json,25,25,,701.0,,96.0,,509.0,605.0,7296,0.15867768595041323,,,0.08292214912280702,,,,,,,,108,108,106.0,16.0,,106.0,5999.0,0.1509433962264151,0.017669611601933654,,74.0,282.0,2.0,722.0
cn,5,CN5,鬼人正邪,鬼人正邪,鬼人 正邪,浪漫逃飞行,浪漫逃飞行,ロマンチック逃飛行,local_music_merged.mapped_characters_json,25,25,,701.0,,96.0,,509.0,605.0,7296,0.15867768595041323,,,0.08292214912280702,,,,,,,,138,138,71.0,4.0,,71.0,5999.0,0.056338028169014086,0.011835305884314052,,9.0,39.0,0.0,92.0
cn,5,CN5,鬼人正邪,鬼人正邪,鬼人 正邪,以犯规对不可能的弹幕,以犯规对不可能的弹幕,不可能弾幕には反則を,local_music_merged.mapped_characters_json,25,25,,701.0,,96.0,,509.0,605.0,7296,0.15867768595041323,,,0.08292214912280702,,,,,,,,149,149,57.0,0.0,,57.0,5999.0,0.0,0.009501583597266211,,8.0,42.0,1.0,98.0
cn,5,CN5,鬼人正邪,鬼人正邪,鬼人 正邪,燃起犯规的狼烟,燃起犯规的狼烟,反則の狼煙を上げろ,local_music_merged.mapped_characters_json,25,25,,701.0,,96.0,,509.0,605.0,7296,0.15867768595041323,,,0.08292214912280702,,,,,,,,265,264,16.0,1.0,,16.0,5999.0,0.0625,0.002667111185197533,,6.0,23.0,0.0,34.0
cn,5,CN5,鬼人正邪,鬼人正邪,鬼人 正邪,midnightspellcard,Midnight Spell Card,ミッドナイトスペルカード,local_music_merged.mapped_characters_json,25,25,,701.0,,96.0,,509.0,605.0,7296,0.15867768595041323,,,0.08292214912280702,,,,,,,,378,377,4.0,0.0,,4.0,5999.0,0.0,0.0006667777962993832,,4.0,37.0,0.0,67.0
cn,5,CN5,四季映姬夜摩仙那度,四季映姬·夜摩仙那度,四季映姫・ヤマザナドゥ,第六十年的东方审判,第六十年的东方审判 ～ Fate of Sixty Years,六十年目の東方裁判　～ Fate of Sixty Years,local_music_merged.mapped_characters_json,26,26,,698.0,,97.0,,504.0,601.0,7296,0.16139767054908485,,,0.08237390350877193,,,,,,,,20,20,557.0,50.0,,557.0,5999.0,0.08976660682226212,0.09284880813468911,,66.0,773.0,12.0,1307.0
cn,5,CN5,红美铃,红美铃,紅 美鈴,上海红茶馆,上海红茶馆 ～ Chinese Tea,上海紅茶館　～ Chinese Tea,local_music_merged.mapped_characters_json,27,27,,676.0,,80.0,,516.0,596.0,7296,0.1342281879194631,,,0.08168859649122807,,,,,,,,11,11,924.0,95.0,,924.0,5999.0,0.10281385281385282,0.15402567094515754,,171.0,1639.0,8.0,2589.0
cn,5,CN5,红美铃,红美铃,紅 美鈴,明治十七年的上海爱丽丝,明治十七年的上海爱丽丝,明治十七年の上海アリス,local_music_merged.mapped_characters_json,27,27,,676.0,,80.0,,516.0,596.0,7296,0.1342281879194631,,,0.08168859649122807,,,,,,,,34,34,393.0,24.0,,393.0,5999.0,0.061068702290076333,0.0655109184864144,,74.0,720.0,5.0,1211.0
cn,5,CN5,克劳恩皮丝,克劳恩皮丝,クラウンピース,星条旗的小丑,星条旗的小丑,星条旗のピエロ,local_music_merged.mapped_characters_json,29,29,,503.0,,27.0,,449.0,476.0,7296,0.05672268907563025,,,0.06524122807017543,,,,,,,,30,30,425.0,20.0,,425.0,5999.0,0.047058823529411764,0.07084514085680947,,155.0,163.0,0.0,632.0
cn,5,CN5,克劳恩皮丝,克劳恩皮丝,クラウンピース,遥遥38万公里的航程,遥遥38万公里的航程,遥か38万キロのボヤージュ,local_music_merged.mapped_characters_json,29,29,,503.0,,27.0,,449.0,476.0,7296,0.05672268907563025,,,0.06524122807017543,,,,,,,,90,90,160.0,9.0,,160.0,5999.0,0.05625,0.026671111851975328,,72.0,72.0,0.0,291.0
cn,5,CN5,圣白莲,圣白莲,聖 白蓮,感情的摩天楼,感情的摩天楼 ～ Cosmic Mind,感情の摩天楼　～ Cosmic Mind,local_music_merged.mapped_characters_json,30,30,,518.0,,43.0,,432.0,475.0,7296,0.09052631578947369,,,0.06510416666666667,,,,,,,,8,8,969.0,116.0,,969.0,5999.0,0.1197110423116615,0.1615269211535256,,147.0,1200.0,6.0,2029.0
cn,5,CN5,键山雏,键山雏,鍵山 雛,厄神降临之路,厄神降临之路 ～ Dark Road,厄神様の通り道　～ Dark Road,local_music_merged.mapped_characters_json,31,31,,558.0,,88.0,,382.0,470.0,7296,0.18723404255319148,,,0.0644188596491228,,,,,,,,90,90,160.0,15.0,,160.0,5999.0,0.09375,0.026671111851975328,,63.0,737.0,4.0,1222.0
cn,5,CN5,键山雏,键山雏,鍵山 雛,命运的阴暗面,命运的阴暗面,運命のダークサイド,local_music_merged.mapped_characters_json,31,31,,558.0,,88.0,,382.0,470.0,7296,0.18723404255319148,,,0.0644188596491228,,,,,,,,96,96,146.0,15.0,,146.0,5999.0,0.10273972602739725,0.024337389564927488,,70.0,659.0,2.0,1058.0
cn,5,CN5,纯狐,纯狐,純狐,purefuries,Pure Furies ～ 心之所在,ピュアヒューリーズ　～ 心の在処,local_music_merged.mapped_characters_json,32,32,,468.0,,44.0,,380.0,424.0,7296,0.10377358490566038,,,0.0581140350877193,,,,,,,,21,21,544.0,67.0,,544.0,5999.0,0.12316176470588236,0.09068178029671611,,156.0,166.0,1.0,867.0
cn,5,CN5,纯狐,纯狐,純狐,故乡之星倒映之海,故乡之星倒映之海,故郷の星が映る海,local_music_merged.mapped_characters_json,32,32,,468.0,,44.0,,380.0,424.0,7296,0.10377358490566038,,,0.0581140350877193,,,,,,,,37,37,374.0,36.0,,374.0,5999.0,0.0962566844919786,0.06234372395399233,,52.0,54.0,0.0,234.0
cn,5,CN5,露米娅,露米娅,ルーミア,妖魔夜行,妖魔夜行,妖魔夜行,local_music_merged.mapped_characters_json,33,33,,468.0,,45.0,,378.0,423.0,7296,0.10638297872340426,,,0.05797697368421053,,,,,,,,85,85,178.0,13.0,,178.0,5999.0,0.07303370786516854,0.029671611935322553,,100.0,866.0,1.0,1499.0
cn,5,CN5,八意永琳,八意永琳,八意 永琳,千年幻想乡,千年幻想乡 ～ History of the Moon,千年幻想郷　～ History of the Moon,local_music_merged.mapped_characters_json,34,34,,449.0,,45.0,,359.0,404.0,7296,0.11138613861386139,,,0.05537280701754386,,,,,,,,15,15,738.0,62.0,,738.0,5999.0,0.08401084010840108,0.12302050341723621,,122.0,1193.0,3.0,1983.0
cn,5,CN5,八意永琳,八意永琳,八意 永琳,voyage1969,Voyage1969,ヴォヤージュ1969,local_music_merged.mapped_characters_json,34,34,,449.0,,45.0,,359.0,404.0,7296,0.11138613861386139,,,0.05537280701754386,,,,,,,,78,78,197.0,18.0,,197.0,5999.0,0.09137055837563451,0.032838806467744626,,63.0,655.0,4.0,1080.0
