round,topic,source_question_id,question,rows,numeric_rows,rows_with_denominator,included_in_any_comparable_trend,trend_status,exclusion_reason,source_url
18,magazine,jp18:magazine,公式連載作品の購読・閲覧状況,13,13,13,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CHaH0Y-8.js
18,sex,jp18:sex,性別,3,3,3,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CHaH0Y-8.js
18,trigger,jp18:trigger,東方Projectを知ったきっかけ,16,16,16,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CHaH0Y-8.js
18,voted,jp18:voted,過去の人気投票参加経験,3,3,3,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CHaH0Y-8.js
19,age,jp19:age,年齢,67,67,67,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,charm,jp19:charm,東方Projectに魅力を感じているところ,7,7,7,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,cleared_title,jp19:cleared_title,作品別ノーコンティニュー到達難易度,90,90,90,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,cognition,jp19:cognition,東方Projectを知った時期,25,25,25,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,event,jp19:event,参加する東方Project関連イベント,8,8,8,False,raw_only_no_two_round_series,no same-definition option series appears in at least two rounds,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,intention,jp19:intention,同人誌即売会に参加する際の目的,14,14,14,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,location,jp19:location,居住地域,21,21,21,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,magazine,jp19:magazine,公式連載作品の購読・閲覧状況,13,13,13,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,purchase_method,jp19:purchase_method,原作ゲームの購入方法,3,3,3,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,sex,jp19:sex,性別,3,3,3,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,trigger,jp19:trigger,東方Projectを知ったきっかけ,16,16,16,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
19,voted,jp19:voted,過去の人気投票参加経験,5,5,5,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js
20,age,jp20:age,年齢,69,69,69,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,charm,jp20:charm,東方Projectに魅力を感じているところ,7,7,7,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,cleared_title,jp20:cleared_title,作品別ノーコンティニュー到達難易度,90,90,90,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,cognition,jp20:cognition,東方Projectを知った時期,25,25,25,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,event,jp20:event,参加する東方Project関連イベント,8,8,8,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,friends,jp20:friends,東方Projectについて話す知人の人数,5,5,5,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,intention,jp20:intention,同人誌即売会に参加する際の目的,14,14,14,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,location,jp20:location,居住地域,21,21,21,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,magazine,jp20:magazine,公式連載作品の購読・閲覧状況,13,13,13,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,purchase_method,jp20:purchase_method,原作ゲームの購入方法,3,3,3,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,sex,jp20:sex,性別,3,3,3,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,subnumber,jp20:subnumber,整数作品以外のプレイ状況,13,13,13,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,trigger,jp20:trigger,東方Projectを知ったきっかけ,16,16,16,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,usertype,jp20:usertype,東方Project関連活動,27,27,27,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
20,voted,jp20:voted,過去の人気投票参加経験,5,5,5,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js
21,age,jp21:age,年齢,67,67,67,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,books,jp21:books,公式書籍の所持状況,14,14,14,False,raw_only_single_round_question,question is available in only one round within scope,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,charm,jp21:charm,東方Projectに魅力を感じているところ,7,7,7,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,cleared_title,jp21:cleared_title,作品別ノーコンティニュー到達難易度,90,90,90,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,cognition,jp21:cognition,東方Projectを知った時期,25,25,25,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,event,jp21:event,参加する東方Project関連イベント,9,9,9,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,friends,jp21:friends,東方Projectについて話す知人の人数,5,5,5,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,intention,jp21:intention,同人誌即売会に参加する際の目的,14,14,14,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,lastVote,jp21:lastVote,最後に人気投票へ参加した時期,5,5,5,False,raw_only_single_round_question,question is available in only one round within scope,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,location,jp21:location,居住地域,21,21,21,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,magazine,jp21:magazine,公式連載作品の購読・閲覧状況,13,13,13,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,parents,jp21:parents,保護者回答,2,2,2,False,raw_only_single_round_question,question is available in only one round within scope,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,purchase_method,jp21:purchase_method,原作ゲームの購入方法,3,3,3,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,sex,jp21:sex,性別,3,3,3,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,subnumber,jp21:subnumber,整数作品以外のプレイ状況,13,13,13,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,th21,jp21:th21,東方錦上京体験版のプレイ方法,3,3,3,False,raw_only_single_round_question,question is available in only one round within scope,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,trigger,jp21:trigger,東方Projectを知ったきっかけ,18,18,18,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,triggerVote,jp21:triggerVote,人気投票を知ったきっかけ,6,6,6,False,raw_only_single_round_question,question is available in only one round within scope,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,usertype,jp21:usertype,東方Project関連活動,27,27,27,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
21,voted,jp21:voted,過去の人気投票参加経験,5,5,5,True,included_in_comparable_trend,,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
