round,question_id,questionnaire_id,questionnaire_name,section_key,questionnaire_key,group_index,branch_index,question_type,question,introduction,input,option_count
11,23061,23,额外问卷 - 展会与手游相关,extraQuestionnaire,exQuestionnaire3,5,0,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,,,4
11,23071,23,额外问卷 - 展会与手游相关,extraQuestionnaire,exQuestionnaire3,6,0,Input,您对商业授权手游的看法如何？,,,0
11,24011,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,0,0,Multiple,您是否购买过已经引进的正版简中出版物？,,,5
11,24020,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,1,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,24021,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,1,1,Single,您未购买的原因是,,,5
11,24030,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,2,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,24031,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,2,1,Single,您更感兴趣的作品是,,,12
11,24040,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,3,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,24041,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,3,1,Input,您希望引进哪些其他ZUN参与的书籍？,,,0
11,24051,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,4,0,Single,您认为现在的官中出版物定价如何？,,,3
11,24061,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,5,0,Single,您是否支持继续以目前的模式（保持现在的引进速度及质量）引进官中出版物？,,,2
11,24070,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,6,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,24071,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,6,1,Input,您不支持的理由是？,,,0
11,24081,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,7,0,Single,您对于目前引进的官中出版物质量是否满意？,,,2
11,24090,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,8,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,24091,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,8,1,Input,您不满意的原因是？,,,0
11,24101,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,9,0,Single,您是否使用过盗版官作游戏？（注：网络上免费下载的完整官作游戏均为盗版）,,,3
11,24110,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,10,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,24111,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,10,1,Input,您使用盗版官作游戏的理由是？,,,0
11,24121,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,11,0,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,,,3
11,24130,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,12,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,24131,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,12,1,Input,您如何看待盗版的二创作品（盗版CD、盗版漫画等）？,,,0
11,24141,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,13,0,Single,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,,,3
11,24150,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,14,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,24151,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,14,1,Input,您如何看待同人创作中出现的盗版作品？,,,0
11,24161,24,额外问卷 - 正版盗版相关,extraQuestionnaire,exQuestionnaire4,15,0,Single,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,,,3
11,25011,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,0,0,Single,请问您是否知道“THBWiki”？,,,5
11,25021,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,1,0,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,,,5
11,25030,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,2,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,25031,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,2,1,Single,请问您是否了解视频索引站（如帕琪站）的具体功能的用途？,,,3
11,25041,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,3,0,Input,您认为帕琪站可以或者应该提供哪些功能？（不限于视频方面）,,,0
11,25051,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,4,0,Single,您平时是否会“主动”关注东方信息？,,,4
11,25061,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,5,0,Multiple,您接触东方信息的渠道有哪些？,,,9
11,25071,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,6,0,Multiple,您“主动”关注的信息类型有哪些？,,,6
11,25081,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,7,0,Multiple,您平时被动接触到的信息类型有哪些？,,,6
11,25091,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,8,0,Multiple,您通过哪些账号或平台了解东方信息？,,,27
11,25100,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,9,0,Input,被遗忘的问题 ～ Error Occured,,,0
11,25101,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,9,1,Input,除以上账号/平台外，您通过哪些账号/平台了解东方信息？,,,0
11,25111,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,10,0,Input,您对于国内现有的平台有何建议和看法？,,,0
11,25121,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,11,0,Input,您认为除了现有平台，还可以搭建什么样的平台来帮助创作者与观众？,,,0
11,25131,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,exQuestionnaire5,12,0,Input,您对于本次投票有何意见或建议呢？,,,0
