round,question_id,answer_id,question_type,question,option_index,answer,related_json,mutex_json
10,23051,2305101,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,0,正在玩，并且有在游戏中消费,[23061],[]
10,23051,2305102,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,1,正在玩，但没有在游戏中消费,[23061],[]
10,23051,2305103,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,2,之前玩过，已经弃坑,[23061],[]
10,23051,2305104,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,3,了解，但没在玩,[23061],[]
10,23051,2305105,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,4,不了解,[23060],[]
10,23071,2307101,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,0,正在玩，并且有在游戏中消费,[23081],[]
10,23071,2307102,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,1,正在玩，但没有在游戏中消费,[23081],[]
10,23071,2307103,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,2,之前玩过，已经弃坑,[23081],[]
10,23071,2307104,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,3,了解，但没在玩,[23081],[]
10,23071,2307105,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,4,不了解,[23080],[]
10,23091,2309101,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,0,十分了解,[],[]
10,23091,2309102,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,1,听闻过相关信息,[],[]
10,23091,2309103,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,2,没听说过,[],[]
10,23091,2309104,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,3,不关注这些,[],[]
10,24011,2401101,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,0,购买了两本,[],[]
10,24011,2401102,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,1,只购买了常世篇,[],[]
10,24011,2401103,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,2,只购买了宵暗篇,[],[]
10,24011,2401104,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,3,知晓但没有购买,[],[]
10,24011,2401105,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,4,未听说过,[],[]
10,24021,2402101,Single,您是否购买过已经引进的正版简中出版物《东方文果真报》？,0,购买了,[],[]
10,24021,2402102,Single,您是否购买过已经引进的正版简中出版物《东方文果真报》？,1,知晓但没有购买,[],[]
10,24021,2402103,Single,您是否购买过已经引进的正版简中出版物《东方文果真报》？,2,未听说过,[],[]
10,24031,2403101,Single,您认为现在的官中出版物定价如何？,0,合适,[],[]
10,24031,2403102,Single,您认为现在的官中出版物定价如何？,1,定价偏高,[],[]
10,24031,2403103,Single,您认为现在的官中出版物定价如何？,2,定价偏低,[],[]
10,24041,2404101,Single,您是否支持继续以目前的模式（保持现在的引进速度及质量）引进官中出版物？,0,支持,[24050],[]
10,24041,2404102,Single,您是否支持继续以目前的模式（保持现在的引进速度及质量）引进官中出版物？,1,不支持,[24051],[]
10,24061,2406101,Single,您对于目前引进的官中出版物质量是否满意？,0,满意,[24070],[]
10,24061,2406102,Single,您对于目前引进的官中出版物质量是否满意？,1,不满意,[24071],[]
10,24081,2408101,Single,您是否使用过盗版官作游戏？（注：网络上免费下载的完整官作游戏均为盗版）,0,是，并且购买了对应的正版,[24091],[]
10,24081,2408102,Single,您是否使用过盗版官作游戏？（注：网络上免费下载的完整官作游戏均为盗版）,1,是，并且没有购买对应的正版,[24091],[]
10,24081,2408103,Single,您是否使用过盗版官作游戏？（注：网络上免费下载的完整官作游戏均为盗版）,2,否,[24090],[]
10,24101,2410101,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,0,（有意或无意地）购买过,[24111],[]
10,24101,2410102,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,1,听说过,[24111],[]
10,24101,2410103,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,2,没有听说过,[24110],[]
10,24121,2412101,Single,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,0,见到过相关的盗用情况,[24131],[]
10,24121,2412102,Single,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,1,听说过,[24131],[]
10,24121,2412103,Single,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,2,没有听说过,[24130],[]
10,24141,2414101,Single,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,0,已购入过引进的作品,[],[]
10,24141,2414102,Single,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,1,听说过,[],[]
10,24141,2414103,Single,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,2,没有听说过,[],[]
10,25011,2502501,Single,请问您是否知道“THBWiki”？,0,一直在使用,[],[]
10,25011,2502502,Single,请问您是否知道“THBWiki”？,1,偶尔会使用,[],[]
10,25011,2502503,Single,请问您是否知道“THBWiki”？,2,基本不使用,[],[]
10,25011,2502504,Single,请问您是否知道“THBWiki”？,3,仅仅知道存在但是没有访问过,[],[]
10,25011,2502505,Single,请问您是否知道“THBWiki”？,4,现在才知道它的存在,[],[]
10,25021,2502101,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,0,一直在使用,[25030],[]
10,25021,2502102,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,1,偶尔会使用,[25030],[]
10,25021,2502103,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,2,基本不使用,[25031],[]
10,25021,2502104,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,3,仅仅知道存在但是没有访问过,[25031],[]
10,25021,2502105,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,4,现在才知道它的存在,[25031],[]
10,25031,2503101,Single,请问您是否了解视频索引站（如帕琪站）的具体功能的用途？,0,了解并且在使用,[],[]
10,25031,2503102,Single,请问您是否了解视频索引站（如帕琪站）的具体功能的用途？,1,了解但没有使用,[],[]
10,25031,2503103,Single,请问您是否了解视频索引站（如帕琪站）的具体功能的用途？,2,不了解,[],[]
10,25051,2505101,Single,您平时是否会“主动”关注东方信息？,0,会,[],[]
10,25051,2505102,Single,您平时是否会“主动”关注东方信息？,1,不会，但是会被动从社交环境中获得信息,[],[]
10,25051,2505103,Single,您平时是否会“主动”关注东方信息？,2,想主动关注，但是不知道从何关注,[],[]
10,25051,2505104,Single,您平时是否会“主动”关注东方信息？,3,完全不想关注,[],[]
10,25061,2506101,Multiple,您接触东方信息的渠道有哪些？,0,视频网站（如B站）,[],[]
10,25061,2506102,Multiple,您接触东方信息的渠道有哪些？,1,即时通信工具（包括QQ、Discord）,[],[]
10,25061,2506103,Multiple,您接触东方信息的渠道有哪些？,2,贴吧论坛等主题社区,[],[]
10,25061,2506104,Multiple,您接触东方信息的渠道有哪些？,3,微博推特类网站,[],[]
10,25061,2506105,Multiple,您接触东方信息的渠道有哪些？,4,社交网络（如人人，FB，G+等）,[],[]
10,25061,2506106,Multiple,您接触东方信息的渠道有哪些？,5,现实生活（如学校社团）,[],[]
10,25061,2506107,Multiple,您接触东方信息的渠道有哪些？,6,其他途径,[],[]
10,25071,2507101,Multiple,您“主动”关注的信息类型有哪些？,0,东方官方情报（如新作发布、ZUN的动态等）,[],[]
10,25071,2507102,Multiple,您“主动”关注的信息类型有哪些？,1,国内二次创作作品,[],[]
10,25071,2507103,Multiple,您“主动”关注的信息类型有哪些？,2,日本/海外二次创作作品,[],[]
10,25071,2507104,Multiple,您“主动”关注的信息类型有哪些？,3,东方社群内的实时话题/梗/Meme等,[],[]
10,25071,2507105,Multiple,您“主动”关注的信息类型有哪些？,4,线下活动相关,[],[]
10,25071,2507106,Multiple,您“主动”关注的信息类型有哪些？,5,其他,[],[]
10,25081,2508101,Multiple,您平时被动接触到的信息类型有哪些？,0,东方官方情报（如新作发布、ZUN的动态等）,[],[]
10,25081,2508102,Multiple,您平时被动接触到的信息类型有哪些？,1,国内二次创作作品,[],[]
10,25081,2508103,Multiple,您平时被动接触到的信息类型有哪些？,2,日本/海外二次创作作品,[],[]
10,25081,2508104,Multiple,您平时被动接触到的信息类型有哪些？,3,东方社群内的实时话题/梗/Meme等,[],[]
10,25081,2508105,Multiple,您平时被动接触到的信息类型有哪些？,4,线下活动相关,[],[]
10,25081,2508106,Multiple,您平时被动接触到的信息类型有哪些？,5,其他,[],[]
10,25091,2509101,Multiple,您通过哪些账号或平台了解东方信息？,0,Bilibili,[25100],[]
10,25091,2509102,Multiple,您通过哪些账号或平台了解东方信息？,1,微博,[25100],[]
10,25091,2509103,Multiple,您通过哪些账号或平台了解东方信息？,2,推特,[25100],[]
10,25091,2509104,Multiple,您通过哪些账号或平台了解东方信息？,3,Niconico,[25100],[]
10,25091,2509105,Multiple,您通过哪些账号或平台了解东方信息？,4,Youtube,[25100],[]
10,25091,2509106,Multiple,您通过哪些账号或平台了解东方信息？,5,Pixiv,[25100],[]
10,25091,2509107,Multiple,您通过哪些账号或平台了解东方信息？,6,东方吧,[25100],[]
10,25091,2509108,Multiple,您通过哪些账号或平台了解东方信息？,7,喵玉殿论坛,[25100],[]
10,25091,2509109,Multiple,您通过哪些账号或平台了解东方信息？,8,NGA/S1等综合论坛,[25100],[]
10,25091,2509110,Multiple,您通过哪些账号或平台了解东方信息？,9,东方活动群（如THO群）或社团群/作者个人群,[25100],[]
10,25091,2509111,Multiple,您通过哪些账号或平台了解东方信息？,10,THBWiki微博/B站号,[25100],[]
10,25091,2509112,Multiple,您通过哪些账号或平台了解东方信息？,11,殇韵月风微博/B站号,[25100],[]
10,25091,2509113,Multiple,您通过哪些账号或平台了解东方信息？,12,囧仙B站号,[25100],[]
10,25091,2509114,Multiple,您通过哪些账号或平台了解东方信息？,13,魅知幻想之旅B站号,[25100],[]
10,25091,2509115,Multiple,您通过哪些账号或平台了解东方信息？,14,东游鉴B站号,[25100],[]
10,25091,2509116,Multiple,您通过哪些账号或平台了解东方信息？,15,幽紫kkB站号,[25100],[]
10,25091,2509117,Multiple,您通过哪些账号或平台了解东方信息？,16,轩缘无痕B站号,[25100],[]
10,25091,2509118,Multiple,您通过哪些账号或平台了解东方信息？,17,东方初心者讲座群,[25100],[]
10,25091,2509119,Multiple,您通过哪些账号或平台了解东方信息？,18,囧仙粉丝群,[25100],[]
10,25091,2509120,Multiple,您通过哪些账号或平台了解东方信息？,19,其他,[25101],[]
11,11011,1101101,Single,您的性别是？（填写的信息仅用于数据分析，我们不会以任何形式披露投票者个人信息）,0,男,[],[]
11,11011,1101102,Single,您的性别是？（填写的信息仅用于数据分析，我们不会以任何形式披露投票者个人信息）,1,女,[],[]
11,11021,1102101,Single,您现在的主要所在地为？,0,国内（含港澳台）,[11031],[]
11,11021,1102102,Single,您现在的主要所在地为？,1,国外,[11032],[]
11,11031,1103101,Single,您现在的主要所在地位于哪个省级行政区？,0,北京,[],[]
11,11031,1103102,Single,您现在的主要所在地位于哪个省级行政区？,1,天津,[],[]
11,11031,1103103,Single,您现在的主要所在地位于哪个省级行政区？,2,河北,[],[]
11,11031,1103104,Single,您现在的主要所在地位于哪个省级行政区？,3,山西,[],[]
11,11031,1103105,Single,您现在的主要所在地位于哪个省级行政区？,4,内蒙古,[],[]
11,11031,1103106,Single,您现在的主要所在地位于哪个省级行政区？,5,辽宁,[],[]
11,11031,1103107,Single,您现在的主要所在地位于哪个省级行政区？,6,吉林,[],[]
11,11031,1103108,Single,您现在的主要所在地位于哪个省级行政区？,7,黑龙江,[],[]
11,11031,1103109,Single,您现在的主要所在地位于哪个省级行政区？,8,上海,[],[]
11,11031,1103110,Single,您现在的主要所在地位于哪个省级行政区？,9,江苏,[],[]
11,11031,1103111,Single,您现在的主要所在地位于哪个省级行政区？,10,浙江,[],[]
11,11031,1103112,Single,您现在的主要所在地位于哪个省级行政区？,11,安徽,[],[]
11,11031,1103113,Single,您现在的主要所在地位于哪个省级行政区？,12,福建,[],[]
11,11031,1103114,Single,您现在的主要所在地位于哪个省级行政区？,13,江西,[],[]
11,11031,1103115,Single,您现在的主要所在地位于哪个省级行政区？,14,山东,[],[]
11,11031,1103116,Single,您现在的主要所在地位于哪个省级行政区？,15,河南,[],[]
11,11031,1103117,Single,您现在的主要所在地位于哪个省级行政区？,16,湖北,[],[]
11,11031,1103118,Single,您现在的主要所在地位于哪个省级行政区？,17,湖南,[],[]
11,11031,1103119,Single,您现在的主要所在地位于哪个省级行政区？,18,广东,[],[]
11,11031,1103120,Single,您现在的主要所在地位于哪个省级行政区？,19,广西,[],[]
11,11031,1103121,Single,您现在的主要所在地位于哪个省级行政区？,20,海南,[],[]
11,11031,1103122,Single,您现在的主要所在地位于哪个省级行政区？,21,重庆,[],[]
11,11031,1103123,Single,您现在的主要所在地位于哪个省级行政区？,22,四川,[],[]
11,11031,1103124,Single,您现在的主要所在地位于哪个省级行政区？,23,贵州,[],[]
11,11031,1103125,Single,您现在的主要所在地位于哪个省级行政区？,24,云南,[],[]
11,11031,1103126,Single,您现在的主要所在地位于哪个省级行政区？,25,西藏,[],[]
11,11031,1103127,Single,您现在的主要所在地位于哪个省级行政区？,26,陕西,[],[]
11,11031,1103128,Single,您现在的主要所在地位于哪个省级行政区？,27,甘肃,[],[]
11,11031,1103129,Single,您现在的主要所在地位于哪个省级行政区？,28,青海,[],[]
11,11031,1103130,Single,您现在的主要所在地位于哪个省级行政区？,29,宁夏,[],[]
11,11031,1103131,Single,您现在的主要所在地位于哪个省级行政区？,30,新疆,[],[]
11,11031,1103132,Single,您现在的主要所在地位于哪个省级行政区？,31,台湾,[],[]
11,11031,1103133,Single,您现在的主要所在地位于哪个省级行政区？,32,香港,[],[]
11,11031,1103134,Single,您现在的主要所在地位于哪个省级行政区？,33,澳门,[],[]
11,11032,1103201,Single,您现在的主要所在地位于哪个地区？,0,日本,[],[]
11,11032,1103202,Single,您现在的主要所在地位于哪个地区？,1,亚洲其他地区,[],[]
11,11032,1103203,Single,您现在的主要所在地位于哪个地区？,2,大洋洲,[],[]
11,11032,1103204,Single,您现在的主要所在地位于哪个地区？,3,欧洲,[],[]
11,11032,1103205,Single,您现在的主要所在地位于哪个地区？,4,北美洲,[],[]
11,11032,1103206,Single,您现在的主要所在地位于哪个地区？,5,南美洲,[],[]
11,11032,1103207,Single,您现在的主要所在地位于哪个地区？,6,非洲,[],[]
11,11032,1103208,Single,您现在的主要所在地位于哪个地区？,7,其他,[],[]
11,11041,1104101,Single,您现在的年龄所在区间为？,0,未满10岁,[],"[1108106,1108107]"
11,11041,1104102,Single,您现在的年龄所在区间为？,1,10-14岁,[],[1108107]
11,11041,1104103,Single,您现在的年龄所在区间为？,2,15-17岁,[],[]
11,11041,1104104,Single,您现在的年龄所在区间为？,3,18-21岁,[],[]
11,11041,1104105,Single,您现在的年龄所在区间为？,4,22-25岁,[],[]
11,11041,1104106,Single,您现在的年龄所在区间为？,5,26-29岁,[],[]
11,11041,1104107,Single,您现在的年龄所在区间为？,6,30-39岁,[],[]
11,11041,1104108,Single,您现在的年龄所在区间为？,7,40岁及以上,[],[]
11,11051,1105101,Single,您当前的受教育程度为？,0,小学或学龄前,[],[]
11,11051,1105102,Single,您当前的受教育程度为？,1,初中,[],[]
11,11051,1105103,Single,您当前的受教育程度为？,2,高中/中专/职高/技校,[],[]
11,11051,1105104,Single,您当前的受教育程度为？,3,本科/专科/高职,[],[]
11,11051,1105105,Single,您当前的受教育程度为？,4,硕士/博士,[],[]
11,11051,1105106,Single,您当前的受教育程度为？,5,其他,[],[]
11,11061,1106101,Single,您是学生吗？,0,是,[11070],[]
11,11061,1106102,Single,您是学生吗？,1,不是,[11071],[]
11,11071,1107201,Single,您现在的工作情况为？,0,固定工作者,[],[]
11,11071,1107202,Single,您现在的工作情况为？,1,自由职业者,[],[]
11,11071,1107203,Single,您现在的工作情况为？,2,待业/无业/失业,[],[]
11,11071,1107204,Single,您现在的工作情况为？,3,其他,[],[]
11,11081,1108101,Single,您是从什么时间段开始对东方Project感兴趣的？,0,2023年及之后,[],[]
11,11081,1108102,Single,您是从什么时间段开始对东方Project感兴趣的？,1,2021年～2022年期间,[],[]
11,11081,1108103,Single,您是从什么时间段开始对东方Project感兴趣的？,2,2018～2020年期间,[],[]
11,11081,1108104,Single,您是从什么时间段开始对东方Project感兴趣的？,3,2015～2017年期间,[],[]
11,11081,1108105,Single,您是从什么时间段开始对东方Project感兴趣的？,4,2011～2014年期间,[],[]
11,11081,1108106,Single,您是从什么时间段开始对东方Project感兴趣的？,5,2007～2010年期间,[],[]
11,11081,1108107,Single,您是从什么时间段开始对东方Project感兴趣的？,6,2006年及之前,[],[]
11,11091,11109101,Single,您是第几次参加中文东方人气投票活动？,0,1,[],[]
11,11091,1109102,Single,您是第几次参加中文东方人气投票活动？,1,2,[],[]
11,11091,1109103,Single,您是第几次参加中文东方人气投票活动？,2,3,[],[]
11,11091,1109104,Single,您是第几次参加中文东方人气投票活动？,3,4,[],[]
11,11091,1109105,Single,您是第几次参加中文东方人气投票活动？,4,5,[],[]
11,11091,1109106,Single,您是第几次参加中文东方人气投票活动？,5,6,[],[]
11,11091,1109107,Single,您是第几次参加中文东方人气投票活动？,6,7,[],[]
11,11091,1109108,Single,您是第几次参加中文东方人气投票活动？,7,8,[],[]
11,11091,1109109,Single,您是第几次参加中文东方人气投票活动？,8,9,[],[]
11,11091,1109110,Single,您是第几次参加中文东方人气投票活动？,9,10,[],[]
11,11091,1109111,Single,您是第几次参加中文东方人气投票活动？,10,11,[],[]
11,11101,1110101,Single,您对东方的官方作品感兴趣吗？,0,热衷于原作游戏/音乐/官方出版物等内容，期待新作更新,[],[]
11,11101,1110102,Single,您对东方的官方作品感兴趣吗？,1,对原作游戏/音乐/官方出版物等内容比较感兴趣，关注新作信息,[],[]
11,11101,1110103,Single,您对东方的官方作品感兴趣吗？,2,偶尔关注官作内容，如果看到新作信息会稍微关注一下,[],[]
11,11101,1110104,Single,您对东方的官方作品感兴趣吗？,3,对官作不感兴趣，不会主动接触原作游戏/音乐/官方出版物等内容,[],[]
11,11111,1111101,Single,您对东方的二次创作感兴趣吗？,0,非常热衷，欣赏东方二创作品是日常生活的一部分,[],[]
11,11111,1111102,Single,您对东方的二次创作感兴趣吗？,1,有些兴趣，有时间的时候经常会看,[],[]
11,11111,1111103,Single,您对东方的二次创作感兴趣吗？,2,兴趣一般，偶尔刷到了会看一下,[],[]
11,11111,1111104,Single,您对东方的二次创作感兴趣吗？,3,不感兴趣，不会主动接触,[],[]
11,12011,1201101,Multiple,您平时比较关注哪种体裁的东方官方作品？,0,游戏,[],[]
11,12011,1201102,Multiple,您平时比较关注哪种体裁的东方官方作品？,1,漫画,[],[]
11,12011,1201103,Multiple,您平时比较关注哪种体裁的东方官方作品？,2,小说/设定集,[],[]
11,12011,1201104,Multiple,您平时比较关注哪种体裁的东方官方作品？,3,音乐CD,[],[]
11,12011,1201105,Multiple,您平时比较关注哪种体裁的东方官方作品？,4,其它公式资料等,[],[]
11,12021,1202101,Single,您更喜欢官方游戏中的哪一类？,0,STG（弹幕射击类）,[],[]
11,12021,1202102,Single,您更喜欢官方游戏中的哪一类？,1,FTG（黄昏作格斗类，包含刚欲异闻）,[],[]
11,12021,1202103,Single,您更喜欢官方游戏中的哪一类？,2,都喜欢,[],[]
11,12021,1202104,Single,您更喜欢官方游戏中的哪一类？,3,都没兴趣,[],[]
11,12031,1203101,Single,您是否了解旧五作？,0,十分熟悉,[],[]
11,12031,1203102,Single,您是否了解旧五作？,1,有所了解,[],[]
11,12031,1203103,Single,您是否了解旧五作？,2,不了解,[],[]
11,12041,1204101,Single,您是否在steam平台上购买过官方游戏？,0,买过,[],[]
11,12041,1204102,Single,您是否在steam平台上购买过官方游戏？,1,没买过,[],[]
11,12041,1204103,Single,您是否在steam平台上购买过官方游戏？,2,不知道steam平台上有官方游戏,[],[]
11,12051,1205101,Multiple,您关注哪些近期连载的官方作品？,0,东方醉蝶华,[],[]
11,12051,1205102,Multiple,您关注哪些近期连载的官方作品？,1,东方智灵奇传,[],[]
11,12051,1205103,Multiple,您关注哪些近期连载的官方作品？,2,东方外来韦编,[],[]
11,12051,1205104,Multiple,您关注哪些近期连载的官方作品？,3,东方我乐多丛志中的其它内容,[],[]
11,12051,1205105,Multiple,您关注哪些近期连载的官方作品？,4,其它,[],[]
11,12061,1206101,Multiple,您最喜欢东方原作的哪方面？,0,游戏本身,[],[]
11,12061,1206102,Multiple,您最喜欢东方原作的哪方面？,1,音乐曲目,[],[]
11,12061,1206103,Multiple,您最喜欢东方原作的哪方面？,2,人物设定,[],[]
11,12061,1206104,Multiple,您最喜欢东方原作的哪方面？,3,故事剧情,[],[]
11,12061,1206105,Multiple,您最喜欢东方原作的哪方面？,4,其它,[],[]
11,12071,1207101,Single,您购买过实体正版原作吗？,0,热衷于收集,[12081],[]
11,12071,1207102,Single,您购买过实体正版原作吗？,1,购买过,[12081],[]
11,12071,1207103,Single,您购买过实体正版原作吗？,2,想买但是没有条件,[12082],[]
11,12071,1207104,Single,您购买过实体正版原作吗？,3,没买过且没有购买的想法,[12082],[]
11,12081,1208101,Multiple,您购买正版原作的渠道为？,0,囧仙子通贩/B站会员购等正版渠道,[],[]
11,12081,1208102,Multiple,您购买正版原作的渠道为？,1,Steam等数字正版平台,[],[]
11,12081,1208103,Multiple,您购买正版原作的渠道为？,2,代购店,[],[]
11,12081,1208104,Multiple,您购买正版原作的渠道为？,3,二手交易,[],[]
11,12081,1208105,Multiple,您购买正版原作的渠道为？,4,委托朋友,[],[]
11,12081,1208106,Multiple,您购买正版原作的渠道为？,5,实地购买,[],[]
11,12082,1208201,Multiple,是什么原因而没有购买？,0,缺少渠道,[],[]
11,12082,1208202,Multiple,是什么原因而没有购买？,1,不懂日语,[],[]
11,12082,1208203,Multiple,是什么原因而没有购买？,2,价格过高,[],[]
11,12082,1208204,Multiple,是什么原因而没有购买？,3,不感兴趣,[],[]
11,12082,1208205,Multiple,是什么原因而没有购买？,4,其它,[],[]
11,12091,1209101,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,0,没有自主购买能力,[],[]
11,12091,1209102,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,1,单价50RMB以内,[],[]
11,12091,1209103,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,2,单价100RMB以内,[],[]
11,12091,1209104,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,3,单价150RMB以内,[],[]
11,12091,1209105,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,4,单价200RMB以内,[],[]
11,12091,1209106,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,5,单价200RMB以上,[],[]
11,12101,1210101,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,0,已经购买,[],[]
11,12101,1210102,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,1,了解，打算购买,[],[]
11,12101,1210103,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,2,了解，不打算购买,[],[]
11,12101,1210104,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,3,不了解,[],[]
11,13011,1301101,Multiple,您比较关注哪一类二次创作？,0,音乐/音声,[],[]
11,13011,1301102,Multiple,您比较关注哪一类二次创作？,1,漫画,[],[]
11,13011,1301103,Multiple,您比较关注哪一类二次创作？,2,游戏,[],[]
11,13011,1301104,Multiple,您比较关注哪一类二次创作？,3,绘画,[],[]
11,13011,1301105,Multiple,您比较关注哪一类二次创作？,4,视频,[],[]
11,13011,1301106,Multiple,您比较关注哪一类二次创作？,5,文字,[],[]
11,13011,1301107,Multiple,您比较关注哪一类二次创作？,6,Cosplay,[],[]
11,13011,1301108,Multiple,您比较关注哪一类二次创作？,7,实物,[],[]
11,13011,1301109,Multiple,您比较关注哪一类二次创作？,8,其它,[],[]
11,13021,1302101,Multiple,您关注二次创作的原因？,0,喜欢某些二次设定或Meme,[],[]
11,13021,1302102,Multiple,您关注二次创作的原因？,1,有趣的故事剧情与世界观架构,[],[]
11,13021,1302103,Multiple,您关注二次创作的原因？,2,（作画、编曲、制作等）在同类作品中更为出色,[],[]
11,13021,1302104,Multiple,您关注二次创作的原因？,3,东方相关的创作就喜欢看,[],[]
11,13021,1302105,Multiple,您关注二次创作的原因？,4,其它,[],[]
11,13031,1303101,Single,平均来说，您浏览二次创作的大致频率为？,0,只要有时间就在浏览,[],[]
11,13031,1303102,Single,平均来说，您浏览二次创作的大致频率为？,1,几乎每天都会抽时间浏览,[],[]
11,13031,1303103,Single,平均来说，您浏览二次创作的大致频率为？,2,每隔几天主动浏览几次,[],[]
11,13031,1303104,Single,平均来说，您浏览二次创作的大致频率为？,3,仅在刷到的时候偶尔看看,[],[]
11,13031,1303105,Single,平均来说，您浏览二次创作的大致频率为？,4,如果没有特别的原因不会浏览,[],[]
11,13041,1304101,Single,您购买过国内的二次同人作品吗？,0,购买过国内的二次同人作品,"[13051,13061,13071]",[1312102]
11,13041,1304103,Single,您购买过国内的二次同人作品吗？,1,没有购买过,"[13050,13060,13070]",[]
11,13051,1305101,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,0,音乐/音声类,[],[]
11,13051,1305102,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,1,漫画类,[],[]
11,13051,1305103,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,2,插画类,[],[]
11,13051,1305104,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,3,游戏类,[],[]
11,13051,1305105,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,4,文字类,[],[]
11,13051,1305106,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,5,视频类,[],[]
11,13051,1305107,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,6,实体周边类,[],[]
11,13051,1305108,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,7,服装饰品类,[],[]
11,13051,1305109,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,8,其它,[],[]
11,13061,1306101,Multiple,您购买国内二次同人作品的渠道为？,0,网购,[],[]
11,13061,1306102,Multiple,您购买国内二次同人作品的渠道为？,1,展会购买,[],[]
11,13061,1306103,Multiple,您购买国内二次同人作品的渠道为？,2,电子版/下载版,[],[]
11,13061,1306104,Multiple,您购买国内二次同人作品的渠道为？,3,委托朋友/代购,[],[]
11,13061,1306105,Multiple,您购买国内二次同人作品的渠道为？,4,他人转手/二手,[],[]
11,13061,1306106,Multiple,您购买国内二次同人作品的渠道为？,5,其它,[],[]
11,13071,1307101,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,0,单价30RMB以内,[],[]
11,13071,1307102,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,1,单价50RMB以内,[],[]
11,13071,1307103,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,2,单价100RMB以内,[],[]
11,13071,1307104,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,3,单价150RMB以内,[],[]
11,13071,1307105,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,4,单价200RMB以内,[],[]
11,13071,1307106,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,5,单价200RMB以上,[],[]
