platform,community,poll_alignment,video_id,url,published_date,duration,title,author,metric_1_current,metric_2_current,metric_3_current,metric_4_current,metric_5_current,observed_at,content_type,mentioned_rounds,source_page,coverage_note
Niconico,JP,JP_poll,sm42834382,https://www.nicovideo.jp/watch/sm42834382,2023/10/1,0:50,【ゆっくり茶番劇】霊夢が東方人気投票1位の魔理沙にプレゼントを渡す！,ロゼ,105,1,1,0,,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm40872449,https://www.nicovideo.jp/watch/sm40872449,2022/8/4,14:20,【日中比較】东方Project人气投票 第⑩回 ランキング,KSG,966,73,24,8,,2026-08-23,longitudinal_or_analysis,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm42702184,https://www.nicovideo.jp/watch/sm42702184,2023/9/1,7:28,【もうすぐ人気投票】第18回東方人気投票スターサファイア投票コメントまとめ！【東方】,しレナ”ふみ,93,1,7,0,,2026-08-23,other_tagged,18,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36906214,https://www.nicovideo.jp/watch/sm36906214,2020/5/22,7:08,【東方人気投票】ミイラ取りがミイラ【岡崎夢美】,諸星　一,389,6,1,3,,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28203264,https://www.nicovideo.jp/watch/sm28203264,2016/2/12,8:42,【目で見る】第12回東方Project人気投票【順位/得票俯瞰】,さいはて,"5,104",363,2,25,,2026-08-23,other_tagged,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32917093,https://www.nicovideo.jp/watch/sm32917093,2018/3/20,20:56,第14回東方Project人気投票 道中曲 TOP30,インプ,"2,803",86,0,12,,2026-08-23,result_summary,14,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm29077380,https://www.nicovideo.jp/watch/sm29077380,2016/6/25,4:33,【第８回東方ニコ童祭】椛と人気と九十九姉妹と【東方MMD】,大和武蔵長門陸奥伊勢日向,1.4万,184,10,45,,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41480082,https://www.nicovideo.jp/watch/sm41480082,2022/12/8,12:15,コメントから推測しろ！東方原曲クイズ！【第18回東方人気投票記念】(Youtubeからの転載),すたっく,165,2,3,0,,2026-08-23,other_tagged,18,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41305441,https://www.nicovideo.jp/watch/sm41305441,2022/10/31,19:41,【東方自作アレンジ】第18回東方人気投票メドレー音楽部門ベスト100+α(速報版),ひみのゆり,"1,442",15,36,14,,2026-08-23,music_result,18,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39435430,https://www.nicovideo.jp/watch/sm39435430,2021/10/5,27:24,第17回東方Project人気投票 音楽部門ランキング TOP100～51（速報版）,インプ,"1,616",134,16,4,,2026-08-23,music_result,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39453076,https://www.nicovideo.jp/watch/sm39453076,2021/10/9,27:56,【2021】第17回東方人気投票　音楽部門TOP10【東方原曲ランキング】,チロル,"1,767",62,14,10,0,2026-08-23,music_result,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41512255,https://www.nicovideo.jp/watch/sm41512255,2022/12/16,12:15,コメントから推測しろ！東方原曲クイズEX！(視聴者への挑戦状)【第18回東方人気投票記念】（youtubeからの転載）,すたっく,89,2,2,0,0,2026-08-23,other_tagged,18,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39449342,https://www.nicovideo.jp/watch/sm39449342,2021/10/8,0:47,【東方Project人気投票2021】人妖部門TOP10（原曲：U.N.オーエンは彼女なのか？＆亡き王女の為のセプテット）【ゆっくり】,（無名のゆっくり）,644,1,3,3,0,2026-08-23,result_summary,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41629952,https://www.nicovideo.jp/watch/sm41629952,2023/1/9,29:20,第18回東方Project人気投票 音楽部門ランキング TOP100～51,インプ,951,22,11,5,0,2026-08-23,music_result,18,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37125419,https://www.nicovideo.jp/watch/sm37125419,2020/7/2,1:58,妖夢人気投票一位おめでとー[船堀編]【陽月（ひのづき）より】,ヒの月,956,14,0,1,0,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41701410,https://www.nicovideo.jp/watch/sm41701410,2023/1/25,1:10,お燐とジェガンが第18回東方人気投票Exの告知をお知らせする動画,インサイト,255,2,1,0,0,2026-08-23,other_tagged,18,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39573409,https://www.nicovideo.jp/watch/sm39573409,2021/11/3,10:10,【第17回東方人気投票メドレー】誰の物でもない音楽【音楽部門200～101位+α】,ひみのゆり,"1,485",8,13,7,0,2026-08-23,music_result,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41185029,https://www.nicovideo.jp/watch/sm41185029,2022/10/6,36:55,【第18回東方Project人気投票】各キャラのポイントと得票率・偏差値のグラフならびにランキング,KSG,"2,588",306,45,15,0,2026-08-23,longitudinal_or_analysis,18,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28077119,https://www.nicovideo.jp/watch/sm28077119,2016/1/25,9:27,総統閣下は第12回東方projectの人気投票の結果を聞いて……,S・G・M,"4,813",307,0,20,,2026-08-23,result_summary,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm40064725,https://www.nicovideo.jp/watch/sm40064725,2022/2/19,,第17回東方Project人気投票 音楽部門ランキング TOP250（正式版）,インプ,"1,366",16,18,12,,2026-08-23,music_result,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm35131496,https://www.nicovideo.jp/watch/sm35131496,2019/5/16,29:28,第15回東方Project人気投票 総合ランキング TOP50,インプ,"4,103",332,1,25,,2026-08-23,result_summary,15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41131743,https://www.nicovideo.jp/watch/sm41131743,2022/9/25,2:26,第1回～第18回 東方Project人気投票 歴代TOP140【動くグラフ最新版】,iTsumi,868,29,12,4,,2026-08-23,longitudinal_or_analysis,1|18,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41137924,https://www.nicovideo.jp/watch/sm41137924,2022/9/26,4:15,#亡き王女の為のセプテット #フランドール  #東方project フラン版亡き王女の為のセプテット,YTおろユナVT,198,1,1,0,,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41137909,https://www.nicovideo.jp/watch/sm41137909,2022/9/26,0:57,東方project人気投票人妖投票1位結果発表！1位フランドール・スカーレット,YTおろユナVT,229,2,3,0,,2026-08-23,result_summary,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39444283,https://www.nicovideo.jp/watch/sm39444283,2021/10/7,30:58,第17回東方Project人気投票 音楽部門ランキング TOP50（速報版）,インプ,"2,874",332,30,16,,2026-08-23,music_result,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm34571451,https://www.nicovideo.jp/watch/sm34571451,2019/2/3,23:25,第15回東方Project人気投票 人妖部門（速報版）,まーき,1.9万,"3,328",3,107,,2026-08-23,result_summary,15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39432088,https://www.nicovideo.jp/watch/sm39432088,2021/10/4,2:17,【動くグラフ最新版】第1回～第17回 東方Project人気投票 歴代TOP60,iTsumi,"1,342",11,12,2,,2026-08-23,longitudinal_or_analysis,1|17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39990706,https://www.nicovideo.jp/watch/sm39990706,2022/2/4,25:42,第17回東方Project人気投票 人妖部門（確定版）,まーき,"1,739",33,13,6,,2026-08-23,other_tagged,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39430387,https://www.nicovideo.jp/watch/sm39430387,2021/10/4,6:17,第17回東方Project人気投票 人妖部門順位推移グラフ,さんけん,"1,385",79,16,4,,2026-08-23,longitudinal_or_analysis,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39455854,https://www.nicovideo.jp/watch/sm39455854,2021/10/9,38:36,【第17回東方Project人気投票】各キャラのポイントと得票率のグラフおよびランキング,KSG,"2,912",291,34,14,,2026-08-23,longitudinal_or_analysis,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm40923356,https://www.nicovideo.jp/watch/sm40923356,2022/8/14,17:59,第10回 中国版 東方Project人気投票 人妖部門ランキング TOP100,Darkhan,294,1,4,0,,2026-08-23,result_summary,10,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39355468,https://www.nicovideo.jp/watch/sm39355468,2021/9/19,0:43,【東方人気投票支援】かわいいなかわい蛮奇ちゃんかわいい,in石器,504,12,31,4,,2026-08-23,support_or_campaign,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39367663,https://www.nicovideo.jp/watch/sm39367663,2021/9/21,4:07,【東方人気投票支援】蛮奇ちゃんのえろ絵が描きてえ！,in石器,586,17,24,5,,2026-08-23,support_or_campaign,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm40742190,https://www.nicovideo.jp/watch/sm40742190,2022/7/9,29:34,【第14回東方ニコ童祭】東方Project人気投票の詳細結果を分析しよう！（第17回編）,くまちゃ,539,5,10,3,,2026-08-23,longitudinal_or_analysis,14|17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39926503,https://www.nicovideo.jp/watch/sm39926503,2022/1/21,6:17,第17回東方Project人気投票 人妖部門順位推移グラフ（修正版）,さんけん,"1,146",91,12,2,,2026-08-23,longitudinal_or_analysis,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39977948,https://www.nicovideo.jp/watch/sm39977948,2022/2/1,30:58,第17回東方Project人気投票 総合ランキング TOP50,インプ,836,94,13,4,,2026-08-23,result_summary,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30494294,https://www.nicovideo.jp/watch/sm30494294,2017/1/24,5:20,第13回東方Project人気投票、結果報告会！！,スラ,"6,287",321,0,20,,2026-08-23,result_summary,13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=3,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37185292,https://www.nicovideo.jp/watch/sm37185292,2020/7/13,30:12,第16回東方Project人気投票 総合ランキング TOP50,インプ,"2,457",174,8,13,,2026-08-23,result_summary,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39824619,https://www.nicovideo.jp/watch/sm39824619,2021/12/30,32:24,【東方自作アレンジ】第17回東方人気投票 TOP15オリジナルアレンジメドレー,hikane,688,11,13,8,,2026-08-23,music_result,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39451237,https://www.nicovideo.jp/watch/sm39451237,2021/10/9,8:20,【2021】 第17回東方人気投票 人妖部門TOP10【東方キャラランキング】,チロル,825,33,5,5,,2026-08-23,result_summary,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39459656,https://www.nicovideo.jp/watch/sm39459656,2021/10/11,26:31,【2021】第17回東方人気投票　音楽部門TOP20~11【東方原曲ランキング】,チロル,"1,000",32,9,2,,2026-08-23,music_result,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37506256,https://www.nicovideo.jp/watch/sm37506256,2020/9/12,30:00,第16回東方Project人気投票 音楽部門ランキング TOP50,インプ,"2,457",77,10,15,0,2026-08-23,music_result,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm35366096,https://www.nicovideo.jp/watch/sm35366096,2019/7/7,16:34,【第11回東方ニコ童祭】パチュリーが紅魔館の人気を気にしているようです。～霊夢篇～,CARVO-RENE,"3,124",94,1,6,0,2026-08-23,other_tagged,11,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm38606455,https://www.nicovideo.jp/watch/sm38606455,2021/4/19,2:47,【ランキング動画】　第二回東方キャラ人気投票ランキング　【振り返り】,ひさし鰤,165,4,1,0,0,2026-08-23,result_summary,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39463451,https://www.nicovideo.jp/watch/sm39463451,2021/10/11,10:00,【2021】第17回東方人気投票　人妖部門TOP20～11【東方キャラランキング】,チロル,635,23,3,3,0,2026-08-23,result_summary,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm22666583,https://www.nicovideo.jp/watch/sm22666583,2014/1/13,3:35,【東方】中国版東方Wikiの人気投票から見た各キャラの男女別人気,無投票落選,"3,193",88,0,10,0,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32722377,https://www.nicovideo.jp/watch/sm32722377,2018/2/11,36:56,第14回東方Project人気投票分析,総督D,1.4万,"1,034",2,88,0,2026-08-23,longitudinal_or_analysis,14,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm17225262,https://www.nicovideo.jp/watch/sm17225262,2012/3/12,3:43,【東方人気投票】星組会議【MMDドラマ】,フィルロッソ,7.7万,"2,152",7,741,0,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39518007,https://www.nicovideo.jp/watch/sm39518007,2021/10/22,27:56,第17回東方Project人気投票 音楽部門ランキング TOP200～151（速報版）,インプ,509,31,8,1,0,2026-08-23,music_result,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39518189,https://www.nicovideo.jp/watch/sm39518189,2021/10/22,27:50,第17回東方Project人気投票 音楽部門ランキング TOP150～101（速報版）,インプ,609,34,8,1,,2026-08-23,music_result,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm34579201,https://www.nicovideo.jp/watch/sm34579201,2019/2/4,47:30,【第15回東方Project人気投票】各キャラのポイント数・得票率のグラフおよびランキング,KSG,1.3万,"1,552",2,69,,2026-08-23,longitudinal_or_analysis,15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37074826,https://www.nicovideo.jp/watch/sm37074826,2020/6/22,8:36,第16回東方Project人気投票 音楽部門 TOP50,まーき,"5,684",256,10,19,,2026-08-23,music_result,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm38314935,https://www.nicovideo.jp/watch/sm38314935,2021/2/22,,第16回東方Project人気投票 音楽部門ランキング TOP200,インプ,895,3,10,6,,2026-08-23,music_result,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39357112,https://www.nicovideo.jp/watch/sm39357112,2021/9/19,1:21,ジェガンがお燐を第17回東方Project人気投票のために褒めちぎる動画,インサイト,578,6,0,1,,2026-08-23,other_tagged,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm38951706,https://www.nicovideo.jp/watch/sm38951706,2021/6/28,2:28,【第13回東方ニコ童祭】】紅魔館取り壊しの答え【わざと遅刻組】,世界平和モララー,670,7,6,3,,2026-08-23,other_tagged,13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27975831,https://www.nicovideo.jp/watch/sm27975831,2016/1/10,3:46,つくもExEx【東方手描き】,Akigun,"5,174",107,8,15,,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39334514,https://www.nicovideo.jp/watch/sm39334514,2021/9/14,0:43,お燐とジェガンが第17回東方人気投票のそろそろをお知らせする動画,インサイト,314,2,0,2,,2026-08-23,other_tagged,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm38258331,https://www.nicovideo.jp/watch/sm38258331,2021/2/11,14:01,【日中比較】东方Project人气投票 第⑨回 ランキング,KSG,"1,511",132,15,7,,2026-08-23,longitudinal_or_analysis,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
