round,poll_period,character,rank,rank_prev,points,primary_num,comment_num,official_support_count,score_source,source_path
17,2021-09-26—2021-10-03,レイラ・プリズムリバー,158,152,79,3,14,2,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,妖精（メイド妖精・ひまわり妖精 他）,159,148,73,3,22,5,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,玄爺,160,164,66,4,16,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,朝倉 理香子,161,157,65,8,12,1,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,ユウゲンマガン,162,154,64,6,14,1,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,核熱造神ヒソウテンソク,162,150,64,,14,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,嫦娥,164,161,62,1,21,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,ルイズ,165,154,61,4,11,1,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,オレンジ,166,156,59,8,13,1,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,シンギョク,166,159,59,6,21,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,ツチノコ,168,170,58,,14,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,ミミちゃん,169,167,53,1,11,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,なめえもん,170,162,52,4,15,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,チュパカブラ,171,163,49,4,9,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,オオワシ霊,172,153,47,5,22,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,カラス（地獄鴉、紫・文の使い魔 他）,173,183,46,6,9,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,サラ,174,165,44,2,9,1,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,キクリ,175,159,43,8,14,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,オオカミ霊,176,145,39,2,12,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,176,171,39,,11,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,龍（子龍、邪龍 他）,178,172,34,1,11,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,兎（玉兎、永遠亭の妖怪兎 他）,179,169,33,1,9,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,河童（山童含む）,179,168,33,2,4,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,179,173,33,2,15,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,狐（妖怪狐、狐の子他）,182,166,28,,8,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,酒虫,182,178,28,,10,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,都市伝説の怪異（お菊さん、八尺さま 他）,184,174,27,1,12,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,ホフゴブリン,185,177,24,2,6,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,ケセランパサラン,186,180,23,1,7,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,岩笠,187,178,21,2,7,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,天狗（香霖堂の天狗、大天狗 他）,188,180,18,,,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,万歳楽,189,175,16,,3,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,命蓮,189,182,16,1,3,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,木花咲耶姫,191,188,15,,4,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,神降ろしの神霊（天照、伊豆能売 他）,192,183,14,,2,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,幽霊（怨霊、神霊、化け化け含む）,193,185,13,,4,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,塩屋敷の旦那,194,191,12,2,5,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,月の都の門番,194,191,12,,4,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,運松,194,187,12,,7,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,ウワバミ,197,175,11,,,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,ヤマネ,198,196,9,,2,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,仙台四郎（福の神）,198,188,9,,4,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,小鈴の両親,198,190,9,,2,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,毘沙門天,198,191,9,1,,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,狸（化け狸、野鉄砲他）,202,185,8,,,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,座敷童,203,196,7,,2,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,水江浦島子,204,198,6,,,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,煙々羅,205,195,4,,2,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
17,2021-09-26—2021-10-03,沓頬,206,191,2,,,,modern_official_aggregate_json,data_raw/jp_official/round_17/aggregate/character.json
18,2022-09-17—2022-09-24,フランドール・スカーレット,1,5,16723,3730,3633,19,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,霧雨 魔理沙,2,2,16578,3267,3160,25,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,博麗 霊夢,3,3,15679,2913,2952,33,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,魂魄 妖夢,4,1,15323,3791,2883,29,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,十六夜 咲夜,5,6,13787,2493,2591,9,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,古明地 こいし,6,4,13150,2473,2453,48,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,レミリア・スカーレット,7,7,12981,2215,2429,8,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,藤原 妹紅,8,8,8728,1462,1542,13,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,古明地 さとり,9,9,7600,974,1310,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,西行寺 幽々子,10,10,6960,986,1257,7,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,アリス・マーガトロイド,11,12,6909,1036,1155,18,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,射命丸 文,12,11,6607,965,1065,9,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,鈴仙・優曇華院・イナバ,13,14,6575,843,1133,10,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,東風谷 早苗,14,13,6185,950,1046,10,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,チルノ,15,18,5850,900,1284,14,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,八雲 紫,16,16,5342,643,918,7,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ルーミア,17,21,5293,772,1142,8,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,比那名居 天子,18,15,5200,785,852,7,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,パチュリー・ノーレッジ,19,19,5194,688,815,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,洩矢 諏訪子,20,22,5013,752,872,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,秦 こころ,21,17,4966,679,912,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,紅 美鈴,22,25,4550,640,830,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,四季映姫・ヤマザナドゥ,23,23,4417,577,744,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,犬走 椛,24,27,4129,616,787,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,多々良 小傘,25,20,4095,568,738,9,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,風見 幽香,26,24,4058,496,617,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,豊聡耳 神子,27,26,3650,574,696,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,純狐,28,28,3522,415,594,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ヘカーティア・ラピスラズリ,29,34,3425,328,646,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,依神紫苑,30,30,3412,383,583,7,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,伊吹 萃香,31,31,3326,430,546,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,鬼人 正邪,32,29,3285,575,628,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,稀神 サグメ,33,33,3268,369,585,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,八雲 藍,34,37,3212,353,579,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,河城 にとり,35,36,3107,416,514,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,霊烏路 空,36,39,3077,438,532,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,物部 布都,37,32,3071,409,573,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,水橋 パルスィ,38,41,3058,426,576,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,茨木 華扇,39,40,2863,290,471,11,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,蓬莱山 輝夜,40,35,2692,294,422,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,宇佐見 蓮子,41,38,2611,319,378,8,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,鍵山 雛,42,45,2552,344,500,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,摩多羅隠岐奈,43,42,2493,255,470,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,封獣 ぬえ,44,43,2215,228,348,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,火焔猫 燐,45,49,2051,205,307,12,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,八意 永琳,46,48,2011,139,404,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,聖 白蓮,47,47,1994,188,320,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,クラウンピース,48,52,1989,170,340,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ナズーリン,49,63,1949,254,345,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ドレミー・スイート,50,50,1902,181,340,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,埴安神 袿姫,51,46,1890,178,338,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,天弓 千亦,52,44,1887,149,403,8,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,饕餮尤魔,53,,1854,143,342,7,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,小悪魔,54,67,1831,127,353,7,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,上白沢 慧音,55,53,1812,182,304,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,橙,56,61,1780,198,365,9,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,菅牧 典,57,55,1778,104,324,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,霍 青娥,58,59,1767,185,308,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,村紗 水蜜,59,51,1714,217,306,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,マエリベリー・ハーン,60,54,1668,93,272,10,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,飯綱丸 龍,61,57,1610,117,315,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,永江 衣玖,62,76,1593,156,304,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,庭渡 久侘歌,63,68,1588,158,323,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,吉弔 八千慧,64,58,1518,109,275,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,宇佐見 菫子,65,56,1506,151,265,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,大妖精,66,60,1464,114,285,10,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,因幡 てゐ,67,64,1452,125,236,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,依神女苑,68,80,1438,149,241,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ミスティア・ローレライ,69,71,1401,180,245,10,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,今泉 影狼,70,66,1399,128,238,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,赤蛮奇,71,64,1385,148,258,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,星熊 勇儀,72,69,1366,120,284,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,蘇我 屠自古,73,74,1286,136,239,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,森近 霖之助,74,79,1278,110,263,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,魅魔,75,82,1266,126,305,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,本居 小鈴,76,69,1262,106,229,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,小野塚 小町,77,72,1259,99,227,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,二ッ岩 マミゾウ,78,81,1238,130,206,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,八坂 神奈子,79,78,1222,123,221,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,姫海棠 はたて,80,74,1201,94,210,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,リグル・ナイトバグ,81,85,1164,214,246,7,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,少名 針妙丸,82,73,1099,121,186,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,姫虫 百々世,83,62,1040,76,228,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ルナサ・プリズムリバー,84,84,1038,121,189,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,メディスン・メランコリー,85,95,1029,96,201,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,宮古 芳香,86,87,1001,96,207,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,稗田 阿求,87,83,960,81,158,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,堀川 雷鼓,88,86,951,93,182,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,秋 静葉,89,93,934,90,186,7,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,神綺,90,98,921,55,166,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,綿月 依姫,91,90,898,73,166,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,秋 穣子,92,94,871,81,169,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,驪駒 早鬼,93,88,870,43,163,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,杖刀偶 磨弓,94,77,865,77,161,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,高麗野あうん,95,96,823,64,190,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,リリーホワイト,96,91,816,90,151,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,わかさぎ姫,97,97,798,75,171,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,寅丸 星,98,99,776,86,140,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,奥野田 美宵,99,92,739,41,173,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,岡崎 夢美,100,101,735,54,123,8,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,レティ・ホワイトロック,101,103,691,86,151,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,黒谷 ヤマメ,102,104,669,75,137,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,丁礼田舞,103,100,656,38,129,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,易者,104,109,628,30,156,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,幽谷 響子,105,102,620,53,120,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,豪徳寺 ミケ,106,89,619,27,123,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,爾子田里乃,107,105,564,32,101,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,綿月 豊姫,108,107,561,34,112,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,メルラン・プリズムリバー,109,111,535,63,90,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ルナチャイルド,110,110,519,32,97,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,スターサファイア,111,114,513,38,93,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,エタニティラルバ,112,121,499,34,114,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,幻月,113,113,490,44,98,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,雲居 一輪,114,112,485,59,82,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,アリスの人形（上海、蓬莱、大江戸 他）,115,116,474,13,117,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,清蘭,116,108,448,32,83,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,九十九 弁々,117,115,446,32,96,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,名無しの本読み妖怪,118,118,444,37,104,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,リリカ・プリズムリバー,119,117,437,33,67,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,鈴瑚,120,122,418,37,77,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,サニーミルク,121,120,415,34,68,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,山城 たかね,122,119,374,21,81,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,玉造 魅須丸,123,106,363,16,70,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,矢田寺成美,124,125,345,19,81,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,レイセン,125,123,329,21,67,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,蓬莱人形ジャケットイラストの娘,125,128,329,32,58,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,カナ・アナベラル,127,126,326,33,69,4,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,夢月,128,127,299,10,70,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,サリエル,129,133,293,32,55,6,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,九十九 八橋,130,124,283,28,64,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,キスメ,131,137,280,29,58,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,夢子,132,129,272,15,47,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,抗鬱薬おじさん,133,130,265,6,51,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,戎 瓔花,134,143,259,22,70,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,くるみ,135,131,231,18,38,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,魂魄 妖忌,136,132,222,7,61,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ルイズ,137,165,221,24,33,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,宮出口瑞霊,138,,219,7,63,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,北白河 ちゆり,139,135,207,18,38,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,牛崎 潤美,140,136,193,13,44,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,小兎姫,141,153,182,22,43,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,坂田ネムノ,142,134,180,12,32,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,駒草 山如,143,138,174,10,37,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
