region,round,scope,question,option,count,rate,denominator,denominator_basis,question_type,source_note
CN,10,overall,您最喜欢东方原作的哪方面？,音乐曲目,18887,0.8892603229907247,21239,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您最喜欢东方原作的哪方面？,故事剧情,14548,0.6849663355148548,21239,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您最喜欢东方原作的哪方面？,游戏本身,13205,0.6217336032769905,21239,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,已购入过引进的作品,1873,0.1866095446846667,10037,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,听说过,6174,0.6151240410481219,10037,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,没有听说过,1990,0.1982664142672113,10037,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您认为现在的官中出版物定价如何？,合适,7927,0.7739699277484866,10242,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您认为现在的官中出版物定价如何？,定价偏高,2176,0.2124585041983987,10242,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您认为现在的官中出版物定价如何？,定价偏低,139,0.0135715680531146,10242,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是从什么时间段开始对东方Project感兴趣的？,2011～2014年期间,2582,0.1004551997821266,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是从什么时间段开始对东方Project感兴趣的？,2007～2010年期间,695,0.0270396451776057,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是从什么时间段开始对东方Project感兴趣的？,半年以内（2022年内）,2229,0.0867213943897599,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是从什么时间段开始对东方Project感兴趣的？,2015～2017年期间,5275,0.2052289615998132,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是从什么时间段开始对东方Project感兴趣的？,2006年及之前,242,0.0094152433568065,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是从什么时间段开始对东方Project感兴趣的？,2020年～2021年期间,7907,0.3076294595961561,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是从什么时间段开始对东方Project感兴趣的？,2018～2019年期间,6773,0.2635100960977318,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您玩过旧作吗？,玩过,3076,0.2093798924511605,14691,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您玩过旧作吗？,玩过且已有一部或以上的作品通关,2827,0.1924307399087877,14691,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您玩过旧作吗？,没玩过,8788,0.5981893676400517,14691,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您接触东方信息的渠道有哪些？,社交网络（如人人，FB，G+等）,946,0.1591253153910849,5945,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您接触东方信息的渠道有哪些？,即时通信工具（包括QQ、Discord）,4356,0.7327165685449958,5945,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您接触东方信息的渠道有哪些？,贴吧论坛等主题社区,3898,0.655677039529016,5945,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您接触东方信息的渠道有哪些？,其他途径,1083,0.1821698906644238,5945,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您接触东方信息的渠道有哪些？,微博推特类网站,1522,0.256013456686291,5945,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您接触东方信息的渠道有哪些？,现实生活（如学校社团）,1387,0.233305298570227,5945,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您接触东方信息的渠道有哪些？,视频网站（如B站）,5785,0.9730866274179985,5945,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否购买过已经引进的正版简中出版物《东方文果真报》？,购买了,2433,0.2347775740615652,10363,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否购买过已经引进的正版简中出版物《东方文果真报》？,知晓但没有购买,6692,0.6457589501109717,10363,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否购买过已经引进的正版简中出版物《东方文果真报》？,未听说过,1238,0.119463475827463,10363,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您玩过FTG作（单人）吗？,没玩过,4173,0.2843999182171335,14673,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您玩过FTG作（单人）吗？,玩过,10500,0.7156000817828665,14673,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,阻碍您购买二次同人作品的原因是？,缺少购买国外二次创作的渠道,7764,0.4096665259603208,18952,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,阻碍您购买二次同人作品的原因是？,不懂国外二次创作对应的外语,3828,0.2019839594765723,18952,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,阻碍您购买二次同人作品的原因是？,不存在阻碍，我想买啥买啥！,2886,0.1522794428028704,18952,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,阻碍您购买二次同人作品的原因是？,其它,3277,0.1729105107640354,18952,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,阻碍您购买二次同人作品的原因是？,价格过高,6827,0.3602258336850992,18952,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,阻碍您购买二次同人作品的原因是？,缺少购买国内二次创作的渠道,3063,0.1616188265090755,18952,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,阻碍您购买二次同人作品的原因是？,不感兴趣,2130,0.1123891937526382,18952,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的多人FTG对战情况是什么样的？,我与游戏水平较高的玩家进行过互有胜负的对战,442,0.0928571428571428,4760,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的多人FTG对战情况是什么样的？,我在经常进行格斗对战的社交圈内处于顶尖水平,61,0.0128151260504201,4760,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的多人FTG对战情况是什么样的？,我与没什么游戏经验的朋友进行过联机对战,2115,0.4443277310924369,4760,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的多人FTG对战情况是什么样的？,我与对游戏较为熟悉的玩家进行过对战,2142,0.45,4760,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的主要所在地区为？,国内（含港澳台）,25096,0.9762701314868124,25706,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的主要所在地区为？,国外,610,0.0237298685131875,25706,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您“主动”关注的信息类型有哪些？,东方社群内的实时话题/梗/Meme等,4427,0.7450353416358129,5942,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您“主动”关注的信息类型有哪些？,其他,1054,0.1773813530797711,5942,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您“主动”关注的信息类型有哪些？,国内二次创作作品,5174,0.8707505890272635,5942,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您“主动”关注的信息类型有哪些？,东方官方情报（如新作发布、ZUN的动态等）,5075,0.8540895321440592,5942,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您“主动”关注的信息类型有哪些？,日本/海外二次创作作品,4203,0.7073375967687647,5942,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您“主动”关注的信息类型有哪些？,线下活动相关,2133,0.358970043756311,5942,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否玩过《东方刚欲异闻》？,玩过,3999,0.2732490604714725,14635,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否玩过《东方刚欲异闻》？,没玩过,10636,0.7267509395285275,14635,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,现在才知道它的存在,2991,0.4905691323601771,6097,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,基本不使用,613,0.1005412497949811,6097,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,偶尔会使用,891,0.1461374446449073,6097,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,仅仅知道存在但是没有访问过,1266,0.2076431031654912,6097,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,一直在使用,336,0.0551090700344431,6097,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对东方的二次创作感兴趣吗？,兴趣一般，偶尔刷到了会看一下,1998,0.0777341166400809,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对东方的二次创作感兴趣吗？,不感兴趣，不会主动接触,131,0.0050966813212465,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对东方的二次创作感兴趣吗？,有些兴趣，有时间的时候经常会看,10693,0.4160214760922849,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对东方的二次创作感兴趣吗？,非常热衷，欣赏东方二创作品是日常生活的一部分,12881,0.5011477259463876,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您目前还是学生吗？,是,21605,0.840563358362837,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您目前还是学生吗？,不是,4098,0.1594366416371629,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您以什么为目标游玩FTG？,我想要磨练自己的游戏技术,1945,0.1853970069583452,10491,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您以什么为目标游玩FTG？,我只想体验游戏流程和视听表现,5232,0.4987131827280526,10491,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您以什么为目标游玩FTG？,我想通关某部作品的某些路线,1424,0.1357353922409684,10491,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您以什么为目标游玩FTG？,我想通关某部作品的全部路线,1890,0.1801544180726337,10491,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,听说过,3640,0.3621530196000398,10051,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,没有听说过,1998,0.198786190428813,10051,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,见到过相关的盗用情况,4413,0.4390607899711471,10051,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,基于线下的同人展会对您来说意义如何？,非常重要，是作品销量的大头所在,729,0.0951697127937336,7660,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,基于线下的同人展会对您来说意义如何？,可有可无，随缘参加,3596,0.4694516971279373,7660,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,基于线下的同人展会对您来说意义如何？,有一定的参展需求,2121,0.2768929503916449,7660,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,基于线下的同人展会对您来说意义如何？,从不参加,1214,0.158485639686684,7660,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,正在玩，但没有在游戏中消费,947,0.1388155965992377,6822,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,正在玩，并且有在游戏中消费,875,0.1282615068894752,6822,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,之前玩过，已经弃坑,2127,0.3117854001759015,6822,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,不了解,380,0.0557021401348578,6822,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,了解，但没在玩,2493,0.3654353562005277,6822,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您比较关注哪一类二次创作？,实物,6121,0.3224294142435735,18984,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您比较关注哪一类二次创作？,视频,13933,0.7339338390223346,18984,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您比较关注哪一类二次创作？,Cosplay,4957,0.2611146228402866,18984,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您比较关注哪一类二次创作？,游戏,13138,0.6920564686051411,18984,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您比较关注哪一类二次创作？,音乐/音声,16037,0.8447640117994101,18984,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您比较关注哪一类二次创作？,其它,2469,0.1300568900126422,18984,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您比较关注哪一类二次创作？,漫画,12386,0.6524441635061105,18984,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您比较关注哪一类二次创作？,绘画,12315,0.6487041719342604,18984,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您比较关注哪一类二次创作？,文字,5371,0.2829224610198061,18984,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买正版原作的渠道为？,Steam等数字正版平台,3092,0.5791346694137479,5339,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买正版原作的渠道为？,实地购买,593,0.1110694886682899,5339,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买正版原作的渠道为？,囧仙子通贩/B站会员购等正版渠道,2603,0.4875444839857651,5339,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买正版原作的渠道为？,委托朋友,908,0.1700693013672972,5339,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买正版原作的渠道为？,代购店,1707,0.319722794530811,5339,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买正版原作的渠道为？,二手交易,883,0.1653867765499157,5339,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,没有听说过,3832,0.3808009539898638,10063,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,听说过,5215,0.5182351187518632,10063,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,（有意或无意地）购买过,1016,0.1009639272582728,10063,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否（作为游客/摊主）参加过东方主题的线下活动？,否,4507,0.6521487483721603,6911,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否（作为游客/摊主）参加过东方主题的线下活动？,是,2404,0.3478512516278397,6911,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,听闻过相关信息,5155,0.7580882352941176,6800,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,十分了解,632,0.0929411764705882,6800,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,不关注这些,498,0.073235294117647,6800,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,没听说过,515,0.075735294117647,6800,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您玩过FTG作（多人）吗？,玩过,4761,0.3248942268322642,14654,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您玩过FTG作（多人）吗？,没玩过,9893,0.6751057731677358,14654,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对东方的官方作品感兴趣吗？,热衷于原作游戏/音乐/官方出版物等内容，期待新作更新,9988,0.3885927712718359,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对东方的官方作品感兴趣吗？,偶尔关注官作内容，如果看到新作信息会稍微关注一下,4702,0.1829358440648951,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对东方的官方作品感兴趣吗？,对官作不感兴趣，不会主动接触原作游戏/音乐/官方出版物等内容,595,0.0231490487491732,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对东方的官方作品感兴趣吗？,对原作游戏/音乐/官方出版物等内容比较感兴趣，关注新作信息,10418,0.4053223359140956,25703,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的性别是？（填写的信息仅用于数据分析，不会以任何形式披露投票者个人信息）,男,21541,0.8379429727311627,25707,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的性别是？（填写的信息仅用于数据分析，不会以任何形式披露投票者个人信息）,女,4166,0.1620570272688372,25707,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方弹幕神乐》吗？,不了解,828,0.121746801940891,6801,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方弹幕神乐》吗？,正在玩，但没有在游戏中消费,1289,0.1895309513306866,6801,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方弹幕神乐》吗？,了解，但没在玩,2946,0.4331715924128804,6801,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方弹幕神乐》吗？,正在玩，并且有在游戏中消费,354,0.0520511689457432,6801,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业手游《东方弹幕神乐》吗？,之前玩过，已经弃坑,1384,0.2034994853697985,6801,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您关注二次创作的原因？,其它,2302,0.1214135021097046,18960,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您关注二次创作的原因？,（作画、编曲、制作等）在同类作品中更为出色,13026,0.6870253164556962,18960,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您关注二次创作的原因？,东方相关的创作就喜欢看,9751,0.5142932489451477,18960,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您关注二次创作的原因？,有趣的故事剧情与世界观架构,15044,0.7934599156118144,18960,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您关注二次创作的原因？,喜欢某些二次设定或Meme,12341,0.6508966244725738,18960,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在参加展会方面您是否受到了疫情的影响？,否,1837,0.2681360385345205,6851,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在参加展会方面您是否受到了疫情的影响？,是,5014,0.7318639614654795,6851,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中遇到过什么样的困难？,发布后缺乏关注无人问津,2250,0.2905100064557779,7745,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中遇到过什么样的困难？,感到技术力不足,5747,0.7420271142672692,7745,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中遇到过什么样的困难？,疫情导致线下展会取消,514,0.0663653970303421,7745,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中遇到过什么样的困难？,经济上难以维持,986,0.1273079406068431,7745,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中遇到过什么样的困难？,需要从其他事情上分时间和精力,4787,0.6180761781794706,7745,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中遇到过什么样的困难？,缺少好用的线上发布或销售渠道,595,0.0768237572627501,7745,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中遇到过什么样的困难？,难以维持自己的动力,2181,0.2816010329244674,7745,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中遇到过什么样的困难？,周边氛围对创作非常不友好,797,0.1029051000645577,7745,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中遇到过什么样的困难？,其它,1147,0.1480955455132343,7745,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您平时是否会“主动”关注东方信息？,不会，但是会被动从社交环境中获得信息,888,0.1493692178301093,5945,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您平时是否会“主动”关注东方信息？,会,4690,0.7888982338099243,5945,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您平时是否会“主动”关注东方信息？,完全不想关注,26,0.0043734230445752,5945,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您平时是否会“主动”关注东方信息？,想主动关注，但是不知道从何关注,341,0.057359125315391,5945,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您以什么为目标游玩STG？,我想挑战游戏的最高得分,89,0.0066092380810931,13466,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您以什么为目标游玩STG？,我想通关游戏,4395,0.3263775434427446,13466,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您以什么为目标游玩STG？,我只想体验游戏流程和视听表现,6849,0.5086142878360315,13466,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您以什么为目标游玩STG？,我想挑战游戏的neta挑战,248,0.018416753304619,13466,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您以什么为目标游玩STG？,我想挑战游戏的高难度,1885,0.1399821773355116,13466,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否在steam平台上购买过官方游戏？,不知道steam平台上有官方游戏,1231,0.0578586200413611,21276,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否在steam平台上购买过官方游戏？,没买过,10608,0.4985899605188945,21276,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否在steam平台上购买过官方游戏？,买过,9437,0.4435514194397443,21276,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
