"original_path","bytes","sha256","action","destination_or_reference","reason","processed_at"
".tmp_cn_v5_music_root.html","5471","e1529a42bb539bf2f3b7420a82e4029b40194a1eb67dc859205d03acf1b3bd4f","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/pages/music/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_music_simple.html","382884","99635d3bf0b42147407541bbbe458d4632460018393d5df91f7b277ea19d039c","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/pages/music/m_music__type_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_paper.html","28060","52b48ad9f3449995d74b0f7b2216746194273851b3111924e98841b829fa9aa0","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_paperinfo.js","35866","37f92e65d4eb0f7149aa46d517936ea7224a7353495c54b1191f3e479b368ac3","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/scripts/paperinfo.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_root.html","5229","e11a748ea2a5498f4bd4ddbd190bd3b06844e541b0bec8bee52bf30b1e85e82e","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/pages/root.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_work_simple.html","62537","5da134b4e3e6cc591df9ab433cc05067f9905965b972956ee256572ac77b00a1","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/pages/work/m_work__type_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v6_chara_crossvote.html","1250","14a44947dd6d6e8610ad0d2a3fe9295eb15b913d3c239a910bc155067e0bbeb8","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v6_crossvote_js.html","138","301bd9f16f94feedfae7a946a14bac38cb73c43efe6117bc5586835af03d7d6f","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v6_music_crossvote.html","1250","14a44947dd6d6e8610ad0d2a3fe9295eb15b913d3c239a910bc155067e0bbeb8","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v6_paperinfo.js","36231","c2a80b3cb85157e31824d3cc207b5af003114094287137c0d3b69bad59c7a710","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_06/raw/scripts/paperinfo.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v6_root.html","4638","314f62daef5ab91454a685313e14951f633a458fa45739e0c33947c28ee56595","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_06/raw/pages/root.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v7_chara_crossvote.html","1249","5a097f7ab149afc007d28cf56f6b64a734162885e68a6262d6711cfcd6b081fc","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v7_crossvote_js.html","138","301bd9f16f94feedfae7a946a14bac38cb73c43efe6117bc5586835af03d7d6f","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v7_music_crossvote.html","1249","5a097f7ab149afc007d28cf56f6b64a734162885e68a6262d6711cfcd6b081fc","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v7_paperinfo.js","36231","c2a80b3cb85157e31824d3cc207b5af003114094287137c0d3b69bad59c7a710","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_06/raw/scripts/paperinfo.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v7_root.html","4704","104f3b4376d34c0229ee93fd8d5f68431a6733ec41f906ca6503a638d729db27","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_07/raw/pages/root.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v8_chara_crossvote.html","9912","92e6aea31a9d573adb3208b5f34f937f80b4cb7366d28f9a69ca3f0ee74b8216","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v8_crossvote_js.html","3660","5bce7ef95deeb01b905b4b54eebc7806b87c0f72da036be23eb941d918f7e166","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_08/raw/scripts/crossvote.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v8_music_crossvote.html","9912","bb5dc1fe1d9f367c27d1ec88106fc56c80f84dd7da497140fcde096dc2e919a1","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_08/raw/pages/music/m_music__type_crossvote.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v8_paperinfo.js","39800","5b18f1d47e18d812b4e81970834852cff22612ccf6314e7cb12378f9114a33b9","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_08/raw/scripts/paperinfo.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v8_root.html","4780","14e292923d190d89d2cd17f4f488225e0ca46552cdc9f4a325d43c0ec414f102","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_08/raw/pages/root.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_chara_crossvote.html","10000","ec0078986ea1dedff2f6a6e0544a835dec7f3944bb74a105161ae1ce306cb270","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/chara/m_chara__type_crossvote.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_chara_root.html","6185","c5e947feb67a2798eb606b7af0b04fc129d390a8bea8384973a618bf1d428e07","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/chara/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_chara_simple.html","189014","16c50118fada7207a269cadc408627f074a199cb7d374a72ed4adf6c6a9a38ba","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/chara/m_chara__type_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_cp_root.html","5618","5a30edf6f4701d5d0f1e8e3bb5642bb81fa095ac02fd2d12b1eec2ca9f93be91","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/cp/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_cp_simple.html","1393822","2a30fcb721dfca07aca7613ef4da0c85e6b4e0dbab86f1b3ecdf946aec13d342","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/cp/m_cp__type_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_crossjs.html","3660","5bce7ef95deeb01b905b4b54eebc7806b87c0f72da036be23eb941d918f7e166","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_08/raw/scripts/crossvote.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_crossvote_js.html","3660","5bce7ef95deeb01b905b4b54eebc7806b87c0f72da036be23eb941d918f7e166","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_08/raw/scripts/crossvote.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_game_simple.html","32385","f6a2d36585f741f740d483439ae9f59a4ed9d7a9e1dbb7e7f2236cbc7759e41f","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/game/m_game__type_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_info_chara1.html","12869","08bbb5872a63155b028ee077d77648e3209cb41b25b9340e62b3c24bc5a03e9b","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/details/chara/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_info_cp.html","14786","a21da0037c88681f831e37e625a4b4ceffb57e6d953a88357c96955f8aed6ac1","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/details/cp/001002000.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_info_music1.html","12844","732ccbdb58bf9fd4b044c4abf18ea750e953c85323418d8c57e568fd1fe88810","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/details/music/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_info_work1.html","13399","9c2423197c0920dfe8d2697f6628f1fb2262b32c785fc9283d1dd30bd7bdb2f8","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/details/work/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_infojs.html","22604","8f4a4f9e33c1f482e738e38cd67431c5c87eefbb84c0e25e341566254dce38b4","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/scripts/info.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_music_crossvote.html","9998","378c45a36ff85e58695980e8e14357f05e92e9433b4628c9ec06b30e6d535c04","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/music/m_music__type_crossvote.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_music_root.html","6183","19b49c13be6ffe7501488431fb14d03c39ddcc1c02168906b28f85266a16eccd","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/music/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_music_simple.html","446091","05931fb9d119709c3d4c805d261ae0d24f1291bfdaec40c0963e5deec14b0276","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/music/m_music__type_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_paper.html","31240","b143d07081d1b2b5109c732b2ea45e63a5f03d69c4f25e5aa85716d0941df689","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/paper/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_paperinfo.js","43208","3c698c2f4c12d7236ae12308986e83fb424da21e6af300f328e545a93f54b19b","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/scripts/paperinfo.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_root.html","4858","ccc02e423e25583c820595c7a8a8d4c8067e0bee453ec6c875068c725196387f","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/root.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_work_root.html","5968","6c10dfea4eb4b454ffbd0715b0ff370ceff32c5c6cbab48afd98b729a91bc200","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/work/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v9_work_simple.html","76267","10b24b54803afe35d8788a40c29208a7f15e49e4f161bb2bbcc88771e28ae827","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_09/raw/pages/work/m_work__type_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
