alias_cn,canonical_cn,alias_type,mapping_status,source,observed_rounds,observed_forms,confidence,mapping_note
奥莲姬,奥莲姬,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
奥莲姬,奥莲姬,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/奥莲姬,1;2;3;4;5;6;7;8;9;10;11,奥莲姬,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
奥野田美宵,奥野田美宵,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
奥野田美宵,奥野田美宵,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/奥野田美宵,9;10;11,奥野田美宵,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
妖精,妖精（女仆妖精、向日葵妖精等）,collective_label_short_form,exact_fun_mapping,curated_cn_translation_aliases,,妖精,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
妖精（女仆妖精、向日葵妖精等）,妖精（女仆妖精、向日葵妖精等）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
姬海棠果,姬海棠果,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
姬海棠果,姬海棠果,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/姬海棠果,1;2;3;4;5;6;7;8;9;10;11,姬海棠果,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
姬虫百百世,姬虫百百世,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
姬虫百百世,姬虫百百世,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/姬虫百百世,10;11,姬虫百百世,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
娜兹玲,娜兹玲,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
娜兹玲,娜兹玲,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/娜兹玲,1;2;3;4;5;6;7;8;9;10;11,娜兹玲,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
嫦娥,嫦娥,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
嫦娥,嫦娥,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/嫦娥,5;6;7;8;9;10;11,嫦娥,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
孙美天,孙美天,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
孙美天,孙美天,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/孙美天,11,孙美天,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
宇佐见堇子,宇佐见堇子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
宇佐见堇子,宇佐见堇子,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/宇佐见堇子,4;5;6;7;8;9;10;11,宇佐见堇子,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
宇佐见莲子,宇佐见莲子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
宇佐见莲子,宇佐见莲子,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/宇佐见莲子,1;2;3;4;5;6;7;8;9;10;11,宇佐见莲子,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
宫出口瑞灵,宫出口瑞灵,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
宫出口瑞灵,宫出口瑞灵,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/宫出口瑞灵,10;11,宫出口瑞灵,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
宫古芳香,宫古芳香,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
宫古芳香,宫古芳香,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/宫古芳香,1;2;3;4;5;6;7;8;9;10;11,宫古芳香,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
寅丸星,寅丸星,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
寅丸星,寅丸星,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/寅丸星,1;2;3;4;5;6;7;8;9;10;11,寅丸星,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
封兽鵺,封兽鵺,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
封兽鵺,封兽鵺,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/封兽鵺,1;2;3;4;5;6;7;8;9;10;11,封兽鵺,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
射命丸,射命丸文,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,射命丸,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
射命丸文,射命丸文,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
射命丸文,射命丸文,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/射命丸文,1;2;3;4;5;6;7;8;9;10;11,射命丸文,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
文,射命丸文,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,文,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
文文,射命丸文,derivative_nickname,exact_fun_mapping,curated_cn_translation_aliases,,文文,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
小兔姬,小兔姬,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
小兔姬,小兔姬,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/小兔姬,1;2;3;4;5;6;7;8;9;10;11,小兔姬,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
小恶魔,小恶魔,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
小恶魔,小恶魔,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/小恶魔,1;2;3;4;5;6;7;8;9;10;11,小恶魔,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
小野塚小町,小野塚小町,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
小野塚小町,小野塚小町,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/小野塚小町,1;2;3;4;5;6;7;8;9;10;11,小野塚小町,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
小铃的父母,小铃的父母,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
小碗,少名针妙丸,derivative_nickname,exact_fun_mapping,curated_cn_translation_aliases,,小碗,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
少名针妙丸,少名针妙丸,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
少名针妙丸,少名针妙丸,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/少名针妙丸,2;3;4;5;6;7;8;9;10;11,少名针妙丸,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
尔子田里乃,尔子田里乃,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
尔子田里乃,尔子田里乃,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/尔子田里乃,6;7;8;9;10;11,尔子田里乃,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
山城高岭,山城高岭,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
山城高岭,山城高岭,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/山城高岭,10;11,山城高岭,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
岩笠,岩笠,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
姆Q,帕秋莉·诺蕾姬,derivative_nickname,exact_fun_mapping,curated_cn_translation_aliases,,姆Q,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
帕琪,帕秋莉·诺蕾姬,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,帕琪,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
帕秋莉,帕秋莉·诺蕾姬,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,帕秋莉,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
帕秋莉·诺蕾姬,帕秋莉·诺蕾姬,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
帕秋莉·诺蕾姬,帕秋莉·诺蕾姬,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/帕秋莉·诺蕾姬,1;2;3;4;5;6;7;8;9;10;11,帕秋莉·诺蕾姬,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
帕秋莉·诺雷姬,帕秋莉·诺蕾姬,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,帕秋莉·诺雷姬,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
幻月,幻月,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
幻月,幻月,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/幻月,1;2;3;4;5;6;7;8;9;10;11,幻月,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
幽幻魔眼,幽幻魔眼,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
幽幻魔眼,幽幻魔眼,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/幽幻魔眼,10;11,幽幻魔眼,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
幽玄魔眼,幽幻魔眼,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,1;2;3;4;5;6;7;8;9,幽玄魔眼,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
幽玄魔眼,幽幻魔眼,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,1;2;3;4;5;6;7;8;9,幽玄魔眼,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
幽灵（包括怨灵、神灵、旧作的一种杂鱼）,幽灵（包括怨灵、神灵、旧作的一种杂鱼）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
幽谷响子,幽谷响子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
幽谷响子,幽谷响子,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/幽谷响子,1;2;3;4;5;6;7;8;9;10;11,幽谷响子,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
座敷童子,座敷童子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
庭渡久侘歌,庭渡久侘歌,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
庭渡久侘歌,庭渡久侘歌,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/庭渡久侘歌,8;9;10;11,庭渡久侘歌,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
影华扇,影华扇（断善修恶的怪臂 - 茨木童子之臂）,short_form,exact_fun_mapping,curated_cn_translation_aliases,,影华扇,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
影华扇（断善修恶的怪臂 - 茨木童子之臂）,影华扇（断善修恶的怪臂 - 茨木童子之臂）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
戎璎花,戎璎花,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
戎璎花,戎璎花,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/戎璎花,8;9;10;11,戎璎花,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
抗抑郁药大叔,抗抑郁药大叔（长相酷似周杰伦的村民）,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,10;11,抗抑郁药大叔,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
抗抑郁药大叔,抗抑郁药大叔（长相酷似周杰伦的村民）,short_form,exact_fun_mapping,curated_cn_translation_aliases,10;11,抗抑郁药大叔,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
抗抑郁药大叔（长相酷似周杰伦的村民）,抗抑郁药大叔（长相酷似周杰伦的村民）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
长相酷似周杰伦的参拜客,抗抑郁药大叔（长相酷似周杰伦的村民）,descriptive_variant,exact_fun_mapping,curated_cn_translation_aliases,5;6;7;8;9,长相酷似周杰伦的参拜客,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
长相酷似周杰伦的参拜客,抗抑郁药大叔（长相酷似周杰伦的村民）,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,5;6;7;8;9,长相酷似周杰伦的参拜客,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
摩多罗隐岐奈,摩多罗隐岐奈,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
摩多罗隐岐奈,摩多罗隐岐奈,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/摩多罗隐岐奈,6;7;8;9;10;11,摩多罗隐岐奈,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
隐歧奈,摩多罗隐岐奈,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,隐歧奈,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
斯塔萨菲雅,斯塔萨菲雅,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
斯塔萨菲雅,斯塔萨菲雅,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/斯塔萨菲雅,1;2;3;4;5;6;7;8;9;10;11,斯塔萨菲雅,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
无名的读书妖怪,无名的读书妖怪（朱鹭子）,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/无名的读书妖怪,10;11,无名的读书妖怪,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
无名的读书妖怪（朱鹭子）,无名的读书妖怪（朱鹭子）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
日白残无,日白残无,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
日白残无,日白残无,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/日白残无,11,日白残无,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
旧作的无名道中Boss,旧作的无名道中Boss,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
明罗,明罗,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
明罗,明罗,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/明罗,1;2;3;4;5;6;7;8;9;10;11,明罗,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
占卜师（易者）,易者,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,4;5;6;7;8;9;10;11,占卜师（易者）,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
占卜师（易者）,易者,poll_label_variant,exact_fun_mapping,curated_cn_translation_aliases,4;5;6;7;8;9;10;11,占卜师（易者）,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
易者,易者,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
星熊勇仪,星熊勇仪,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
星熊勇仪,星熊勇仪,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/星熊勇仪,1;2;3;4;5;6;7;8;9;10;11,星熊勇仪,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
月之都的门卫,月之都的门卫,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
朝仓理香子,朝仓理香子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
朝仓理香子,朝仓理香子,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/朝仓理香子,1;2;3;4;5;6;7;8;9;10;11,朝仓理香子,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
木花咲耶姬,木花咲耶姬,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
本居小铃,本居小铃,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
本居小铃,本居小铃,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/本居小铃,2;3;4;5;6;7;8;9;10;11,本居小铃,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
村纱水蜜,村纱水蜜,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
村纱水蜜,村纱水蜜,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/村纱水蜜,1;2;3;4;5;6;7;8;9;10;11,村纱水蜜,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
村里的人类（在文花帖、求闻史记、铃奈庵等登场的人类）,村里的人类（在文花帖、求闻史记、铃奈庵等登场的人类）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
杖刀偶磨弓,杖刀偶磨弓,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
杖刀偶磨弓,杖刀偶磨弓,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/杖刀偶磨弓,8;9;10;11,杖刀偶磨弓,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
核热造神非想天则,核热造神非想天则,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
非想天则,核热造神非想天则,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,1;2;3;4;5;6;7;8;9;10;11,非想天则,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
非想天则,核热造神非想天则,short_form,exact_fun_mapping,curated_cn_translation_aliases,1;2;3;4;5;6;7;8;9;10;11,非想天则,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
桑妮·米尔克,桑尼米尔克,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,桑妮·米尔克,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
桑尼米尔克,桑尼米尔克,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
桑尼米尔克,桑尼米尔克,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/桑尼米尔克,1;2;3;4;5;6;7;8;9;10;11,桑尼米尔克,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
梅蒂欣·梅兰可莉,梅蒂欣·梅兰可莉,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
梅蒂欣·梅兰可莉,梅蒂欣·梅兰可莉,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/梅蒂欣·梅兰可莉,1;2;3;4;5;6;7;8;9;10;11,梅蒂欣·梅兰可莉,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
梅露兰·普莉兹姆利巴,梅露兰·普莉兹姆利巴,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
梅露兰·普莉兹姆利巴,梅露兰·普莉兹姆利巴,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/梅露兰·普莉兹姆利巴,1;2;3;4;5;6;7;8;9;10;11,梅露兰·普莉兹姆利巴,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
梦子,梦子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
梦子,梦子,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/梦子,1;2;3;4;5;6;7;8;9;10;11,梦子,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
梦月,梦月,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
梦月,梦月,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/梦月,1;2;3;4;5;6;7;8;9;10;11,梦月,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
森近霖之助,森近霖之助,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
森近霖之助,森近霖之助,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/森近霖之助,1;2;3;4;5;6;7;8;9;10;11,森近霖之助,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
橙,橙,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
橙,橙,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/橙,1;2;3;4;5;6;7;8;9;10;11,橙,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
天子,比那名居天子,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,天子,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
比那名居天子,比那名居天子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
比那名居天子,比那名居天子,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/比那名居天子,1;2;3;4;5;6;7;8;9;10;11,比那名居天子,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
毘沙门天,毘沙门天,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
毛玉,毛玉,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
