id,index,first,c1,c2,c3,total,ratio,g1,g2,g3,c1ratio,c2ratio,c3ratio,c1name,c2name,c3name,g0,g1ratio,g2ratio,g3ratio,g0ratio
155,195,1,64,100,0,5,20,2,0,0,1,2,0,圣白莲,赫卡提亚·拉碧斯拉祖利,-,3,40,0,0,60
140,195,1,72,99,0,5,20,0,2,0,3,3,0,霍青娥,纯狐,-,3,0,40,0,60
254,195,1,9,11,0,5,20,1,2,0,3,2,0,十六夜咲夜,芙兰朵露·斯卡蕾特,-,2,20,40,0,40
361,195,1,179,179,0,5,20,0,0,0,0,0,0,毛玉,毛玉,-,5,0,0,0,100
768,195,1,8,33,0,5,20,1,1,0,3,3,0,帕秋莉·诺蕾姬,蓬莱山辉夜,-,3,20,20,0,60
145,195,0,118,134,0,5,0,1,0,0,3,4,0,冈崎梦美,宇佐见莲子,-,4,20,0,0,80
181,195,0,23,135,0,5,0,3,0,0,4,4,0,八云紫,玛艾露贝莉·赫恩,-,2,60,0,0,40
127,195,0,1,9,0,5,0,1,2,0,4,4,0,博丽灵梦,十六夜咲夜,-,2,20,40,0,40
180,195,0,35,47,0,5,0,0,2,0,1,1,0,射命丸文,洩矢诹访子,-,3,0,40,0,60
273,195,0,31,94,95,5,0,1,0,0,2,1,0,铃仙·优昙华院·因幡,清兰,铃瑚,4,20,0,0,80
312,195,0,87,134,0,5,0,2,0,0,1,1,0,宇佐见堇子,宇佐见莲子,-,3,40,0,0,60
4,195,0,4,5,9,5,0,0,0,3,2,3,2,大妖精,琪露诺,十六夜咲夜,2,0,0,60,40
554,195,0,21,23,37,5,0,0,1,1,3,1,2,西行寺幽幽子,八云紫,风见幽香,3,0,20,20,60
221,195,0,21,37,0,5,0,2,2,0,4,3,0,西行寺幽幽子,风见幽香,-,1,40,40,0,20
184,195,0,6,20,31,5,0,0,1,0,2,2,1,红美铃,魂魄妖梦,铃仙·优昙华院·因幡,4,0,20,0,80
374,217,2,9,9,0,4,50,0,0,0,4,4,0,十六夜咲夜,十六夜咲夜,-,4,0,0,0,100
520,217,2,9,23,0,4,50,0,3,0,4,3,0,十六夜咲夜,八云紫,-,1,0,75,0,25
626,217,2,42,52,0,4,50,0,1,0,3,3,0,键山雏,水桥帕露西,-,3,0,25,0,75
568,217,2,26,35,0,4,50,2,0,0,3,3,0,伊吹萃香,射命丸文,-,2,50,0,0,50
87,217,2,61,62,0,4,50,1,1,0,3,1,0,云居一轮,村纱水蜜,-,2,25,25,0,50
382,217,2,10,15,0,4,50,3,0,0,3,4,0,蕾米莉亚·斯卡蕾特,爱丽丝·玛格特洛依德,-,1,75,0,0,25
415,217,2,181,181,0,4,50,0,0,0,2,2,0,UFO,UFO,-,4,0,0,0,100
445,217,2,30,31,33,4,50,0,0,1,0,4,2,因幡帝,铃仙·优昙华院·因幡,蓬莱山辉夜,3,0,0,25,75
218,217,2,11,54,57,4,50,2,0,0,3,3,3,芙兰朵露·斯卡蕾特,古明地觉,古明地恋,2,50,0,0,50
459,217,1,6,10,11,4,25,1,2,0,1,3,0,红美铃,蕾米莉亚·斯卡蕾特,芙兰朵露·斯卡蕾特,1,25,50,0,25
465,217,1,57,75,77,4,25,1,1,1,3,2,3,古明地恋,丰聪耳神子,秦心,1,25,25,25,25
219,217,1,1,3,23,4,25,1,0,1,4,0,1,博丽灵梦,露米娅,八云紫,2,25,0,25,50
308,217,1,37,39,0,4,25,2,0,0,2,1,0,风见幽香,四季映姬·亚玛萨那度,-,2,50,0,0,50
365,217,1,22,76,0,4,25,0,2,0,0,3,0,八云蓝,二岩猯藏,-,2,0,50,0,50
363,217,1,21,23,24,4,25,1,0,0,3,3,0,西行寺幽幽子,八云紫,魂魄妖忌,3,25,0,0,75
463,217,1,183,183,0,4,25,0,0,0,2,2,0,人偶（含上海人偶、哥利亚人偶）,人偶（含上海人偶、哥利亚人偶）,-,4,0,0,0,100
346,217,1,6,8,9,4,25,0,0,3,1,1,4,红美铃,帕秋莉·诺蕾姬,十六夜咲夜,1,0,0,75,25
357,217,1,31,99,0,4,25,0,4,0,3,2,0,铃仙·优昙华院·因幡,纯狐,-,0,0,100,0,0
322,217,1,4,5,98,4,25,0,0,3,1,1,1,大妖精,琪露诺,克劳恩皮丝,1,0,0,75,25
190,217,1,137,137,0,4,25,0,0,0,1,1,0,森近霖之助,森近霖之助,-,4,0,0,0,100
167,217,1,15,36,0,4,25,1,1,0,1,3,0,爱丽丝·玛格特洛依德,梅蒂欣·梅兰可莉,-,2,25,25,0,50
429,217,1,60,137,0,4,25,1,0,0,1,1,0,云山,森近霖之助,-,3,25,0,0,75
501,217,1,61,64,0,4,25,0,3,0,3,3,0,云居一轮,圣白莲,-,1,0,75,0,25
774,217,1,2,45,0,4,25,1,1,0,1,2,0,雾雨魔理沙,东风谷早苗,-,2,25,25,0,50
456,217,1,191,191,0,4,25,0,0,0,2,2,0,STG作品中没有名称的角色,STG作品中没有名称的角色,-,4,0,0,0,100
290,217,0,87,137,0,4,0,0,0,0,1,0,0,宇佐见堇子,森近霖之助,-,4,0,0,0,100
603,217,0,44,81,0,4,0,1,1,0,2,2,0,犬走椛,今泉影狼,-,2,25,25,0,50
261,217,0,5,35,0,4,0,1,1,0,1,1,0,琪露诺,射命丸文,-,2,25,25,0,50
263,217,0,32,99,0,4,0,2,1,0,2,1,0,八意永琳,纯狐,-,1,50,25,0,25
409,217,0,50,51,0,4,0,0,1,0,1,0,0,琪斯美,黑谷山女,-,3,0,25,0,75
360,217,0,6,72,0,4,0,1,0,0,2,1,0,红美铃,霍青娥,-,3,25,0,0,75
519,217,0,26,145,0,4,0,1,0,0,4,2,0,伊吹萃香,茨木华扇,-,3,25,0,0,75
913,217,0,36,42,0,4,0,1,0,0,3,3,0,梅蒂欣·梅兰可莉,键山雏,-,3,25,0,0,75
861,217,0,6,10,0,4,0,2,2,0,2,1,0,红美铃,蕾米莉亚·斯卡蕾特,-,0,50,50,0,0
246,217,0,1,108,0,4,0,0,0,0,3,1,0,博丽灵梦,玄爷,-,4,0,0,0,100
615,217,0,4,5,16,4,0,0,0,0,2,2,2,大妖精,琪露诺,莉莉白,4,0,0,0,100
350,217,0,64,65,0,4,0,1,1,0,1,2,0,圣白莲,封兽鵺,-,2,25,25,0,50
285,217,0,39,100,0,4,0,0,3,0,2,0,0,四季映姬·亚玛萨那度,赫卡提亚·拉碧斯拉祖利,-,1,0,75,0,25
413,217,0,7,8,15,4,0,0,1,0,1,2,2,小恶魔,帕秋莉·诺蕾姬,爱丽丝·玛格特洛依德,3,0,25,0,75
267,217,0,45,57,0,4,0,1,0,0,3,2,0,东风谷早苗,古明地恋,-,3,25,0,0,75
478,217,0,1,23,37,4,0,2,1,0,4,1,3,博丽灵梦,八云紫,风见幽香,1,50,25,0,25
384,217,0,9,20,31,4,0,0,0,0,3,1,1,十六夜咲夜,魂魄妖梦,铃仙·优昙华院·因幡,4,0,0,0,100
687,259,3,2,11,15,3,100,3,0,0,2,2,2,雾雨魔理沙,芙兰朵露·斯卡蕾特,爱丽丝·玛格特洛依德,0,100,0,0,0
253,259,3,11,15,0,3,100,1,0,0,3,3,0,芙兰朵露·斯卡蕾特,爱丽丝·玛格特洛依德,-,2,33.33,0,0,66.67
411,259,2,34,34,0,3,66.67,0,0,0,3,3,0,藤原妹红,藤原妹红,-,3,0,0,0,100
249,259,2,103,104,0,3,66.67,0,2,0,1,2,0,菊理,矜羯罗,-,1,0,66.67,0,33.33
598,259,2,2,10,11,3,66.67,0,1,0,3,2,1,雾雨魔理沙,蕾米莉亚·斯卡蕾特,芙兰朵露·斯卡蕾特,2,0,33.33,0,66.67
910,259,2,54,54,0,3,66.67,0,0,0,3,3,0,古明地觉,古明地觉,-,3,0,0,0,100
342,259,2,37,102,133,3,66.67,1,1,0,1,0,1,风见幽香,魅魔,神绮,1,33.33,33.33,0,33.33
274,259,2,37,127,0,3,66.67,0,2,0,1,3,0,风见幽香,幻月,-,1,0,66.67,0,33.33
616,259,2,20,20,0,3,66.67,0,0,0,3,3,0,魂魄妖梦,魂魄妖梦,-,3,0,0,0,100
528,259,2,10,54,57,3,66.67,0,2,0,2,3,1,蕾米莉亚·斯卡蕾特,古明地觉,古明地恋,1,0,66.67,0,33.33
646,259,2,1,2,12,3,66.67,0,0,1,2,2,2,博丽灵梦,雾雨魔理沙,冴月麟,2,0,0,33.33,66.67
661,259,2,3,10,11,3,66.67,0,0,1,1,1,2,露米娅,蕾米莉亚·斯卡蕾特,芙兰朵露·斯卡蕾特,2,0,0,33.33,66.67
533,259,2,1,23,45,3,66.67,0,2,0,2,3,1,博丽灵梦,八云紫,东风谷早苗,1,0,66.67,0,33.33
461,259,1,1,137,0,3,33.33,0,0,0,2,1,0,博丽灵梦,森近霖之助,-,3,0,0,0,100
92,259,1,45,97,0,3,33.33,1,0,0,2,0,0,东风谷早苗,稀神探女,-,2,33.33,0,0,66.67
811,259,1,26,49,0,3,33.33,1,1,0,3,2,0,伊吹萃香,比那名居天子,-,1,33.33,33.33,0,33.33
477,259,1,67,68,0,3,33.33,1,0,0,1,2,0,大鲶鱼,非想天则,-,2,33.33,0,0,66.67
230,259,1,98,99,0,3,33.33,0,3,0,2,2,0,克劳恩皮丝,纯狐,-,0,0,100,0,0
275,259,1,1,10,23,3,33.33,0,0,1,2,3,3,博丽灵梦,蕾米莉亚·斯卡蕾特,八云紫,2,0,0,33.33,66.67
535,259,1,1,22,23,3,33.33,0,0,0,1,2,3,博丽灵梦,八云蓝,八云紫,3,0,0,0,100
262,259,1,59,77,0,3,33.33,0,1,0,2,1,0,多多良小伞,秦心,-,2,0,33.33,0,66.67
269,259,1,37,125,0,3,33.33,2,0,0,2,0,0,风见幽香,艾丽,-,1,66.67,0,0,33.33
641,259,1,3,27,28,3,33.33,0,0,0,0,1,2,露米娅,莉格露·奈特巴格,米斯蒂娅·萝蕾拉,3,0,0,0,100
785,259,1,6,8,0,3,33.33,3,0,0,2,2,0,红美铃,帕秋莉·诺蕾姬,-,0,100,0,0,0
901,259,1,5,5,0,3,33.33,0,0,0,3,3,0,琪露诺,琪露诺,-,3,0,0,0,100
745,259,1,35,37,0,3,33.33,1,1,0,3,3,0,射命丸文,风见幽香,-,1,33.33,33.33,0,33.33
485,259,1,2,31,0,3,33.33,2,0,0,3,3,0,雾雨魔理沙,铃仙·优昙华院·因幡,-,1,66.67,0,0,33.33
295,259,1,29,136,0,3,33.33,1,0,0,1,2,0,上白泽慧音,稗田阿求,-,2,33.33,0,0,66.67
815,259,1,12,23,0,3,33.33,0,0,0,3,2,0,冴月麟,八云紫,-,3,0,0,0,100
347,259,1,1,20,23,3,33.33,1,1,0,1,2,1,博丽灵梦,魂魄妖梦,八云紫,1,33.33,33.33,0,33.33
555,259,1,32,32,0,3,33.33,0,0,0,1,1,0,八意永琳,八意永琳,-,3,0,0,0,100
691,259,1,33,142,143,3,33.33,2,0,0,2,1,0,蓬莱山辉夜,绵月丰姬,绵月依姬,1,66.67,0,0,33.33
567,259,1,23,26,0,3,33.33,1,0,0,1,2,0,八云紫,伊吹萃香,-,2,33.33,0,0,66.67
416,259,1,33,33,0,3,33.33,0,0,0,2,2,0,蓬莱山辉夜,蓬莱山辉夜,-,3,0,0,0,100
271,259,1,11,98,0,3,33.33,0,2,0,1,2,0,芙兰朵露·斯卡蕾特,克劳恩皮丝,-,1,0,66.67,0,33.33
289,259,1,29,32,34,3,33.33,1,1,0,1,1,1,上白泽慧音,八意永琳,藤原妹红,1,33.33,33.33,0,33.33
553,259,1,15,132,133,3,33.33,0,0,1,1,0,2,爱丽丝·玛格特洛依德,梦子,神绮,2,0,0,33.33,66.67
840,259,1,34,74,0,3,33.33,2,0,0,2,2,0,藤原妹红,物部布都,-,1,66.67,0,0,33.33
300,259,0,2,15,37,3,0,0,0,1,1,1,2,雾雨魔理沙,爱丽丝·玛格特洛依德,风见幽香,2,0,0,33.33,66.67
579,259,0,32,37,0,3,0,0,1,0,2,3,0,八意永琳,风见幽香,-,2,0,33.33,0,66.67
694,259,0,8,11,0,3,0,0,3,0,3,3,0,帕秋莉·诺蕾姬,芙兰朵露·斯卡蕾特,-,0,0,100,0,0
372,259,0,49,49,0,3,0,0,0,0,1,1,0,比那名居天子,比那名居天子,-,3,0,0,0,100
453,259,0,1,26,35,3,0,2,0,0,1,1,0,博丽灵梦,伊吹萃香,射命丸文,1,66.67,0,0,33.33
200,259,0,21,32,0,3,0,1,1,0,2,2,0,西行寺幽幽子,八意永琳,-,1,33.33,33.33,0,33.33
428,259,0,84,85,97,3,0,2,0,1,0,1,0,鬼人正邪,少名针妙丸,稀神探女,0,66.67,0,33.33,0
266,259,0,76,87,0,3,0,2,0,0,2,0,0,二岩猯藏,宇佐见堇子,-,1,66.67,0,0,33.33
547,259,0,2,20,35,3,0,2,0,1,3,2,2,雾雨魔理沙,魂魄妖梦,射命丸文,0,66.67,0,33.33,0
788,259,0,71,72,145,3,0,1,0,0,2,3,2,宫古芳香,霍青娥,茨木华扇,2,33.33,0,0,66.67
469,259,0,17,18,25,3,0,0,0,0,0,0,0,露娜萨·普莉兹姆利巴,梅露兰·普莉兹姆利巴,蕾拉·普莉兹姆利巴,3,0,0,0,100
455,259,0,5,6,0,3,0,0,1,0,3,1,0,琪露诺,红美铃,-,2,0,33.33,0,66.67
714,259,0,16,16,0,3,0,0,0,0,1,1,0,莉莉白,莉莉白,-,3,0,0,0,100
287,259,0,32,142,143,3,0,1,0,0,2,1,1,八意永琳,绵月丰姬,绵月依姬,2,33.33,0,0,66.67
488,259,0,2,34,0,3,0,1,0,0,3,3,0,雾雨魔理沙,藤原妹红,-,2,33.33,0,0,66.67
395,259,0,1,2,145,3,0,0,0,1,2,1,0,博丽灵梦,雾雨魔理沙,茨木华扇,2,0,0,33.33,66.67
196,259,0,14,30,0,3,0,1,2,0,1,2,0,橙,因幡帝,-,0,33.33,66.67,0,0
668,259,0,46,56,0,3,0,2,0,0,2,0,0,八坂神奈子,灵乌路空,-,1,66.67,0,0,33.33
645,259,0,57,57,0,3,0,0,0,0,2,2,0,古明地恋,古明地恋,-,3,0,0,0,100
331,259,0,45,46,0,3,0,0,2,0,2,2,0,东风谷早苗,八坂神奈子,-,1,0,66.67,0,33.33
344,259,0,5,56,0,3,0,1,0,0,0,2,0,琪露诺,灵乌路空,-,2,33.33,0,0,66.67
107,259,0,1,10,11,3,0,2,1,0,2,1,2,博丽灵梦,蕾米莉亚·斯卡蕾特,芙兰朵露·斯卡蕾特,0,66.67,33.33,0,0
561,259,0,5,43,0,3,0,1,0,0,2,3,0,琪露诺,河城荷取,-,2,33.33,0,0,66.67
112,259,0,60,61,0,3,0,0,0,0,2,2,0,云山,云居一轮,-,3,0,0,0,100
124,259,0,60,61,90,3,0,0,0,0,0,0,0,云山,云居一轮,八尺大人,3,0,0,0,100
719,259,0,9,31,0,3,0,1,0,0,3,2,0,十六夜咲夜,铃仙·优昙华院·因幡,-,2,33.33,0,0,66.67
671,259,0,2,7,8,3,0,0,0,0,1,1,0,雾雨魔理沙,小恶魔,帕秋莉·诺蕾姬,3,0,0,0,100
762,324,2,35,43,44,2,100,0,0,0,1,1,1,射命丸文,河城荷取,犬走椛,2,0,0,0,100
526,324,2,3,5,28,2,100,1,0,0,2,0,0,露米娅,琪露诺,米斯蒂娅·萝蕾拉,1,50,0,0,50
698,324,2,10,10,0,2,100,0,0,0,2,2,0,蕾米莉亚·斯卡蕾特,蕾米莉亚·斯卡蕾特,-,2,0,0,0,100
373,324,2,1,9,11,2,100,0,0,0,2,2,2,博丽灵梦,十六夜咲夜,芙兰朵露·斯卡蕾特,2,0,0,0,100
971,324,1,87,118,0,2,50,0,2,0,1,2,0,宇佐见堇子,冈崎梦美,-,0,0,100,0,0
229,324,1,9,33,0,2,50,1,1,0,2,2,0,十六夜咲夜,蓬莱山辉夜,-,0,50,50,0,0
596,324,1,35,49,0,2,50,0,0,0,2,1,0,射命丸文,比那名居天子,-,2,0,0,0,100
777,324,1,16,98,0,2,50,0,1,0,1,2,0,莉莉白,克劳恩皮丝,-,1,0,50,0,50
120,324,1,67,108,0,2,50,1,0,0,1,0,0,大鲶鱼,玄爷,-,1,50,0,0,50
605,324,1,1,9,15,2,50,2,0,0,1,2,2,博丽灵梦,十六夜咲夜,爱丽丝·玛格特洛依德,0,100,0,0,0
31,324,1,11,49,0,2,50,1,0,0,1,1,0,芙兰朵露·斯卡蕾特,比那名居天子,-,1,50,0,0,50
472,324,1,1,2,32,2,50,0,1,0,2,1,1,博丽灵梦,雾雨魔理沙,八意永琳,1,0,50,0,50
333,324,1,75,87,0,2,50,1,0,0,2,1,0,丰聪耳神子,宇佐见堇子,-,1,50,0,0,50
1051,324,1,1,9,23,2,50,1,0,1,1,1,2,博丽灵梦,十六夜咲夜,八云紫,0,50,0,50,0
160,324,1,2,64,0,2,50,0,1,0,0,2,0,雾雨魔理沙,圣白莲,-,1,0,50,0,50
969,324,1,3,10,0,2,50,0,1,0,1,1,0,露米娅,蕾米莉亚·斯卡蕾特,-,1,0,50,0,50
419,324,1,65,181,0,2,50,1,0,0,1,0,0,封兽鵺,UFO,-,1,50,0,0,50
787,324,1,2,2,0,2,50,0,0,0,2,2,0,雾雨魔理沙,雾雨魔理沙,-,2,0,0,0,100
17,324,1,30,33,34,2,50,0,1,0,2,1,1,因幡帝,蓬莱山辉夜,藤原妹红,1,0,50,0,50
47,324,1,10,81,0,2,50,1,0,0,0,2,0,蕾米莉亚·斯卡蕾特,今泉影狼,-,1,50,0,0,50
817,324,1,117,118,134,2,50,0,1,0,0,2,1,北白河千百合,冈崎梦美,宇佐见莲子,1,0,50,0,50
303,324,1,23,32,99,2,50,1,0,0,1,1,1,八云紫,八意永琳,纯狐,1,50,0,0,50
716,324,1,1,20,21,2,50,0,0,0,1,2,1,博丽灵梦,魂魄妖梦,西行寺幽幽子,2,0,0,0,100
366,324,1,15,45,0,2,50,1,0,0,2,2,0,爱丽丝·玛格特洛依德,东风谷早苗,-,1,50,0,0,50
279,324,1,2,37,56,2,50,0,1,0,2,0,1,雾雨魔理沙,风见幽香,灵乌路空,1,0,50,0,50
873,324,1,1,33,0,2,50,0,0,0,2,2,0,博丽灵梦,蓬莱山辉夜,-,2,0,0,0,100
132,324,1,45,49,0,2,50,1,0,0,0,1,0,东风谷早苗,比那名居天子,-,1,50,0,0,50
480,324,1,21,21,0,2,50,0,0,0,2,2,0,西行寺幽幽子,西行寺幽幽子,-,2,0,0,0,100
1060,324,1,10,21,0,2,50,0,1,0,2,2,0,蕾米莉亚·斯卡蕾特,西行寺幽幽子,-,1,0,50,0,50
741,324,1,1,45,64,2,50,0,0,1,2,1,1,博丽灵梦,东风谷早苗,圣白莲,1,0,0,50,50
205,324,1,104,107,0,2,50,1,0,0,1,2,0,矜羯罗,萨丽爱尔,-,1,50,0,0,50
794,324,1,137,146,0,2,50,0,0,0,2,0,0,森近霖之助,本居小铃,-,2,0,0,0,100
159,324,1,97,98,100,2,50,0,1,1,1,0,1,稀神探女,克劳恩皮丝,赫卡提亚·拉碧斯拉祖利,0,0,50,50,0
565,324,1,4,27,28,2,50,0,0,1,0,0,1,大妖精,莉格露·奈特巴格,米斯蒂娅·萝蕾拉,1,0,0,50,50
727,324,1,75,75,0,2,50,0,0,0,1,1,0,丰聪耳神子,丰聪耳神子,-,2,0,0,0,100
174,324,1,28,70,86,2,50,0,0,0,1,1,1,米斯蒂娅·萝蕾拉,幽谷响子,堀川雷鼓,2,0,0,0,100
583,324,1,44,69,0,2,50,1,0,0,0,1,0,犬走椛,姬海棠果,-,1,50,0,0,50
400,324,1,10,11,54,2,50,1,0,0,1,1,2,蕾米莉亚·斯卡蕾特,芙兰朵露·斯卡蕾特,古明地觉,1,50,0,0,50
618,324,1,1,15,37,2,50,0,0,0,2,1,1,博丽灵梦,爱丽丝·玛格特洛依德,风见幽香,2,0,0,0,100
260,324,1,84,84,0,2,50,0,0,0,1,1,0,鬼人正邪,鬼人正邪,-,2,0,0,0,100
1008,324,1,1,37,0,2,50,0,2,0,1,2,0,博丽灵梦,风见幽香,-,0,0,100,0,0
940,324,1,37,64,0,2,50,1,1,0,2,2,0,风见幽香,圣白莲,-,0,50,50,0,0
871,324,1,4,5,11,2,50,0,0,0,1,1,1,大妖精,琪露诺,芙兰朵露·斯卡蕾特,2,0,0,0,100
848,324,0,29,29,0,2,0,0,0,0,0,0,0,上白泽慧音,上白泽慧音,-,2,0,0,0,100
511,324,0,52,57,0,2,0,0,0,0,1,1,0,水桥帕露西,古明地恋,-,2,0,0,0,100
240,324,0,102,118,0,2,0,0,2,0,1,2,0,魅魔,冈崎梦美,-,0,0,100,0,0
998,324,0,1,2,5,2,0,0,1,1,1,1,2,博丽灵梦,雾雨魔理沙,琪露诺,0,0,50,50,0
489,324,0,6,37,0,2,0,0,2,0,1,2,0,红美铃,风见幽香,-,0,0,100,0,0
131,324,0,57,84,0,2,0,0,1,0,1,2,0,古明地恋,鬼人正邪,-,1,0,50,0,50
833,324,0,9,32,0,2,0,0,1,0,1,1,0,十六夜咲夜,八意永琳,-,1,0,50,0,50
718,324,0,72,74,0,2,0,0,2,0,1,1,0,霍青娥,物部布都,-,0,0,100,0,0
558,324,0,23,23,0,2,0,0,0,0,2,2,0,八云紫,八云紫,-,2,0,0,0,100
673,324,0,15,36,37,2,0,0,0,0,1,1,0,爱丽丝·玛格特洛依德,梅蒂欣·梅兰可莉,风见幽香,2,0,0,0,100
959,324,0,8,23,32,2,0,0,0,0,1,1,0,帕秋莉·诺蕾姬,八云紫,八意永琳,2,0,0,0,100
193,324,0,55,57,0,2,0,0,2,0,1,1,0,火焰猫燐,古明地恋,-,0,0,100,0,0
529,324,0,2,9,15,2,0,1,0,0,2,2,1,雾雨魔理沙,十六夜咲夜,爱丽丝·玛格特洛依德,1,50,0,0,50
410,324,0,2,183,0,2,0,0,1,0,1,0,0,雾雨魔理沙,人偶（含上海人偶、哥利亚人偶）,-,1,0,50,0,50
164,324,0,45,82,0,2,0,0,0,0,0,0,0,东风谷早苗,九十九弁弁,-,2,0,0,0,100
138,324,0,64,133,0,2,0,0,1,0,1,1,0,圣白莲,神绮,-,1,0,50,0,50
88,324,0,25,115,0,2,0,0,0,0,1,1,0,蕾拉·普莉兹姆利巴,卡娜·安娜贝拉尔,-,2,0,0,0,100
749,324,0,23,32,64,2,0,0,0,0,1,1,1,八云紫,八意永琳,圣白莲,2,0,0,0,100
380,324,0,46,64,75,2,0,1,0,0,0,0,1,八坂神奈子,圣白莲,丰聪耳神子,1,50,0,0,50
432,324,0,29,32,33,2,0,0,0,0,1,1,2,上白泽慧音,八意永琳,蓬莱山辉夜,2,0,0,0,100
313,324,0,38,136,0,2,0,1,1,0,0,1,0,小野塚小町,稗田阿求,-,0,50,50,0,0
20,324,0,37,38,39,2,0,1,0,1,2,0,2,风见幽香,小野塚小町,四季映姬·亚玛萨那度,0,50,0,50,0
573,324,0,20,24,0,2,0,2,0,0,2,1,0,魂魄妖梦,魂魄妖忌,-,0,100,0,0,0
1079,324,0,1,2,11,2,0,1,1,0,2,1,2,博丽灵梦,雾雨魔理沙,芙兰朵露·斯卡蕾特,0,50,50,0,0
281,324,0,23,32,37,2,0,0,0,0,2,0,1,八云紫,八意永琳,风见幽香,2,0,0,0,100
902,324,0,58,63,64,2,0,0,0,1,0,0,1,娜兹玲,寅丸星,圣白莲,1,0,0,50,50
82,324,0,45,68,0,2,0,0,0,0,0,0,0,东风谷早苗,非想天则,-,2,0,0,0,100
496,324,0,100,100,0,2,0,0,0,0,0,0,0,赫卡提亚·拉碧斯拉祖利,赫卡提亚·拉碧斯拉祖利,-,2,0,0,0,100
1078,324,0,37,37,0,2,0,0,0,0,2,2,0,风见幽香,风见幽香,-,2,0,0,0,100
734,324,0,6,6,0,2,0,0,0,0,2,2,0,红美铃,红美铃,-,2,0,0,0,100
759,324,0,89,90,0,2,0,0,1,0,0,0,0,阿菊,八尺大人,-,1,0,50,0,50
406,324,0,116,117,118,2,0,0,0,1,0,0,2,朝仓理香子,北白河千百合,冈崎梦美,1,0,0,50,50
352,324,0,5,7,8,2,0,1,0,0,1,0,1,琪露诺,小恶魔,帕秋莉·诺蕾姬,1,50,0,0,50
758,324,0,1,120,0,2,0,0,0,0,1,0,0,博丽灵梦,留琴,-,2,0,0,0,100
50,324,0,60,90,0,2,0,1,1,0,0,1,0,云山,八尺大人,-,0,50,50,0,0
179,324,0,2,37,102,2,0,0,0,0,2,1,0,雾雨魔理沙,风见幽香,魅魔,2,0,0,0,100
152,324,0,28,29,34,2,0,0,1,0,1,0,1,米斯蒂娅·萝蕾拉,上白泽慧音,藤原妹红,1,0,50,0,50
813,324,0,4,7,138,2,0,0,0,0,0,0,0,大妖精,小恶魔,无名的读书妖怪（朱鹭子）,2,0,0,0,100
757,324,0,1,2,35,2,0,0,1,1,1,1,1,博丽灵梦,雾雨魔理沙,射命丸文,0,0,50,50,0
1017,324,0,1,57,0,2,0,0,1,0,2,2,0,博丽灵梦,古明地恋,-,1,0,50,0,50
396,324,0,57,77,97,2,0,1,0,0,1,1,1,古明地恋,秦心,稀神探女,1,50,0,0,50
961,324,0,49,77,0,2,0,1,1,0,1,1,0,比那名居天子,秦心,-,0,50,50,0,0
1031,324,0,26,85,0,2,0,1,0,0,0,1,0,伊吹萃香,少名针妙丸,-,1,50,0,0,50
241,324,0,24,66,137,2,0,0,0,0,1,1,1,魂魄妖忌,命莲,森近霖之助,2,0,0,0,100
562,324,0,7,8,10,2,0,0,1,0,1,0,0,小恶魔,帕秋莉·诺蕾姬,蕾米莉亚·斯卡蕾特,1,0,50,0,50
711,324,0,87,135,0,2,0,0,1,0,0,0,0,宇佐见堇子,玛艾露贝莉·赫恩,-,1,0,50,0,50
891,324,0,30,33,0,2,0,0,0,0,1,2,0,因幡帝,蓬莱山辉夜,-,2,0,0,0,100
1093,324,0,55,58,0,2,0,0,1,0,1,0,0,火焰猫燐,娜兹玲,-,1,0,50,0,50
658,324,0,66,137,0,2,0,0,1,0,2,2,0,命莲,森近霖之助,-,1,0,50,0,50
559,324,0,35,136,146,2,0,1,0,0,1,2,0,射命丸文,稗田阿求,本居小铃,1,50,0,0,50
490,324,0,5,84,0,2,0,0,0,0,0,1,0,琪露诺,鬼人正邪,-,2,0,0,0,100
1050,324,0,15,137,0,2,0,1,0,0,2,1,0,爱丽丝·玛格特洛依德,森近霖之助,-,1,50,0,0,50
507,324,0,118,134,135,2,0,1,0,0,1,1,1,冈崎梦美,宇佐见莲子,玛艾露贝莉·赫恩,1,50,0,0,50
1022,324,0,21,22,0,2,0,0,0,0,1,0,0,西行寺幽幽子,八云蓝,-,2,0,0,0,100
206,324,0,11,34,0,2,0,1,1,0,1,2,0,芙兰朵露·斯卡蕾特,藤原妹红,-,0,50,50,0,0
457,324,0,31,98,0,2,0,0,0,0,2,2,0,铃仙·优昙华院·因幡,克劳恩皮丝,-,2,0,0,0,100
897,324,0,3,5,27,2,0,0,0,0,0,0,0,露米娅,琪露诺,莉格露·奈特巴格,2,0,0,0,100
226,324,0,80,84,0,2,0,1,1,0,1,2,0,赤蛮奇,鬼人正邪,-,0,50,50,0,0
960,324,0,1,10,26,2,0,2,0,0,2,2,1,博丽灵梦,蕾米莉亚·斯卡蕾特,伊吹萃香,0,100,0,0,0
272,324,0,9,20,22,2,0,0,0,0,1,1,0,十六夜咲夜,魂魄妖梦,八云蓝,2,0,0,0,100
401,324,0,23,137,0,2,0,0,1,0,2,0,0,八云紫,森近霖之助,-,1,0,50,0,50
552,324,0,1,87,0,2,0,0,0,0,2,1,0,博丽灵梦,宇佐见堇子,-,2,0,0,0,100
