round,source_category,source_id,source_name,source_rank,point,primary,secondary,comment,id,name,rank
18,music,444,エレクトリックヘリテージ,182,319,13,,43,444,エレクトリックヘリテージ,182
18,music,445,偶像に世界を委ねて　〜Idoratrize World,6,7850,1305,,922,445,偶像に世界を委ねて　〜Idoratrize World,6
18,music,446,輝かしき弱肉強食の掟,300,89,3,,9,446,輝かしき弱肉強食の掟,300
18,music,447,聖徳太子のペガサス　〜Dark Pegasus,144,520,42,,70,447,聖徳太子のペガサス　〜Dark Pegasus,144
18,music,448,畜生達の休息,531,7,0,,0,448,畜生達の休息,531
18,music,449,地下からの帰還,513,9,0,,3,449,地下からの帰還,513
18,music,450,A Sacred Lot,344,65,4,,9,450,A Sacred Lot,344
18,music,451,永遠の巫女,148,492,51,,68,451,永遠の巫女,148
18,music,452,The Positive and Negative,419,33,5,,4,452,The Positive and Negative,419
18,music,453,Highly Responsive to Prayers,478,14,1,,3,453,Highly Responsive to Prayers,478
18,music,454,東方怪奇談,315,78,0,,16,454,東方怪奇談,315
18,music,455,天使伝説,407,36,3,,6,455,天使伝説,407
18,music,456,Oriental Magician,486,13,1,,1,456,Oriental Magician,486
18,music,457,破邪の小太刀,486,13,1,,1,457,破邪の小太刀,486
18,music,458,魔鏡,325,72,4,,12,458,魔鏡,325
18,music,459,the Legend of KAGE,486,13,2,,1,459,the Legend of KAGE,486
18,music,460,いざ、倒れ逝くその時まで,149,477,40,,58,460,いざ、倒れ逝くその時まで,149
18,music,461,Civilization of Magic,351,63,2,,8,461,Civilization of Magic,351
18,music,462,星幽剣士（星幽天使）,277,112,10,,11,462,星幽剣士（星幽天使）,277
18,music,463,アイリス,486,13,1,,3,463,アイリス,486
18,music,464,風の神社,310,80,7,,25,464,風の神社,310
18,music,465,東方封魔録　～ 浄土曼荼羅,451,23,0,,5,465,東方封魔録　～ 浄土曼荼羅,451
18,music,466,博麗　～ Eastern Wind,374,50,3,,11,466,博麗　～ Eastern Wind,374
18,music,467,She's in a temper!!,422,32,4,,6,467,She's in a temper!!,422
18,music,468,End of Daylight,380,48,5,,6,468,End of Daylight,380
18,music,469,やみのちから,436,29,1,,1,469,やみのちから,436
18,music,470,幻夢界,454,22,1,,5,470,幻夢界,454
18,music,471,死を賭して,555,4,0,,0,471,死を賭して,555
18,music,472,ひもろぎ、むらさきにもえ,396,40,2,,6,472,ひもろぎ、むらさきにもえ,396
18,music,474,東方封魔録　～ 幽幻乱舞,523,8,0,,0,474,東方封魔録　～ 幽幻乱舞,523
18,music,475,Complete Darkness,191,290,23,,53,475,Complete Darkness,191
18,music,476,エキストララブ,473,16,0,,1,476,エキストララブ,473
18,music,477,戦車むすめのみるゆめ,351,63,2,,5,477,戦車むすめのみるゆめ,351
18,music,478,遠野の森,540,6,0,,3,478,遠野の森,540
18,music,479,昔話わんだーらんど,448,24,3,,3,479,昔話わんだーらんど,448
18,music,480,博麗神社境内,430,31,3,,6,480,博麗神社境内,430
18,music,481,陽落ちて,576,1,0,,0,481,陽落ちて,576
18,music,482,封魔終演,540,6,0,,2,482,封魔終演,540
18,music,483,夢は時空を越えて,320,76,4,,10,483,夢は時空を越えて,320
18,music,484,Selection,513,9,1,,2,484,Selection,513
18,music,487,Dim. Dream,300,89,3,,14,487,Dim. Dream,300
18,music,488,Tabula rasa　～ 空白少女,254,142,12,,23,488,Tabula rasa　～ 空白少女,254
18,music,489,Maniacal Princess,441,26,0,,3,489,Maniacal Princess,441
18,music,490,夢消失　～ Lost Dream,98,816,82,,91,490,夢消失　～ Lost Dream,98
18,music,491,夢幻遊戯　～ Dream War,355,59,4,,6,491,夢幻遊戯　～ Dream War,355
18,music,492,魔法決戦！　～ Fight it out!,419,33,2,,4,492,魔法決戦！　～ Fight it out!,419
18,music,493,Sailor of Time,361,56,7,,6,493,Sailor of Time,361
18,music,494,Strawberry Crisis!!,143,522,46,,55,494,Strawberry Crisis!!,143
18,music,495,非統一魔法世界論,458,21,1,,3,495,非統一魔法世界論,458
18,music,496,魔法鐘愛,513,9,0,,3,496,魔法鐘愛,513
18,music,497,久遠の夢,507,10,0,,2,497,久遠の夢,507
18,music,498,東方の青い空,523,8,0,,3,498,東方の青い空,523
18,music,499,永遠の満月,415,34,3,,4,499,永遠の満月,415
18,music,500,Maple Dream...,378,49,4,,11,500,Maple Dream...,378
18,music,501,霊人の休日,555,4,1,,1,501,霊人の休日,555
18,music,502,勝利デモ,546,5,0,,1,502,勝利デモ,546
18,music,503,ゲームオーバー,502,11,1,,2,503,ゲームオーバー,502
18,music,504,時の風,445,25,3,,5,504,時の風,445
18,music,505,スターボウドリーム,473,16,0,,4,505,スターボウドリーム,473
18,music,506,Phantasmagoria,494,12,0,,2,506,Phantasmagoria,494
18,music,507,幻想郷　～ Lotus Land Story,396,40,5,,5,507,幻想郷　～ Lotus Land Story,396
18,music,508,Witching Dream,364,55,2,,9,508,Witching Dream,364
18,music,509,Selene's light,448,24,1,,0,509,Selene's light,448
18,music,510,装飾戦　～ Decoration Battle,407,36,3,,9,510,装飾戦　～ Decoration Battle,407
18,music,511,Break the Sabbath,555,4,0,,0,511,Break the Sabbath,555
18,music,512,紅響曲　～ Scarlet Phoneme,325,72,6,,10,512,紅響曲　～ Scarlet Phoneme,325
18,music,513,Bad Apple!!,54,1508,178,,190,513,Bad Apple!!,54
18,music,514,霊戦　～ Perdition crisis,410,35,1,,2,514,霊戦　～ Perdition crisis,410
18,music,515,アリスマエステラ,190,291,28,,26,515,アリスマエステラ,190
18,music,518,Lotus Love,300,89,10,,16,518,Lotus Love,300
18,music,519,眠れる恐怖　～ Sleeping Terror,212,235,21,,27,519,眠れる恐怖　～ Sleeping Terror,212
18,music,520,Dream Land,383,47,3,,11,520,Dream Land,383
18,music,521,幽夢　～ Inanimate Dream,158,432,43,,51,521,幽夢　～ Inanimate Dream,158
18,music,522,禁じざるをえない遊戯,347,64,1,,10,522,禁じざるをえない遊戯,347
18,music,523,メイド幻想　～ Icemilk Magic,334,69,1,,7,523,メイド幻想　～ Icemilk Magic,334
18,music,524,かわいい悪魔　～ Innocence,221,214,22,,23,524,かわいい悪魔　～ Innocence,221
18,music,525,Days,555,4,0,,1,525,Days,555
18,music,526,Peaceful,555,4,0,,2,526,Peaceful,555
18,music,527,Arcadian Dream,531,7,1,,1,527,Arcadian Dream,531
18,music,528,幻想の住人,567,3,1,,1,528,幻想の住人,567
18,music,529,Lotus Road,555,4,0,,0,529,Lotus Road,555
18,music,530,Dreamy pilot,422,32,1,,2,530,Dreamy pilot,422
18,music,531,Incomplete Plot,546,5,0,,2,531,Incomplete Plot,546
18,music,532,Border Land,531,7,0,,1,532,Border Land,531
18,music,533,Magic Shop of Raspberry,396,40,2,,6,533,Magic Shop of Raspberry,396
18,music,534,Crescent Dream,454,22,3,,5,534,Crescent Dream,454
18,music,535,怪綺談　～ Mystic Square,445,25,2,,1,535,怪綺談　～ Mystic Square,445
18,music,536,Dream Express,422,32,3,,9,536,Dream Express,422
18,music,537,魔法陣　～ Magic Square,531,7,1,,1,537,魔法陣　～ Magic Square,531
18,music,538,夢想時空,419,33,3,,3,538,夢想時空,419
18,music,539,霊天　～ Spiritual Heaven,469,17,0,,3,539,霊天　～ Spiritual Heaven,469
18,music,540,Romantic Children,176,338,34,,46,540,Romantic Children,176
18,music,541,プラスチックマインド,264,127,6,,14,541,プラスチックマインド,264
18,music,542,メイプルワイズ,325,72,3,,11,542,メイプルワイズ,325
18,music,543,禁断の魔法　～ Forbidden Magic,422,32,0,,5,543,禁断の魔法　～ Forbidden Magic,422
18,music,544,真紅の少女　～ Crimson Dead!!,389,42,5,,5,544,真紅の少女　～ Crimson Dead!!,389
18,music,545,裏切りの少女　～ Judas Kiss,270,118,11,,12,545,裏切りの少女　～ Judas Kiss,270
18,music,546,the Last Judgement,323,73,6,,9,546,the Last Judgement,323
18,music,547,悲しき人形　～ Doll of Misery,270,118,2,,23,547,悲しき人形　～ Doll of Misery,270
18,music,548,世界の果て　～ World's End,462,19,0,,0,548,世界の果て　～ World's End,462
18,music,549,神話幻想　～ Infinite Being,192,287,14,,27,549,神話幻想　～ Infinite Being,192
18,music,550,不思議の国のアリス,89,954,103,,101,550,不思議の国のアリス,89
18,music,552,神社,507,10,1,,1,552,神社,507
18,music,553,Endless,546,5,1,,0,553,Endless,546
18,music,554,久遠の楽園,513,9,0,,1,554,久遠の楽園,513
18,music,555,Mystic Dream,523,8,0,,2,555,Mystic Dream,523
18,music,556,Peaceful Romancer,339,67,5,,13,556,Peaceful Romancer,339
18,music,558,テーマ・オブ・イースタンストーリー,261,130,16,,20,558,テーマ・オブ・イースタンストーリー,261
18,music,562,ジャパニーズサーガ,344,65,4,,9,562,ジャパニーズサーガ,344
18,music,563,阿礼の子供,368,52,4,,8,563,阿礼の子供,368
18,music,565,サニールチルフレクション,378,49,2,,6,565,サニールチルフレクション,378
18,music,566,夜だから眠れない,312,79,6,,17,566,夜だから眠れない,312
18,music,567,妖精燦々として,368,52,3,,7,567,妖精燦々として,368
18,music,568,サニーミルクの紅霧異変,221,214,13,,39,568,サニーミルクの紅霧異変,221
18,music,569,雪月桜花の国,380,48,6,,7,569,雪月桜花の国,380
18,music,570,スターヴォヤージュ2008,315,78,6,,9,570,スターヴォヤージュ2008,315
18,music,572,フェアリー冒険譚,440,27,2,,4,572,フェアリー冒険譚,440
18,music,573,二つの世界,465,18,1,,3,573,二つの世界,465
18,music,574,神域のかくれんぼ暮らし,494,12,1,,2,574,神域のかくれんぼ暮らし,494
18,music,581,妖怪宇宙旅行,308,82,7,,14,581,妖怪宇宙旅行,308
18,music,582,綿月のスペルカード　～ Lunatic Blue,257,138,17,,12,582,綿月のスペルカード　～ Lunatic Blue,257
18,music,584,魔法使いの憂鬱,203,256,29,,39,584,魔法使いの憂鬱,203
18,music,585,スプートニク幻夜,304,88,5,,15,585,スプートニク幻夜,304
18,music,586,判読眼のビブロフィリア,183,314,35,,49,586,判読眼のビブロフィリア,183
18,music,589,蓬莱伝説,99,795,130,,102,589,蓬莱伝説,99
18,music,594,エニグマティクドール,196,264,21,,37,594,エニグマティクドール,196
18,music,596,人形の森,337,68,6,,10,596,人形の森,337
18,music,597,Witch of Love Potion,219,217,29,,27,597,Witch of Love Potion,219
18,music,598,リーインカーネイション,102,742,71,,97,598,リーインカーネイション,102
18,music,601,空飛ぶ巫女の不思議な毎日,232,190,17,,29,601,空飛ぶ巫女の不思議な毎日,232
18,music,602,夜のデンデラ野を逝く,255,141,11,,20,602,夜のデンデラ野を逝く,255
18,music,603,少女秘封倶楽部,112,703,85,,71,603,少女秘封倶楽部,112
18,music,605,古の冥界寺,422,32,4,,4,605,古の冥界寺,422
18,music,607,魔術師メリー,223,207,14,,24,607,魔術師メリー,223
18,music,608,月の妖鳥、化猫の幻,261,130,15,,7,608,月の妖鳥、化猫の幻,261
18,music,609,過去の花　～ Fairy of Flower,385,46,3,,7,609,過去の花　～ Fairy of Flower,385
18,music,610,魔法少女十字軍,181,323,26,,34,610,魔法少女十字軍,181
18,music,612,幻想の永遠祭,422,32,1,,5,612,幻想の永遠祭,422
18,music,613,童祭　～ Innocent Treasures,94,886,92,,106,613,童祭　～ Innocent Treasures,94
18,music,614,華胥の夢,339,67,3,,7,614,華胥の夢,339
18,music,617,科学世紀の少年少女,315,78,3,,8,617,科学世紀の少年少女,315
18,music,621,夢と現の境界,286,97,9,,17,621,夢と現の境界,286
18,music,623,幽玄の槭樹　～ Eternal Dream,227,193,22,,19,623,幽玄の槭樹　～ Eternal Dream,227
18,music,624,ヒロシゲ36号　～ Neo Super-Express,86,974,95,,128,624,ヒロシゲ36号　～ Neo Super-Express,86
18,music,625,53ミニッツの青い海,224,206,15,,19,625,53ミニッツの青い海,224
18,music,628,青木ヶ原の伝説,351,63,4,,5,628,青木ヶ原の伝説,351
18,music,634,最も澄みわたる空と海,235,184,16,,14,634,最も澄みわたる空と海,235
18,music,635,月面ツアーへようこそ,234,185,14,,19,635,月面ツアーへようこそ,234
18,music,636,天空のグリニッジ,66,1322,114,,122,636,天空のグリニッジ,66
18,music,638,車椅子の未来宇宙,186,307,23,,26,638,車椅子の未来宇宙,186
18,music,640,衛星カフェテラス,175,345,27,,31,640,衛星カフェテラス,175
18,music,641,G Free,208,248,13,,35,641,G Free,208
18,music,642,大空魔術　～ Magical Astronomy,249,146,7,,14,642,大空魔術　～ Magical Astronomy,249
18,music,644,向こう側の月,274,115,6,,8,644,向こう側の月,274
18,music,645,未知の花 魅知の旅,227,193,12,,24,645,未知の花 魅知の旅,227
18,music,648,衛星トリフネ,264,127,12,,14,648,衛星トリフネ,264
18,music,649,トロヤ群の密林,289,95,7,,10,649,トロヤ群の密林,289
18,music,652,天鳥船神社,361,56,4,,8,652,天鳥船神社,361
18,music,655,天鳥船神社の結界,330,71,5,,13,655,天鳥船神社の結界,330
18,music,657,宇宙に浮かぶ幻想郷,403,37,1,,7,657,宇宙に浮かぶ幻想郷,403
18,music,658,緑のサナトリウム,295,90,6,,10,658,緑のサナトリウム,295
18,music,659,牛に引かれて善光寺参り,270,118,9,,20,659,牛に引かれて善光寺参り,270
18,music,662,アガルタの風,252,143,10,,24,662,アガルタの風,252
18,music,663,イザナギオブジェクト,233,186,19,,20,663,イザナギオブジェクト,233
18,music,666,日本中の不思議を集めて,246,154,16,,25,666,日本中の不思議を集めて,246
18,music,668,他愛も無い二人の博物誌,142,525,43,,55,668,他愛も無い二人の博物誌,142
18,music,670,Dr.レイテンシーの眠れなくなる瞳,304,88,1,,8,670,Dr.レイテンシーの眠れなくなる瞳,304
18,music,672,須臾はプランクを超えて,422,32,1,,8,672,須臾はプランクを超えて,422
18,music,673,シュレディンガーの化猫,217,223,22,,26,673,シュレディンガーの化猫,217
18,music,675,禁忌の膜壁,366,54,4,,6,675,禁忌の膜壁,366
18,music,682,アウトサイダーカクテル,368,52,4,,5,682,アウトサイダーカクテル,368
18,music,685,旧世界の冒険酒場,441,26,2,,4,685,旧世界の冒険酒場,441
18,music,688,二日酔いの同床異夢,252,143,17,,25,688,二日酔いの同床異夢,252
18,music,689,秋霜玉　～ Clockworks,469,17,0,,2,689,秋霜玉　～ Clockworks,469
18,music,690,フォルスストロベリー,393,41,2,,7,690,フォルスストロベリー,393
18,music,691,プリムローズシヴァ,494,12,1,,3,691,プリムローズシヴァ,494
18,music,692,幻想帝都,567,3,0,,0,692,幻想帝都,567
18,music,693,ディザストラスジェミニ,513,9,0,,2,693,ディザストラスジェミニ,513
18,music,694,華の幻想　紅夢の宙,513,9,1,,2,694,華の幻想　紅夢の宙,513
18,music,695,天空アーミー,389,42,8,,9,695,天空アーミー,389
18,music,698,カナベラルの夢幻少女,441,26,1,,5,698,カナベラルの夢幻少女,441
18,music,700,アンティークテラー,523,8,1,,1,700,アンティークテラー,523
18,music,701,夢機械　～ Innocent Power,513,9,2,,0,701,夢機械　～ Innocent Power,513
18,music,703,少女神性　～ Pandora's Box,307,83,5,,12,703,少女神性　～ Pandora's Box,307
18,music,704,シルクロードアリス,354,61,3,,8,704,シルクロードアリス,354
18,music,707,ハーセルヴズ,401,38,3,,3,707,ハーセルヴズ,401
18,music,708,タイトルドメイド,576,1,0,,0,708,タイトルドメイド,576
18,music,709,稀翁玉　～ Fairy Dance,555,4,0,,0,709,稀翁玉　～ Fairy Dance,555
18,music,710,天鵞絨少女戦　～ Velvet Battle,410,35,3,,4,710,天鵞絨少女戦　～ Velvet Battle,410
18,music,711,Castle Explorer -in the Sky-,473,16,1,,2,711,Castle Explorer -in the Sky-,473
18,music,712,オルフェの詩　～ Pseudoclassic,436,29,4,,7,712,オルフェの詩　～ Pseudoclassic,436
18,music,713,新幻想　～ New Fantasy,462,19,1,,4,713,新幻想　～ New Fantasy,462
18,music,714,オルレアンの聖騎士,465,18,0,,2,714,オルレアンの聖騎士,465
18,music,715,My Maid Sweet Maid,465,18,2,,2,715,My Maid Sweet Maid,465
18,music,717,乙女戦士　～ Heart of Valkyrie,486,13,1,,1,717,乙女戦士　～ Heart of Valkyrie,486
18,music,720,Magical and Hopeless,478,14,1,,1,720,Magical and Hopeless,478
18,music,721,Sacred Battle,451,23,4,,10,721,Sacred Battle,451
18,music,722,AN ORDEAL FROM GOD,341,66,4,,8,722,AN ORDEAL FROM GOD,341
18,music,723,呑んべぇのレムリア,283,104,5,,10,723,呑んべぇのレムリア,283
18,music,724,キュアリアス上海古牌,250,144,15,,17,724,キュアリアス上海古牌,250
18,music,726,宵闇の魔術師,432,30,1,,5,726,宵闇の魔術師,432
18,music,727,Magic of Life,486,13,0,,2,727,Magic of Life,486
18,music,728,Plastic Space,546,5,0,,0,728,Plastic Space,546
18,music,729,Frontal Attack,507,10,1,,3,729,Frontal Attack,507
18,music,730,Inventive City,478,14,0,,3,730,Inventive City,478
18,music,731,夢幻回廊,306,84,5,,8,731,夢幻回廊,306
18,music,732,蓬莱幻想　～ far East,286,97,15,,10,732,蓬莱幻想　～ far East,286
18,music,733,夜の鳩山を飛ぶ,355,59,9,,10,733,夜の鳩山を飛ぶ,355
18,music,735,虹の架かる幻想郷,315,78,5,,11,735,虹の架かる幻想郷,315
18,music,736,妖異達の通り雨,295,90,6,,15,736,妖異達の通り雨,295
18,music,737,大吉キトゥン,151,461,22,,47,737,大吉キトゥン,151
18,music,738,深緑に隠された断崖,399,39,2,,6,738,深緑に隠された断崖,399
18,music,739,バンデットリィテクノロジー,236,176,8,,17,739,バンデットリィテクノロジー,236
18,music,740,駒草咲くパーペチュアルスノー,192,287,8,,31,740,駒草咲くパーペチュアルスノー,192
18,music,741,スモーキングドラゴン,266,125,4,,20,741,スモーキングドラゴン,266
18,music,742,廃れゆく産業遺構,198,262,11,,40,742,廃れゆく産業遺構,198
18,music,743,神代鉱石,225,205,6,,27,743,神代鉱石,225
18,music,744,待ちわびた逢魔が時,117,666,43,,89,744,待ちわびた逢魔が時,117
18,music,745,星降る天魔の山,109,720,53,,105,745,星降る天魔の山,109
18,music,746,ルナレインボー,220,215,12,,35,746,ルナレインボー,220
18,music,747,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,39,2187,206,,234,747,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,39
18,music,748,幻想の地下大線路網,150,464,30,,61,748,幻想の地下大線路網,150
18,music,749,龍王殺しのプリンセス,80,1032,48,,116,749,龍王殺しのプリンセス,80
18,music,750,嵐の後の日曜日,567,3,0,,0,750,嵐の後の日曜日,567
18,music,751,虹色の世界,403,37,1,,6,751,虹色の世界,403
18,music,752,水没した沈愁地獄,288,96,2,,11,752,水没した沈愁地獄,288
18,music,771,大地の底、剛欲の海,294,91,6,,7,771,大地の底、剛欲の海,294
18,music,772,強欲な獣のメメント,136,533,45,,70,772,強欲な獣のメメント,136
18,music,773,有機体全てのメメント　～ Memory of Fossil Energy.,79,1039,91,,126,773,有機体全てのメメント　～ Memory of Fossil Energy.,79
18,music,774,天理人欲,401,38,0,,6,774,天理人欲,401
18,music,775,東方剛欲異聞,372,51,2,,9,775,東方剛欲異聞,372
18,music,776,七ツ石の狼、雲を取りに駆ける,295,90,8,,16,776,七ツ石の狼、雲を取りに駆ける,295
18,music,779,コレクターの憂鬱な午後,237,175,10,,37,779,コレクターの憂鬱な午後,237
18,music,780,ワクワクする見慣れた幻想郷,323,73,1,,23,780,ワクワクする見慣れた幻想郷,323
18,music,781,妖怪フックオン,291,94,8,,15,781,妖怪フックオン,291
18,music,782,闇市場は場所を選ばない,215,229,13,,47,782,闇市場は場所を選ばない,215
18,music,783,弾幕を持て、バレットフィリア達よ,292,93,8,,19,783,弾幕を持て、バレットフィリア達よ,292
18,music,784,100回目のブラックマーケット,205,254,18,,56,784,100回目のブラックマーケット,205
18,music,9001,幻想科学（幻想機械）,283,104,5,,14,9001,幻想科学（幻想機械）,283
18,music,9002,恋色マスタースパーク（恋色マジック）,5,7883,832,,819,9002,恋色マスタースパーク（恋色マジック）,5
18,music,9003,サーカスレヴァリエ（機械サーカス）,268,120,9,,12,9003,サーカスレヴァリエ（機械サーカス）,268
18,music,9004,二色蓮花蝶,65,1328,117,,157,9004,二色蓮花蝶,65
18,music,9005,少女綺想曲,17,4031,359,,406,9005,少女綺想曲,17
18,music,9006,桜花之恋塚,154,458,56,,45,9006,桜花之恋塚,154
18,music,9007,花映塚,245,159,11,,21,9007,花映塚,245
18,music,9009,アンノウンX,129,570,23,,54,9009,アンノウンX,129
18,music,9010,憑依華（OP曲）,374,50,2,,7,9010,憑依華（OP曲）,374
18,work,1,東方靈異伝,26,1339,248,,187,1,東方靈異伝,26
18,work,2,東方封魔録,38,852,133,,71,2,東方封魔録,38
18,work,3,東方夢時空,34,961,159,,85,3,東方夢時空,34
18,work,4,東方幻想郷,16,2657,621,,189,4,東方幻想郷,16
18,work,5,東方怪綺談,31,1143,172,,110,5,東方怪綺談,31
18,work,6,東方紅魔郷,1,20928,7176,,1893,6,東方紅魔郷,1
18,work,7,東方妖々夢,3,12690,2603,,1004,7,東方妖々夢,3
18,work,8,東方永夜抄,2,14238,3169,,1187,8,東方永夜抄,2
18,work,9,東方花映塚,12,3301,469,,323,9,東方花映塚,12
18,work,10,東方文花帖,36,955,101,,90,10,東方文花帖,36
18,work,11,東方風神録,4,11766,2571,,1010,11,東方風神録,4
18,work,12,東方地霊殿,5,9158,1692,,754,12,東方地霊殿,5
18,work,13,東方星蓮船,10,3574,619,,351,13,東方星蓮船,10
18,work,14,ダブルスポイラー,41,680,61,,54,14,ダブルスポイラー,41
18,work,15,妖精大戦争,37,942,107,,86,15,妖精大戦争,37
18,work,16,東方神霊廟,11,3472,722,,329,16,東方神霊廟,11
18,work,17,東方輝針城,14,2985,558,,262,17,東方輝針城,14
18,work,18,弾幕アマノジャク,30,1147,141,,128,18,弾幕アマノジャク,30
18,work,19,東方紺珠伝,6,7177,1379,,732,19,東方紺珠伝,6
18,work,20,東方天空璋,17,2355,356,,241,20,東方天空璋,17
18,work,21,秘封ナイトメアダイアリー,46,452,43,,46,21,秘封ナイトメアダイアリー,46
18,work,22,東方鬼形獣,8,3679,562,,361,22,東方鬼形獣,8
18,work,23,東方萃夢想,32,994,121,,89,23,東方萃夢想,32
18,work,24,東方緋想天,19,1881,277,,136,24,東方緋想天,19
18,work,25,東方非想天則,18,2354,350,,136,25,東方非想天則,18
18,work,26,東方心綺楼,35,958,141,,99,26,東方心綺楼,35
18,work,27,東方深秘録,28,1216,123,,113,27,東方深秘録,28
18,work,28,東方憑依華,15,2950,394,,348,28,東方憑依華,15
18,work,29,東方剛欲異聞,22,1576,149,,192,29,東方剛欲異聞,22
18,work,30,幺樂団の歴史,53,251,14,,38,30,幺樂団の歴史,53
18,work,31,蓬莱人形,23,1534,229,,163,31,蓬莱人形,23
18,work,32,蓮台野夜行,42,616,77,,51,32,蓮台野夜行,42
18,work,33,夢違科学世紀,43,503,28,,34,33,夢違科学世紀,43
18,work,34,卯酉東海道,39,831,98,,86,34,卯酉東海道,39
18,work,35,大空魔術,29,1185,115,,107,35,大空魔術,29
18,work,36,未知の花　魅知の旅,54,214,16,,22,36,未知の花　魅知の旅,54
18,work,37,鳥船遺跡,49,313,31,,28,37,鳥船遺跡,49
18,work,38,伊弉諾物質,47,388,45,,39,38,伊弉諾物質,47
18,work,39,燕石博物誌,48,384,22,,31,39,燕石博物誌,48
18,work,40,旧約酒場,50,298,15,,23,40,旧約酒場,50
18,work,41,東方香霖堂,40,812,103,,69,41,東方香霖堂,40
18,work,42,東方三月精,27,1269,150,,117,42,東方三月精,27
18,work,43,東方文花帖（書籍）,52,264,24,,29,43,東方文花帖（書籍）,52
18,work,44,東方求聞史紀 / 東方求聞口授,33,982,67,,106,44,東方求聞史紀 / 東方求聞口授,33
18,work,45,東方儚月抄,20,1719,155,,197,45,東方儚月抄,20
18,work,46,The Grimoire of Marisa,45,458,59,,43,46,The Grimoire of Marisa,45
18,work,47,東方茨歌仙,9,3602,513,,335,47,東方茨歌仙,9
18,work,48,東方鈴奈庵,13,3029,378,,278,48,東方鈴奈庵,13
18,work,49,東方文果真報,51,294,16,,21,49,東方文果真報,51
18,work,50,The Grimoire of Usami 秘封倶楽部異界撮影記録,44,482,33,,41,50,The Grimoire of Usami 秘封倶楽部異界撮影記録,44
18,work,51,東方智霊奇伝 反則探偵さとり,25,1343,141,,141,51,東方智霊奇伝 反則探偵さとり,25
18,work,52,東方酔蝶華,24,1410,126,,161,52,東方酔蝶華,24
18,work,53,東方Project人妖名鑑 宵闇編,55,152,15,,10,53,東方Project人妖名鑑 宵闇編,55
18,work,54,東方虹龍洞,7,4476,662,,471,54,東方虹龍洞,7
18,work,55,虹色のセプテントリオン,57,107,7,,27,55,虹色のセプテントリオン,57
18,work,56,東方Project人妖名鑑 常世編,56,116,5,,7,56,東方Project人妖名鑑 常世編,56
18,work,57,バレットフィリア達の闇市場,21,1715,197,,258,57,バレットフィリア達の闇市場,21
19,character,1,博麗 霊夢,2,16497,3066,,3357,1,博麗 霊夢,2
19,character,2,霧雨 魔理沙,1,17612,3494,,3721,2,霧雨 魔理沙,1
19,character,3,ルーミア,19,4933,738,,1195,3,ルーミア,19
19,character,4,大妖精,61,1517,126,,301,4,大妖精,61
19,character,5,チルノ,15,5981,971,,1520,5,チルノ,15
19,character,6,紅 美鈴,23,4335,576,,924,6,紅 美鈴,23
19,character,7,小悪魔,57,1628,140,,329,7,小悪魔,57
19,character,8,パチュリー・ノーレッジ,18,5061,664,,916,8,パチュリー・ノーレッジ,18
19,character,9,十六夜 咲夜,6,13173,2407,,2825,9,十六夜 咲夜,6
19,character,10,レミリア・スカーレット,7,12575,2104,,2750,10,レミリア・スカーレット,7
19,character,11,フランドール・スカーレット,3,16343,3872,,3700,11,フランドール・スカーレット,3
19,character,12,レティ・ホワイトロック,106,689,83,,154,12,レティ・ホワイトロック,106
19,character,13,橙,50,1946,192,,443,13,橙,50
19,character,14,アリス・マーガトロイド,11,6774,1019,,1179,14,アリス・マーガトロイド,11
19,character,15,リリーホワイト,90,981,119,,222,15,リリーホワイト,90
19,character,16,ルナサ・プリズムリバー,89,1060,132,,206,16,ルナサ・プリズムリバー,89
19,character,17,メルラン・プリズムリバー,113,559,41,,129,17,メルラン・プリズムリバー,113
19,character,18,リリカ・プリズムリバー,120,471,34,,95,18,リリカ・プリズムリバー,120
19,character,19,魂魄 妖夢,5,13751,3189,,2820,19,魂魄 妖夢,5
19,character,20,西行寺 幽々子,10,7224,1025,,1442,20,西行寺 幽々子,10
19,character,21,八雲 藍,24,4064,529,,830,21,八雲 藍,24
19,character,22,八雲 紫,16,5552,692,,1088,22,八雲 紫,16
19,character,23,リグル・ナイトバグ,87,1108,199,,256,23,リグル・ナイトバグ,87
19,character,24,ミスティア・ローレライ,63,1501,204,,292,24,ミスティア・ローレライ,63
19,character,25,上白沢 慧音,55,1709,180,,303,25,上白沢 慧音,55
19,character,26,因幡 てゐ,67,1414,119,,254,26,因幡 てゐ,67
19,character,27,鈴仙・優曇華院・イナバ,14,6194,769,,1186,27,鈴仙・優曇華院・イナバ,14
19,character,28,八意 永琳,53,1829,145,,378,28,八意 永琳,53
19,character,29,蓬莱山 輝夜,34,2966,335,,512,29,蓬莱山 輝夜,34
19,character,30,藤原 妹紅,8,8748,1532,,1730,30,藤原 妹紅,8
19,character,31,伊吹 萃香,30,3451,427,,650,31,伊吹 萃香,30
19,character,32,射命丸 文,13,6429,995,,1131,32,射命丸 文,13
19,character,33,メディスン・メランコリー,96,866,86,,149,33,メディスン・メランコリー,96
19,character,34,風見 幽香,26,3813,486,,734,34,風見 幽香,26
19,character,35,小野塚 小町,88,1105,91,,195,35,小野塚 小町,88
19,character,36,四季映姫・ヤマザナドゥ,25,3815,479,,728,36,四季映姫・ヤマザナドゥ,25
