round,source_category,source_id,source_name,source_rank,position,count,id,name,rate
19,music,49,狂気の瞳　～ Invisible Full Moon,26,4,114,353,狂気の瞳　～ Invisible Full Moon,0.04177354342249908
19,music,49,狂気の瞳　～ Invisible Full Moon,26,5,135,404,狂気の瞳　～ Invisible Full Moon,0.04946866984243312
19,music,50,ヴォヤージュ1969,76,1,947,50,ヴォヤージュ1969,0.9432270916334662
19,music,50,ヴォヤージュ1969,76,2,57,616,ヴォヤージュ1969,0.05677290836653386
19,music,51,千年幻想郷　～ History of the Moon,19,1,3373,51,千年幻想郷　～ History of the Moon,0.9859690149079217
19,music,51,千年幻想郷　～ History of the Moon,19,2,48,633,千年幻想郷　～ History of the Moon,0.014030985092078339
19,music,52,竹取飛翔　～ Lunatic Princess,20,1,3164,52,竹取飛翔　～ Lunatic Princess,0.9732390033835743
19,music,52,竹取飛翔　～ Lunatic Princess,20,2,87,626,竹取飛翔　～ Lunatic Princess,0.026760996616425715
19,music,55,月まで届け、不死の煙,4,1,6615,55,月まで届け、不死の煙,0.9755198348326205
19,music,55,月まで届け、不死の煙,4,2,114,315,月まで届け、不死の煙,0.01681167969326058
19,music,55,月まで届け、不死の煙,4,3,52,630,月まで届け不死の煙,0.007668485474118861
19,music,59,萃夢想,147,1,398,59,萃夢想,0.8903803131991052
19,music,59,萃夢想,147,2,49,204,萃夢想,0.10961968680089486
19,music,60,東方妖恋談,209,1,62,60,東方妖恋談,0.26609442060085836
19,music,60,東方妖恋談,209,2,48,154,東方妖恋談,0.20600858369098712
19,music,60,東方妖恋談,209,3,32,218,東方妖恋談,0.13733905579399142
19,music,60,東方妖恋談,209,4,91,485,東方妖恋談,0.3905579399141631
19,music,63,魔女達の舞踏会,132,1,256,63,魔女達の舞踏会,0.46972477064220186
19,music,63,魔女達の舞踏会,132,2,289,705,魔女達の舞踏会　～ Magus,0.5302752293577981
19,music,67,人形裁判,36,1,1844,24,人形裁判　～ 人の形弄びし少女,0.9350912778904665
19,music,67,人形裁判,36,2,110,67,人形裁判,0.055780933062880324
19,music,67,人形裁判,36,3,18,620,人形裁判　～ 人の形弄びし少女,0.009127789046653144
19,music,74,Demystify Feast,103,1,460,74,Demystify Feast,0.6233062330623306
19,music,74,Demystify Feast,103,2,278,639,Demystify Feast,0.37669376693766937
19,music,92,砕月,13,1,3643,92,砕月,0.8485907290938738
19,music,92,砕月,13,2,650,163,砕月,0.15140927090612624
19,music,94,春色小径　～ Colorful Path,138,1,481,94,春色小径　～ Colorful Path,0.9075471698113208
19,music,94,春色小径　～ Colorful Path,138,2,49,256,春色小径　～ Colorful Path,0.09245283018867924
19,music,96,フラワリングナイト,23,1,2378,96,フラワリングナイト,0.8517191977077364
19,music,96,フラワリングナイト,23,2,414,156,フラワリングナイト,0.14828080229226362
19,music,102,お宇佐さまの素い幡,234,1,157,102,お宇佐さまの素い幡,0.9075144508670521
19,music,102,お宇佐さまの素い幡,234,2,16,629,お宇佐さまの素い幡,0.09248554913294797
19,music,106,彼岸帰航　～ Riverside View,127,1,472,106,彼岸帰航　～ Riverside View,0.8428571428571429
19,music,106,彼岸帰航　～ Riverside View,127,2,47,166,彼岸帰航　～ Riverside View,0.08392857142857142
19,music,106,彼岸帰航　～ Riverside View,127,3,41,627,彼岸帰航　～ Riverside View,0.07321428571428572
19,music,107,六十年目の東方裁判　～ Fate of Sixty Years,35,1,1889,107,六十年目の東方裁判　～ Fate of Sixty Years,0.9632840387557369
19,music,107,六十年目の東方裁判　～ Fate of Sixty Years,35,2,72,661,六十年目の東方裁判　～ Fate of Sixty Years,0.03671596124426313
19,music,115,東の国の眠らない夜,91,1,705,115,東の国の眠らない夜,0.8294117647058824
19,music,115,東の国の眠らない夜,91,2,145,637,東の国の眠らない夜,0.17058823529411765
19,music,116,レトロスペクティブ京都,124,1,532,116,レトロスペクティブ京都,0.8881469115191987
19,music,116,レトロスペクティブ京都,124,2,67,631,レトロスペクティブ京都,0.11185308848080133
19,music,117,風神少女,39,1,491,103,風神少女　 (Short Version),0.290704558910598
19,music,117,風神少女,39,2,972,117,風神少女,0.5754884547069272
19,music,117,風神少女,39,3,105,165,風神少女,0.06216696269982238
19,music,117,風神少女,39,4,121,559,風神少女,0.07164002368265246
19,music,124,芥川龍之介の河童　～ Candid Friend,51,1,1253,124,芥川龍之介の河童　～ Candid Friend,0.9073135409123824
19,music,124,芥川龍之介の河童　～ Candid Friend,51,2,69,262,芥川龍之介の河童　～ Candid Friend,0.0499637943519189
19,music,124,芥川龍之介の河童　～ Candid Friend,51,3,59,311,芥川龍之介の河童　～ Candid Friend,0.042722664735698766
19,music,126,妖怪の山　～ Mysterious Mountain,56,1,1254,126,妖怪の山　～ Mysterious Mountain,0.9351230425055929
19,music,126,妖怪の山　～ Mysterious Mountain,56,2,70,227,妖怪の山　～ Mysterious Mountain,0.05219985085756898
19,music,126,妖怪の山　～ Mysterious Mountain,56,3,17,303,妖怪の山　～ Mysterious Mountain,0.01267710663683818
19,music,127,少女が見た日本の原風景,52,1,1269,127,少女が見た日本の原風景,0.9222383720930233
19,music,127,少女が見た日本の原風景,52,2,107,801,少女が見た日本の原風景,0.07776162790697674
19,music,128,信仰は儚き人間の為に,25,1,2562,128,信仰は儚き人間の為に,0.9689863842662633
19,music,128,信仰は儚き人間の為に,25,2,82,209,信仰は儚き人間の為に,0.031013615733736764
19,music,129,御柱の墓場　～ Grave of Being,216,1,212,129,御柱の墓場　～ Grave of Being,0.986046511627907
19,music,129,御柱の墓場　～ Grave of Being,216,2,3,757,御柱の墓場,0.013953488372093023
19,music,130,神さびた古戦場　～ Suwa Foughten Field,62,1,1161,130,神さびた古戦場　～ Suwa Foughten Field,0.9772727272727273
19,music,130,神さびた古戦場　～ Suwa Foughten Field,62,2,27,765,神さびた古戦場,0.022727272727272728
19,music,131,明日ハレの日、ケの昨日,45,1,1380,131,明日ハレの日、ケの昨日,0.905511811023622
19,music,131,明日ハレの日、ケの昨日,45,2,69,213,明日ハレの日、ケの昨日,0.045275590551181105
19,music,131,明日ハレの日、ケの昨日,45,3,75,647,明日ハレの日、ケの昨日,0.04921259842519685
19,music,135,プレイヤーズスコア,305,1,45,135,プレイヤーズスコア,0.4945054945054945
19,music,135,プレイヤーズスコア,305,2,14,184,プレイヤーズスコア,0.15384615384615385
19,music,135,プレイヤーズスコア,305,3,8,202,プレイヤーズスコア,0.08791208791208792
19,music,135,プレイヤーズスコア,305,4,8,237,プレイヤーズスコア,0.08791208791208792
19,music,135,プレイヤーズスコア,305,5,4,255,プレイヤーズスコア,0.04395604395604396
19,music,135,プレイヤーズスコア,305,6,7,295,プレイヤーズスコア,0.07692307692307693
19,music,135,プレイヤーズスコア,305,7,5,352,プレイヤーズスコア,0.054945054945054944
19,music,138,地の色は黄色,163,1,323,138,地の色は黄色,0.8522427440633246
19,music,138,地の色は黄色,163,2,56,378,地の色は黄色　～Primrose,0.14775725593667546
19,music,141,香る樹葉花,306,1,71,141,香る樹葉花,0.797752808988764
19,music,141,香る樹葉花,306,2,18,394,至る有頂天,0.20224719101123595
19,music,149,天衣無縫,141,1,476,149,天衣無縫,0.9444444444444444
19,music,149,天衣無縫,141,2,28,416,天衣無縫　～ Yellow Lily,0.05555555555555555
19,music,150,有頂天変　～ Wonderful Heaven,57,1,1272,150,有頂天変　～ Wonderful Heaven,0.962178517397882
19,music,150,有頂天変　～ Wonderful Heaven,57,2,50,406,有頂天変　～ Wonderful Heaven,0.037821482602118005
19,music,155,星の器　～ Casket of Star,129,1,253,155,星の器　～ Casket of Star,0.44858156028368795
19,music,155,星の器　～ Casket of Star,129,2,311,517,星の器　～ Casket of Star,0.5514184397163121
19,music,162,夜が降りてくる,98,1,530,75,夜が降りてくる　～ Evening Star,0.6608478802992519
19,music,162,夜が降りてくる,98,2,54,162,夜が降りてくる,0.06733167082294264
19,music,162,夜が降りてくる,98,3,153,407,夜が降りてくる　～ Evening Star,0.19077306733167082
19,music,162,夜が降りてくる,98,4,65,619,夜が降りてくる　～ Evening Star,0.08104738154613467
19,music,168,暗闇の風穴,211,1,220,168,暗闇の風穴,0.990990990990991
19,music,168,暗闇の風穴,211,2,2,754,暗闇の風穴,0.009009009009009009
19,music,169,封じられた妖怪　～ Lost Place,253,1,114,169,封じられた妖怪　～ Lost Place,0.8321167883211679
19,music,169,封じられた妖怪　～ Lost Place,253,2,23,762,封じられた妖怪,0.1678832116788321
19,music,172,旧地獄街道を行く,116,1,606,172,旧地獄街道を行く,0.9513343799058085
19,music,172,旧地獄街道を行く,116,2,31,755,旧地獄街道を行く,0.04866562009419152
19,music,173,華のさかづき大江山,164,1,332,173,華のさかづき大江山,0.924791086350975
19,music,173,華のさかづき大江山,164,2,27,767,華のさかづき大江山,0.07520891364902507
19,music,174,ハートフェルトファンシー,154,1,386,174,ハートフェルトファンシー,0.9530864197530864
19,music,174,ハートフェルトファンシー,154,2,19,660,ハートフェルトファンシー,0.04691358024691358
19,music,177,死体旅行　～ Be of good cheer!,100,1,675,177,死体旅行　～ Be of good cheer!,0.8687258687258688
19,music,177,死体旅行　～ Be of good cheer!,100,2,102,806,死体旅行　～ Be of good cheer!,0.13127413127413126
19,music,178,業火マントル,220,1,192,178,業火マントル,0.9458128078817734
19,music,178,業火マントル,220,2,11,756,業火マントル,0.054187192118226604
19,music,179,霊知の太陽信仰　～ Nuclear Fusion,38,1,1746,179,霊知の太陽信仰　～ Nuclear Fusion,0.9287234042553192
19,music,179,霊知の太陽信仰　～ Nuclear Fusion,38,2,108,212,霊知の太陽信仰　～ Nuclear Fusion,0.0574468085106383
19,music,179,霊知の太陽信仰　～ Nuclear Fusion,38,3,26,768,霊知の太陽信仰,0.013829787234042552
19,music,181,ハルトマンの妖怪少女,3,1,6519,181,ハルトマンの妖怪少女,0.9047883414295628
19,music,181,ハルトマンの妖怪少女,3,2,366,263,ハルトマンの妖怪少女,0.050798056904927134
19,music,181,ハルトマンの妖怪少女,3,3,206,312,ハルトマンの妖怪少女,0.028591256072172104
19,music,181,ハルトマンの妖怪少女,3,4,114,654,ハルトマンの妖怪少女,0.01582234559333796
19,music,186,春の湊に,54,1,1276,186,春の湊に,0.9403095062638173
19,music,186,春の湊に,54,2,81,804,春の湊に,0.05969049373618276
19,music,189,万年置き傘にご注意を,101,1,690,189,万年置き傘にご注意を,0.9126984126984127
19,music,189,万年置き傘にご注意を,101,2,66,763,万年置き傘にご注意を,0.0873015873015873
19,music,191,時代親父とハイカラ少女,264,1,102,191,時代親父とハイカラ少女,0.8225806451612904
19,music,191,時代親父とハイカラ少女,264,2,15,258,時代親父とハイカラ少女,0.12096774193548387
19,music,191,時代親父とハイカラ少女,264,3,7,307,時代親父とハイカラ少女,0.056451612903225805
19,music,193,キャプテン・ムラサ,152,1,381,193,キャプテン・ムラサ,0.9093078758949881
19,music,193,キャプテン・ムラサ,152,2,38,764,キャプテンムラサ,0.09069212410501193
19,music,194,魔界地方都市エソテリア,191,1,266,194,魔界地方都市エソテリア,0.9300699300699301
19,music,194,魔界地方都市エソテリア,191,2,20,686,魔界地方都市エソテリア,0.06993006993006994
19,music,197,感情の摩天楼　～ Cosmic Mind,22,1,2451,197,感情の摩天楼　～ Cosmic Mind,0.8941991973732214
19,music,197,感情の摩天楼　～ Cosmic Mind,22,2,156,259,感情の摩天楼　～ Cosmic Mind,0.05691353520612915
19,music,197,感情の摩天楼　～ Cosmic Mind,22,3,81,308,感情の摩天楼　～ Cosmic Mind,0.029551258664720904
19,music,197,感情の摩天楼　～ Cosmic Mind,22,4,53,656,感情の摩天楼　～ Cosmic Mind,0.01933600875592849
19,music,198,夜空のユーフォーロマンス,145,1,413,198,夜空のユーフォーロマンス,0.9017467248908297
19,music,198,夜空のユーフォーロマンス,145,2,45,653,夜空のユーフォーロマンス,0.0982532751091703
19,music,208,悠久の蒸気機関,208,1,192,208,悠久の蒸気機関,0.8135593220338984
19,music,208,悠久の蒸気機関,208,2,44,424,悠久の蒸気機関,0.1864406779661017
19,music,216,the Grimoire of Alice,139,1,137,216,the Grimoire of Alice,0.2712871287128713
19,music,216,the Grimoire of Alice,139,2,368,551,the Grimoire of Alice,0.7287128712871287
19,music,224,妖怪モダンコロニー,299,1,81,224,妖怪モダンコロニー,0.9204545454545454
19,music,224,妖怪モダンコロニー,299,2,7,575,妖怪モダンコロニー,0.07954545454545454
19,music,226,無間の鐘　～ Infinite Nightmare,113,1,542,226,無間の鐘　～ Infinite Nightmare,0.8784440842787682
19,music,226,無間の鐘　～ Infinite Nightmare,113,2,75,646,無間の鐘　～ Infinite Nightmare,0.12155591572123177
19,music,229,可愛い大戦争のリフレーン,316,1,62,229,可愛い大戦争のリフレーン,0.775
19,music,229,可愛い大戦争のリフレーン,316,2,18,571,可愛い大戦争のリフレーン,0.225
19,music,231,年中夢中の好奇心,285,1,84,231,年中夢中の好奇心,0.8
19,music,231,年中夢中の好奇心,285,2,21,576,年中夢中の好奇心,0.2
19,music,232,真夜中のフェアリーダンス,196,1,231,232,真夜中のフェアリーダンス,0.8492647058823529
19,music,232,真夜中のフェアリーダンス,196,2,41,577,真夜中のフェアリーダンス,0.15073529411764705
19,music,233,妖精大戦争　～ Fairy Wars,210,1,187,233,妖精大戦争　～ Fairy Wars,0.8348214285714286
19,music,233,妖精大戦争　～ Fairy Wars,210,2,37,578,妖精大戦争　～ Fairy Wars,0.16517857142857142
19,music,235,メイガスナイト,47,1,1177,235,メイガスナイト,0.813969571230982
19,music,235,メイガスナイト,47,2,146,257,メイガスナイト,0.10096818810511757
19,music,235,メイガスナイト,47,3,123,579,メイガスナイト,0.08506224066390042
19,music,243,素敵な墓場で暮しましょ,218,1,156,243,素敵な墓場で暮しましょ,0.7289719626168224
19,music,243,素敵な墓場で暮しましょ,218,2,58,667,素敵な墓場で暮しましょ,0.27102803738317754
19,music,245,デザイアドライブ,32,1,2197,245,デザイアドライブ,0.9669894366197183
19,music,245,デザイアドライブ,32,2,75,650,デザイアドライブ,0.03301056338028169
19,music,246,古きユアンシェン,88,1,846,246,古きユアンシェン,0.9803012746234068
19,music,246,古きユアンシェン,88,2,17,580,古きユアンシェン,0.019698725376593278
19,music,248,大神神話伝,145,1,380,248,大神神話伝,0.8444444444444444
19,music,248,大神神話伝,145,2,16,260,大神神話伝,0.035555555555555556
19,music,248,大神神話伝,145,3,16,309,大神神話伝,0.035555555555555556
19,music,248,大神神話伝,145,4,38,683,大神神話伝,0.08444444444444445
19,music,250,聖徳伝説　～ True Administrator,48,1,1147,250,聖徳伝説　～ True Administrator,0.8222222222222222
19,music,250,聖徳伝説　～ True Administrator,48,2,137,261,聖徳伝説　～ True Administrator,0.0982078853046595
19,music,250,聖徳伝説　～ True Administrator,48,3,111,310,聖徳伝説　～ True Administrator,0.07956989247311828
19,music,251,妖怪裏参道,262,1,111,251,妖怪裏参道,0.8604651162790697
19,music,251,妖怪裏参道,262,2,18,664,妖怪裏参道,0.13953488372093023
19,music,252,佐渡の二ッ岩,129,1,465,252,佐渡の二ッ岩,0.8393501805054152
19,music,252,佐渡の二ッ岩,129,2,35,264,佐渡の二ッ岩,0.0631768953068592
19,music,252,佐渡の二ッ岩,129,3,54,808,佐渡の二ッ岩,0.09747292418772563
19,music,265,幻想郷の二ッ岩,312,1,50,265,幻想郷の二ッ岩,0.5882352941176471
19,music,265,幻想郷の二ッ岩,312,2,35,313,幻想郷の二ッ岩,0.4117647058823529
19,music,266,亡失のエモーション,90,1,689,266,亡失のエモーション,0.8569651741293532
19,music,266,亡失のエモーション,90,2,71,314,亡失のエモーション,0.08830845771144279
19,music,266,亡失のエモーション,90,3,44,687,亡失のエモーション,0.05472636815920398
19,music,268,心綺楼囃子,226,1,152,268,心綺楼囃子,0.7958115183246073
19,music,268,心綺楼囃子,226,2,30,275,心綺楼祭囃子,0.15706806282722513
19,music,268,心綺楼囃子,226,3,9,387,心綺楼演舞,0.04712041884816754
19,music,280,秘境のマーメイド,240,1,149,280,秘境のマーメイド,0.9675324675324676
19,music,280,秘境のマーメイド,240,2,5,297,秘境のマーメイド,0.032467532467532464
19,music,281,運河を行き交う人妖,376,1,43,281,運河を行き交う人妖,0.8775510204081632
19,music,281,運河を行き交う人妖,376,2,6,587,運河を行き交う人妖,0.12244897959183673
19,music,286,幻想浄瑠璃,105,1,691,286,幻想浄瑠璃,0.9401360544217687
19,music,286,幻想浄瑠璃,105,2,44,301,幻想浄瑠璃,0.05986394557823129
19,music,287,空中に沈む輝針城,199,1,233,287,空中に沈む輝針城,0.9588477366255144
19,music,287,空中に沈む輝針城,199,2,10,674,空中に沈む輝針城,0.0411522633744856
19,music,288,リバースイデオロギー,71,1,898,288,リバースイデオロギー,0.889990089197225
19,music,288,リバースイデオロギー,71,2,78,299,リバースイデオロギー,0.07730426164519326
19,music,288,リバースイデオロギー,71,3,33,681,リバースイデオロギー,0.03270564915758176
19,music,290,輝く針の小人族　～ Little Princess,30,1,2316,290,輝く針の小人族　～ Little Princess,0.9414634146341463
19,music,290,輝く針の小人族　～ Little Princess,30,2,91,316,輝く針の小人族　～ Little Princess,0.03699186991869919
19,music,290,輝く針の小人族　～ Little Princess,30,3,53,401,輝く針の小人族　～ Little Princess,0.021544715447154472
19,music,304,永遠の三日天下,159,1,355,304,永遠の三日天下,0.9244791666666666
19,music,304,永遠の三日天下,159,2,29,678,永遠の三日天下,0.07552083333333333
19,music,325,外界フォークロア,423,1,18,325,外界フォークロア,0.5454545454545454
19,music,325,外界フォークロア,423,2,5,357,境界フォークロア,0.15151515151515152
19,music,325,外界フォークロア,423,3,10,391,夢世界フォークロア,0.30303030303030304
19,music,328,オカルトアラカルト,431,1,19,328,オカルトアラカルト,0.6785714285714286
19,music,328,オカルトアラカルト,431,2,5,356,オカルトアトラクト,0.17857142857142858
19,music,328,オカルトアラカルト,431,3,4,397,オカルトアトラクト,0.14285714285714285
19,music,331,対蹠地の鐘,480,1,13,331,対蹠地の鐘,0.7222222222222222
19,music,331,対蹠地の鐘,480,2,3,355,億万劫の鐘,0.16666666666666666
19,music,331,対蹠地の鐘,480,3,2,399,億万劫の鐘,0.1111111111111111
19,music,332,竹林インフレイム,340,1,41,332,竹林インフレイム,0.5694444444444444
19,music,332,竹林インフレイム,340,2,14,354,ネオ竹林インフレイム,0.19444444444444445
19,music,332,竹林インフレイム,340,3,17,398,ネオ竹林インフレイム,0.2361111111111111
19,music,333,華狭間のバトルフィールド,190,1,206,333,華狭間のバトルフィールド,0.7545787545787546
19,music,333,華狭間のバトルフィールド,190,2,67,402,華狭間のバトルフィールド,0.2454212454212454
19,music,334,ラストオカルティズム　～ 現し世の秘術師,112,1,559,334,ラストオカルティズム　～ 現し世の秘術師,0.8680124223602484
19,music,334,ラストオカルティズム　～ 現し世の秘術師,112,2,85,403,ラストオカルティズム　～ 現し世の秘術師,0.13198757763975155
19,music,336,忘れがたき、よすがの緑,212,1,166,336,忘れがたき、よすがの緑,0.7649769585253456
19,music,336,忘れがたき、よすがの緑,212,2,51,805,忘れがたき、よすがの緑,0.2350230414746544
19,music,337,兎は舞い降りた,143,1,425,337,兎は舞い降りた,0.8655804480651731
19,music,337,兎は舞い降りた,143,2,66,588,兎は舞い降りた,0.13441955193482688
19,music,339,九月のパンプキン,192,1,262,339,九月のパンプキン,0.891156462585034
19,music,339,九月のパンプキン,192,2,32,671,九月のパンプキン,0.10884353741496598
19,music,341,永遠の春夢,86,1,847,341,永遠の春夢,0.927710843373494
19,music,341,永遠の春夢,86,2,52,405,永遠の春夢,0.056955093099671415
19,music,341,永遠の春夢,86,3,14,431,永遠の春夢,0.01533406352683461
19,music,342,凍り付いた永遠の都,137,1,453,342,凍り付いた永遠の都,0.877906976744186
19,music,342,凍り付いた永遠の都,137,2,63,669,凍り付いた永遠の都,0.12209302325581395
19,music,346,故郷の星が映る海,64,1,1108,346,故郷の星が映る海,0.9389830508474576
19,music,346,故郷の星が映る海,64,2,72,676,故郷の星が映る海,0.061016949152542375
19,music,347,ピュアヒューリーズ　～ 心の在処,11,1,4313,347,ピュアヒューリーズ　～ 心の在処,0.9575932504440497
19,music,347,ピュアヒューリーズ　～ 心の在処,11,2,191,677,ピュアヒューリーズ　～ 心の在処,0.042406749555950266
19,music,349,パンデモニックプラネット,65,1,1064,349,パンデモニックプラネット,0.9407603890362511
19,music,349,パンデモニックプラネット,65,2,67,684,パンデモニックプラネット,0.0592396109637489
19,music,366,一対の神獣,233,1,151,366,一対の神獣,0.8830409356725146
19,music,366,一対の神獣,233,2,20,803,一対の神獣,0.11695906432748537
19,music,367,幻想のホワイトトラベラー,135,1,462,367,幻想のホワイトトラベラー,0.8603351955307262
19,music,367,幻想のホワイトトラベラー,135,2,75,777,幻想のホワイトトラベラー,0.13966480446927373
19,music,372,秘匿されたフォーシーズンズ,84,1,910,372,秘匿されたフォーシーズンズ,0.9795479009687836
19,music,372,秘匿されたフォーシーズンズ,84,2,19,432,秘匿されたフォーシーズンズ,0.02045209903121636
19,music,373,もうドアには入れない,272,1,102,373,もうドアには入れない,0.8947368421052632
19,music,373,もうドアには入れない,272,2,12,816,もうドアには入れない,0.10526315789473684
19,music,374,秘神マターラ　～ Hidden Star in All Seasons.,46,1,1374,374,秘神マターラ　～ Hidden Star in All Seasons.,0.9233870967741935
19,music,374,秘神マターラ　～ Hidden Star in All Seasons.,46,2,114,817,秘神マターラ,0.07661290322580645
19,music,396,今宵は飄逸なエゴイスト(Live ver)　～ Egoistic Flowers.,21,1,2748,396,今宵は飄逸なエゴイスト(Live ver)　～ Egoistic Flowers.,0.9308943089430894
19,music,396,今宵は飄逸なエゴイスト(Live ver)　～ Egoistic Flowers.,21,2,204,766,今宵は飄逸なエゴイスト　～ Egoistic Flowers.,0.06910569105691057
19,music,427,ルナティックドリーマー,316,1,77,427,ルナティックドリーマー,0.927710843373494
19,music,427,ルナティックドリーマー,316,2,6,785,ルナティックドリーマー,0.07228915662650602
19,music,429,バー・オールドアダム,245,1,40,429,バー・オールドアダム,0.2564102564102564
19,music,429,バー・オールドアダム,245,2,116,679,バー・オールドアダム,0.7435897435897436
19,music,430,燕石博物誌が連れてきた闇,386,1,12,430,燕石博物誌が連れてきた闇,0.2608695652173913
19,music,430,燕石博物誌が連れてきた闇,386,2,34,680,燕石博物誌が連れてきた闇,0.7391304347826086
19,music,438,不朽の曼珠沙華,415,1,31,438,不朽の曼珠沙華,0.8857142857142857
19,music,438,不朽の曼珠沙華,415,2,4,758,不朽の曼殊沙華,0.11428571428571428
19,music,439,セラフィックチキン,186,1,237,439,セラフィックチキン,0.79
19,music,439,セラフィックチキン,186,2,63,769,セラフィックチキン,0.21
19,music,441,トータスドラゴン　〜幸運と不運,171,1,225,441,トータスドラゴン　〜幸運と不運,0.665680473372781
19,music,441,トータスドラゴン　〜幸運と不運,171,2,113,809,トータスドラゴン　～ 幸運と不運,0.3343195266272189
19,music,447,聖徳太子のペガサス　〜Dark Pegasus,118,1,489,447,聖徳太子のペガサス　〜Dark Pegasus,0.7849117174959872
19,music,447,聖徳太子のペガサス　〜Dark Pegasus,118,2,134,810,聖徳太子のペガサス〜Dark Pegasus,0.21508828250401285
19,music,451,永遠の巫女,134,1,212,451,永遠の巫女,0.4108527131782946
19,music,451,永遠の巫女,134,2,304,600,永遠の巫女,0.5891472868217055
19,music,454,東方怪奇談,312,1,37,454,東方怪奇談,0.45121951219512196
19,music,454,東方怪奇談,312,2,45,593,東方怪奇談,0.5487804878048781
19,music,572,フェアリー冒険譚,442,1,13,572,フェアリー冒険譚,0.5416666666666666
19,music,572,フェアリー冒険譚,442,2,11,651,フェアリー冒険譚,0.4583333333333333
19,music,584,魔法使いの憂鬱,206,1,188,584,魔法使いの憂鬱,0.8430493273542601
19,music,584,魔法使いの憂鬱,206,2,35,753,魔法使いの憂鬱,0.15695067264573992
19,music,585,スプートニク幻夜,319,1,44,585,スプートニク幻夜,0.5866666666666667
19,music,585,スプートニク幻夜,319,2,31,696,スプートニク幻夜,0.41333333333333333
19,music,594,エニグマティクドール,194,1,187,594,エニグマティクドール,0.7110266159695817
19,music,594,エニグマティクドール,194,2,76,718,エニグマティクドール　～ God Knows,0.2889733840304182
19,music,597,Witch of Love Potion,224,1,138,597,Witch of Love Potion,0.7752808988764045
19,music,597,Witch of Love Potion,224,2,40,719,Witch of Love Potion,0.2247191011235955
19,music,598,リーインカーネイション,120,1,329,486,Reincarnation,0.5411184210526315
19,music,598,リーインカーネイション,120,2,279,598,リーインカーネイション,0.4588815789473684
19,music,610,魔法少女十字軍,203,1,137,610,魔法少女十字軍,0.5708333333333333
19,music,610,魔法少女十字軍,203,2,103,699,魔法少女十字軍,0.42916666666666664
19,music,623,幽玄の槭樹　～ Eternal Dream,236,1,139,57,Eternal Dream　～ 幽玄の槭樹,0.8128654970760234
19,music,623,幽玄の槭樹　～ Eternal Dream,236,2,32,623,幽玄の槭樹　～ Eternal Dream,0.1871345029239766
19,music,722,AN ORDEAL FROM GOD,381,1,27,722,AN ORDEAL FROM GOD,0.5625
19,music,722,AN ORDEAL FROM GOD,381,2,21,725,神魔討綺伝 AN ORDEAL FROM GOD,0.4375
19,music,723,呑んべぇのレムリア,307,1,20,583,呑んべぇのレムリア (Retro Ver),0.24096385542168675
19,music,723,呑んべぇのレムリア,307,2,63,723,呑んべぇのレムリア,0.7590361445783133
19,music,733,夜の鳩山を飛ぶ,397,1,17,564,夜の鳩山を飛ぶ‐Power Mix,0.40476190476190477
19,music,733,夜の鳩山を飛ぶ,397,2,25,733,夜の鳩山を飛ぶ,0.5952380952380952
19,music,744,待ちわびた逢魔が時,122,1,552,744,待ちわびた逢魔が時,0.9169435215946844
19,music,744,待ちわびた逢魔が時,122,2,50,807,待ちわびた逢魔が時,0.08305647840531562
19,music,746,ルナレインボー,252,1,132,746,ルナレインボー,0.9361702127659575
19,music,746,ルナレインボー,252,2,9,786,ルナレインボー,0.06382978723404255
19,music,747,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,42,1,1405,747,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,0.8484299516908212
19,music,747,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,42,2,116,778,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,0.07004830917874397
19,music,747,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,42,3,135,787,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,0.08152173913043478
19,music,751,虹色の世界,426,1,23,751,虹色の世界,0.7419354838709677
19,music,751,虹色の世界,426,2,8,788,虹色の世界,0.25806451612903225
19,music,772,強欲な獣のメメント,77,1,670,772,強欲な獣のメメント,0.6788247213779128
19,music,772,強欲な獣のメメント,77,2,317,811,強欲な獣のメメント,0.3211752786220871
19,music,9001,幻想科学（幻想機械）,278,1,89,622,幻想機械　～ Phantom Factory,0.7876106194690266
19,music,9001,幻想科学（幻想機械）,278,2,24,702,幻想科学　～ Doll's Phantom,0.21238938053097345
19,music,9002,恋色マスタースパーク（恋色マジック）,5,1,6142,47,恋色マスタースパーク,0.9354249162351508
19,music,9002,恋色マスタースパーク（恋色マジック）,5,2,111,62,恋色マジック,0.01690526957051477
19,music,9002,恋色マスタースパーク（恋色マジック）,5,3,33,215,恋色マジック,0.005025890953396284
19,music,9002,恋色マスタースパーク（恋色マジック）,5,4,111,306,恋色マスタースパーク,0.01690526957051477
19,music,9002,恋色マスタースパーク（恋色マジック）,5,5,103,473,恋色マジック,0.015686871763630827
19,music,9002,恋色マスタースパーク（恋色マジック）,5,6,66,761,恋色マスタースパーク,0.010051781906792567
19,music,9003,サーカスレヴァリエ（機械サーカス）,276,1,95,595,サーカスレヴァリエ,0.8715596330275229
19,music,9003,サーカスレヴァリエ（機械サーカス）,276,2,14,697,機械サーカス　～ Reverie,0.12844036697247707
