round,category,id,question,option_index,option,all,male,female
9,cp,003013000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003013000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,003013000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,003013000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,003013000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003013000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,003016027,您的年龄阶段,0,未满10岁,0,0,0
9,cp,003016027,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003016027,您的年龄阶段,2,15-19岁,1,1,0
9,cp,003016027,您的年龄阶段,3,20-24岁,0,0,0
9,cp,003016027,您的年龄阶段,4,25-29岁,0,0,0
9,cp,003016027,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003016027,您的年龄阶段,6,40岁以上,0,0,0
9,cp,003021033,您的年龄阶段,0,未满10岁,0,0,0
9,cp,003021033,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003021033,您的年龄阶段,2,15-19岁,1,1,0
9,cp,003021033,您的年龄阶段,3,20-24岁,0,0,0
9,cp,003021033,您的年龄阶段,4,25-29岁,0,0,0
9,cp,003021033,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003021033,您的年龄阶段,6,40岁以上,0,0,0
9,cp,003027028,您的年龄阶段,0,未满10岁,0,0,0
9,cp,003027028,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003027028,您的年龄阶段,2,15-19岁,6,6,0
9,cp,003027028,您的年龄阶段,3,20-24岁,0,0,0
9,cp,003027028,您的年龄阶段,4,25-29岁,0,0,0
9,cp,003027028,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003027028,您的年龄阶段,6,40岁以上,0,0,0
9,cp,003028000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,003028000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003028000,您的年龄阶段,2,15-19岁,5,5,0
9,cp,003028000,您的年龄阶段,3,20-24岁,4,4,0
9,cp,003028000,您的年龄阶段,4,25-29岁,1,1,0
9,cp,003028000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003028000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,003036000,您的年龄阶段,0,未满10岁,1,0,1
9,cp,003036000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003036000,您的年龄阶段,2,15-19岁,0,0,0
9,cp,003036000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,003036000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,003036000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003036000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,003056000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,003056000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003056000,您的年龄阶段,2,15-19岁,2,2,0
9,cp,003056000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,003056000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,003056000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003056000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,003057000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,003057000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003057000,您的年龄阶段,2,15-19岁,1,0,1
9,cp,003057000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,003057000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,003057000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003057000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,003071000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,003071000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003071000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,003071000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,003071000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,003071000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003071000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,003184000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,003184000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,003184000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,003184000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,003184000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,003184000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,003184000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004004000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004004000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004004000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004004000,您的年龄阶段,3,20-24岁,2,1,1
9,cp,004004000,您的年龄阶段,4,25-29岁,1,1,0
9,cp,004004000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004004000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005000,您的年龄阶段,0,未满10岁,2,1,1
9,cp,004005000,您的年龄阶段,1,10-14岁,29,21,8
9,cp,004005000,您的年龄阶段,2,15-19岁,352,322,30
9,cp,004005000,您的年龄阶段,3,20-24岁,206,191,15
9,cp,004005000,您的年龄阶段,4,25-29岁,28,28,0
9,cp,004005000,您的年龄阶段,5,30-40岁,12,11,1
9,cp,004005000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005006,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005006,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005006,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004005006,您的年龄阶段,3,20-24岁,1,1,0
9,cp,004005006,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005006,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005006,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005007,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005007,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005007,您的年龄阶段,2,15-19岁,2,2,0
9,cp,004005007,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004005007,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005007,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005007,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005009,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005009,您的年龄阶段,1,10-14岁,1,1,0
9,cp,004005009,您的年龄阶段,2,15-19岁,4,3,1
9,cp,004005009,您的年龄阶段,3,20-24岁,5,5,0
9,cp,004005009,您的年龄阶段,4,25-29岁,1,1,0
9,cp,004005009,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005009,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005010,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005010,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005010,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004005010,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004005010,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005010,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005010,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005012,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005012,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005012,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004005012,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004005012,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005012,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005012,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005013,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005013,您的年龄阶段,1,10-14岁,2,2,0
9,cp,004005013,您的年龄阶段,2,15-19岁,5,3,2
9,cp,004005013,您的年龄阶段,3,20-24岁,2,1,1
9,cp,004005013,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005013,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005013,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005016,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005016,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005016,您的年龄阶段,2,15-19岁,3,3,0
9,cp,004005016,您的年龄阶段,3,20-24岁,2,2,0
9,cp,004005016,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005016,您的年龄阶段,5,30-40岁,1,1,0
9,cp,004005016,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005027,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005027,您的年龄阶段,1,10-14岁,1,1,0
9,cp,004005027,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004005027,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004005027,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005027,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005027,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005029,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005029,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005029,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004005029,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004005029,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005029,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005029,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005035,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005035,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005035,您的年龄阶段,2,15-19岁,2,2,0
9,cp,004005035,您的年龄阶段,3,20-24岁,2,2,0
9,cp,004005035,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005035,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005035,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005037,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005037,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005037,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004005037,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004005037,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005037,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005037,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005056,您的年龄阶段,0,未满10岁,1,1,0
9,cp,004005056,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005056,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004005056,您的年龄阶段,3,20-24岁,1,1,0
9,cp,004005056,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005056,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005056,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005098,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005098,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005098,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004005098,您的年龄阶段,3,20-24岁,1,1,0
9,cp,004005098,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005098,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005098,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005180,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005180,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005180,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004005180,您的年龄阶段,3,20-24岁,1,1,0
9,cp,004005180,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005180,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005180,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005204,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004005204,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005204,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004005204,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004005204,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005204,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005204,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004005205,您的年龄阶段,0,未满10岁,1,1,0
9,cp,004005205,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004005205,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004005205,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004005205,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004005205,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004005205,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004007000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004007000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004007000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004007000,您的年龄阶段,3,20-24岁,1,1,0
9,cp,004007000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004007000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004007000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004007138,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004007138,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004007138,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004007138,您的年龄阶段,3,20-24岁,1,0,1
9,cp,004007138,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004007138,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004007138,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004013000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004013000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004013000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004013000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004013000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004013000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004013000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004015000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004015000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004015000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004015000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004015000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004015000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004015000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004016000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004016000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004016000,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004016000,您的年龄阶段,3,20-24岁,1,1,0
9,cp,004016000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004016000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004016000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004020000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004020000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004020000,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004020000,您的年龄阶段,3,20-24岁,1,1,0
9,cp,004020000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004020000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004020000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004020021,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004020021,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004020021,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004020021,您的年龄阶段,3,20-24岁,1,1,0
9,cp,004020021,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004020021,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004020021,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004028037,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004028037,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004028037,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004028037,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004028037,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004028037,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004028037,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004035000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004035000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004035000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004035000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004035000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004035000,您的年龄阶段,5,30-40岁,1,1,0
9,cp,004035000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004038000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004038000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004038000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004038000,您的年龄阶段,3,20-24岁,1,1,0
9,cp,004038000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004038000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004038000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004047000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004047000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004047000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004047000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004047000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004047000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004047000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004098000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004098000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004098000,您的年龄阶段,2,15-19岁,0,0,0
9,cp,004098000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004098000,您的年龄阶段,4,25-29岁,1,1,0
9,cp,004098000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004098000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004137000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004137000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004137000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004137000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004137000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004137000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004137000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,004204000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,004204000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,004204000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,004204000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,004204000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,004204000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,004204000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005005000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005005000,您的年龄阶段,1,10-14岁,1,0,1
9,cp,005005000,您的年龄阶段,2,15-19岁,2,2,0
9,cp,005005000,您的年龄阶段,3,20-24岁,1,1,0
9,cp,005005000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005005000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005005000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005006009,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005006009,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005006009,您的年龄阶段,2,15-19岁,1,1,0
9,cp,005006009,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005006009,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005006009,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005006009,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005006020,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005006020,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005006020,您的年龄阶段,2,15-19岁,0,0,0
9,cp,005006020,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005006020,您的年龄阶段,4,25-29岁,1,1,0
9,cp,005006020,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005006020,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005009000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005009000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005009000,您的年龄阶段,2,15-19岁,2,2,0
9,cp,005009000,您的年龄阶段,3,20-24岁,1,1,0
9,cp,005009000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005009000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005009000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005010000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005010000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005010000,您的年龄阶段,2,15-19岁,2,2,0
9,cp,005010000,您的年龄阶段,3,20-24岁,1,1,0
9,cp,005010000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005010000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005010000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005010039,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005010039,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005010039,您的年龄阶段,2,15-19岁,1,1,0
9,cp,005010039,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005010039,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005010039,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005010039,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005011000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005011000,您的年龄阶段,1,10-14岁,2,1,1
9,cp,005011000,您的年龄阶段,2,15-19岁,0,0,0
9,cp,005011000,您的年龄阶段,3,20-24岁,3,2,1
9,cp,005011000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005011000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005011000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005011026,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005011026,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005011026,您的年龄阶段,2,15-19岁,1,1,0
9,cp,005011026,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005011026,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005011026,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005011026,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005011057,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005011057,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005011057,您的年龄阶段,2,15-19岁,1,1,0
9,cp,005011057,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005011057,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005011057,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005011057,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005013000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005013000,您的年龄阶段,1,10-14岁,3,1,2
9,cp,005013000,您的年龄阶段,2,15-19岁,14,14,0
9,cp,005013000,您的年龄阶段,3,20-24岁,5,5,0
9,cp,005013000,您的年龄阶段,4,25-29岁,4,4,0
9,cp,005013000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005013000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005013016,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005013016,您的年龄阶段,1,10-14岁,1,1,0
9,cp,005013016,您的年龄阶段,2,15-19岁,0,0,0
9,cp,005013016,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005013016,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005013016,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005013016,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005014000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005014000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005014000,您的年龄阶段,2,15-19岁,1,0,1
9,cp,005014000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005014000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005014000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005014000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005016000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005016000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005016000,您的年龄阶段,2,15-19岁,0,0,0
9,cp,005016000,您的年龄阶段,3,20-24岁,3,3,0
9,cp,005016000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005016000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005016000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005020000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005020000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005020000,您的年龄阶段,2,15-19岁,1,0,1
9,cp,005020000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005020000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005020000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005020000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005020031,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005020031,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005020031,您的年龄阶段,2,15-19岁,0,0,0
9,cp,005020031,您的年龄阶段,3,20-24岁,1,1,0
9,cp,005020031,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005020031,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005020031,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005023037,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005023037,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005023037,您的年龄阶段,2,15-19岁,0,0,0
9,cp,005023037,您的年龄阶段,3,20-24岁,1,1,0
9,cp,005023037,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005023037,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005023037,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005026000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005026000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005026000,您的年龄阶段,2,15-19岁,2,2,0
9,cp,005026000,您的年龄阶段,3,20-24岁,1,0,1
9,cp,005026000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005026000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005026000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005026049,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005026049,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005026049,您的年龄阶段,2,15-19岁,1,1,0
9,cp,005026049,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005026049,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005026049,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005026049,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005027000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005027000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005027000,您的年龄阶段,2,15-19岁,1,1,0
9,cp,005027000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005027000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005027000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005027000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005029000,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005029000,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005029000,您的年龄阶段,2,15-19岁,1,0,1
9,cp,005029000,您的年龄阶段,3,20-24岁,0,0,0
9,cp,005029000,您的年龄阶段,4,25-29岁,0,0,0
9,cp,005029000,您的年龄阶段,5,30-40岁,0,0,0
9,cp,005029000,您的年龄阶段,6,40岁以上,0,0,0
9,cp,005029034,您的年龄阶段,0,未满10岁,0,0,0
9,cp,005029034,您的年龄阶段,1,10-14岁,0,0,0
9,cp,005029034,您的年龄阶段,2,15-19岁,0,0,0
