round,category,id,votedate,votesex,votegeo,votepaper,complete
9,cp,006049099,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006049099/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006049099/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006049099/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006049099/votepaper.json,True
9,cp,006059000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006059000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006059000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006059000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006059000/votepaper.json,True
9,cp,006060064,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006060064/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006060064/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006060064/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006060064/votepaper.json,True
9,cp,006067000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006067000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006067000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006067000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006067000/votepaper.json,True
9,cp,006067096,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006067096/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006067096/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006067096/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006067096/votepaper.json,True
9,cp,006071000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006071000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006071000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006071000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006071000/votepaper.json,True
9,cp,006072099,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006072099/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006072099/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006072099/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006072099/votepaper.json,True
9,cp,006223000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006223000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006223000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006223000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/006223000/votepaper.json,True
9,cp,007007000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007007000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007007000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007007000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007007000/votepaper.json,True
9,cp,007008000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008000/votepaper.json,True
9,cp,007008009,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008009/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008009/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008009/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008009/votepaper.json,True
9,cp,007008010,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008010/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008010/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008010/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008010/votepaper.json,True
9,cp,007008015,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008015/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008015/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008015/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007008015/votepaper.json,True
9,cp,007009000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007009000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007009000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007009000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007009000/votepaper.json,True
9,cp,007009010,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007009010/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007009010/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007009010/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007009010/votepaper.json,True
9,cp,007010000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007010000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007010000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007010000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007010000/votepaper.json,True
9,cp,007012028,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007012028/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007012028/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007012028/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007012028/votepaper.json,True
9,cp,007183000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007183000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007183000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007183000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/007183000/votepaper.json,True
9,cp,008008000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008008000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008008000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008008000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008008000/votepaper.json,True
9,cp,008009000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009000/votepaper.json,True
9,cp,008009010,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009010/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009010/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009010/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009010/votepaper.json,True
9,cp,008009011,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009011/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009011/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009011/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008009011/votepaper.json,True
9,cp,008010000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010000/votepaper.json,True
9,cp,008010011,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010011/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010011/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010011/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010011/votepaper.json,True
9,cp,008010015,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010015/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010015/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010015/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008010015/votepaper.json,True
9,cp,008011000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008011000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008011000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008011000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008011000/votepaper.json,True
9,cp,008012000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008012000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008012000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008012000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008012000/votepaper.json,True
9,cp,008015000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015000/votepaper.json,True
9,cp,008015021,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015021/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015021/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015021/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015021/votepaper.json,True
9,cp,008015022,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015022/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015022/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015022/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008015022/votepaper.json,True
9,cp,008020031,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008020031/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008020031/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008020031/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008020031/votepaper.json,True
9,cp,008020045,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008020045/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008020045/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008020045/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008020045/votepaper.json,True
9,cp,008029136,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008029136/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008029136/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008029136/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008029136/votepaper.json,True
9,cp,008034223,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008034223/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008034223/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008034223/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008034223/votepaper.json,True
9,cp,008043057,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008043057/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008043057/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008043057/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008043057/votepaper.json,True
9,cp,008045000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008045000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008045000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008045000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008045000/votepaper.json,True
9,cp,008054000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008054000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008054000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008054000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008054000/votepaper.json,True
9,cp,008054136,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008054136/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008054136/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008054136/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008054136/votepaper.json,True
9,cp,008099000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008099000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008099000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008099000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008099000/votepaper.json,True
9,cp,008137000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008137000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008137000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008137000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/008137000/votepaper.json,True
9,cp,009009000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009009000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009009000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009009000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009009000/votepaper.json,True
9,cp,009010000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010000/votepaper.json,True
9,cp,009010011,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010011/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010011/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010011/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010011/votepaper.json,True
9,cp,009010015,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010015/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010015/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010015/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010015/votepaper.json,True
9,cp,009010021,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010021/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010021/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010021/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010021/votepaper.json,True
9,cp,009010054,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010054/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010054/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010054/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010054/votepaper.json,True
9,cp,009010126,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010126/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010126/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010126/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010126/votepaper.json,True
9,cp,009010137,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010137/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010137/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010137/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009010137/votepaper.json,True
9,cp,009011000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009011000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009011000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009011000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009011000/votepaper.json,True
9,cp,009011035,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009011035/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009011035/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009011035/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009011035/votepaper.json,True
9,cp,009015000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009015000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009015000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009015000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009015000/votepaper.json,True
9,cp,009015020,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009015020/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009015020/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009015020/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009015020/votepaper.json,True
9,cp,009020000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020000/votepaper.json,True
9,cp,009020031,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020031/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020031/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020031/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020031/votepaper.json,True
9,cp,009020045,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020045/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020045/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020045/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020045/votepaper.json,True
9,cp,009020049,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020049/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020049/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020049/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009020049/votepaper.json,True
9,cp,009021067,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009021067/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009021067/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009021067/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009021067/votepaper.json,True
9,cp,009022035,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009022035/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009022035/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009022035/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009022035/votepaper.json,True
9,cp,009029034,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009029034/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009029034/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009029034/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009029034/votepaper.json,True
9,cp,009031000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009031000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009031000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009031000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009031000/votepaper.json,True
9,cp,009032000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009032000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009032000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009032000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009032000/votepaper.json,True
9,cp,009035000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009035000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009035000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009035000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009035000/votepaper.json,True
9,cp,009035043,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009035043/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009035043/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009035043/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009035043/votepaper.json,True
9,cp,009038000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009038000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009038000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009038000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009038000/votepaper.json,True
9,cp,009044045,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009044045/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009044045/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009044045/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009044045/votepaper.json,True
9,cp,009045000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009045000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009045000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009045000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009045000/votepaper.json,True
9,cp,009049000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009049000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009049000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009049000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009049000/votepaper.json,True
9,cp,009054000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009054000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009054000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009054000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009054000/votepaper.json,True
9,cp,009084000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009084000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009084000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009084000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009084000/votepaper.json,True
9,cp,009095210,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009095210/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009095210/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009095210/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009095210/votepaper.json,True
9,cp,009096097,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009096097/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009096097/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009096097/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009096097/votepaper.json,True
9,cp,009132000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009132000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009132000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009132000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009132000/votepaper.json,True
9,cp,009137000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009137000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009137000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009137000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/009137000/votepaper.json,True
9,cp,010010000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010010000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010010000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010010000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010010000/votepaper.json,True
9,cp,010011000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011000/votepaper.json,True
9,cp,010011012,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011012/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011012/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011012/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011012/votepaper.json,True
9,cp,010011015,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011015/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011015/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011015/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011015/votepaper.json,True
9,cp,010011054,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011054/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011054/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011054/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011054/votepaper.json,True
9,cp,010011057,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011057/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011057/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011057/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011057/votepaper.json,True
9,cp,010011137,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011137/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011137/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011137/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010011137/votepaper.json,True
9,cp,010012000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010012000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010012000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010012000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010012000/votepaper.json,True
9,cp,010023000,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010023000/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010023000/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010023000/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010023000/votepaper.json,True
9,cp,010026047,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010026047/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010026047/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010026047/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010026047/votepaper.json,True
9,cp,010031047,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010031047/votedate.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010031047/votesex.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010031047/votegeo.json,data_raw/cn_official_legacy/round_09/raw/api/items/cp/010031047/votepaper.json,True
