original_path,archive_path,bytes,sha256,reason,replacement_or_reference,archived_at
"CharacterTagAnalyze-results-freq/帕秋莉·诺蕾姬_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/帕秋莉·诺蕾姬_combined_top20_freq.csv","266","05366c6e759ac39b79889f71dc7794bdb5abac1f76fc094ca338f42ef7917f4f","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/帕秋莉·诺蕾姬_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/帕秋莉·诺蕾姬_combined_wordcloud_freq.png","314079","a042fdc1e06cdf0638a881f3c13ed76009650449bd78b158a85202eaf967a379","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/蓬莱山辉夜_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/蓬莱山辉夜_combined_top20_freq.csv","239","bdc1e58c55bb48b649875d2446a84ee0d1ad92c594c8d6bcf2696427168536ce","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/蓬莱山辉夜_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/蓬莱山辉夜_combined_wordcloud_freq.png","326212","a6edaab60a751e97801947608a40481d87912bafa36b87464bbee3d244894a17","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/琪露诺_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/琪露诺_combined_top20_freq.csv","246","5006ce15cf035586c98e7ebeb1fca2cd7522b9b2dc652532e3933d311f6ecd1a","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/琪露诺_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/琪露诺_combined_wordcloud_freq.png","292610","2f1bac85a14ec0a8d6dae5d52607ed9c0c5b28575a77e6d79868ed79a973c66f","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/琪斯美_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/琪斯美_combined_top20_freq.csv","230","1aeb6252db1452a863e979eb83ac43c5d1b3b1dd86eff4b7249aadef1c6cc32e","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/琪斯美_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/琪斯美_combined_wordcloud_freq.png","318286","09ddee45e8bb8a664173add4ca3007a6861f368d0f55253af44e024f7cab26be","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/秦心_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/秦心_combined_top20_freq.csv","255","072e906e5617b1ae727414434a8b9dea2a571ff5fac4a10cf7edec6c57b7ba2a","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/秦心_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/秦心_combined_wordcloud_freq.png","321694","8a0b0e95f32e97a52eca5bf152575102fbf5867f936df65e5395009783e0abf6","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/清兰_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/清兰_combined_top20_freq.csv","236","94936f4702dc99405cf8c9ed4c339a2205882dcfb5e31ef6571201f2dcecb29e","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/清兰_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/清兰_combined_wordcloud_freq.png","306182","81c95f1ad8b01f8792eccb98e7c316a218f63ee7926801405240ff624e9c90ee","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/秋静叶_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/秋静叶_combined_top20_freq.csv","234","1e46988771ed9d826bfb625b004f5d03706314eaaa4aeb1c4cff8a1e0f780c77","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/秋静叶_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/秋静叶_combined_wordcloud_freq.png","317988","91de5aa1b867af35a6a3352b73cfc0dab0eaf0130f6b2bdb31c552b4d248c14b","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/秋穰子_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/秋穰子_combined_top20_freq.csv","232","d2cb06e878accafc7b6bd08c80c17cd2b3b7b2d8249b0967b9cf4c2239c723ce","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/秋穰子_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/秋穰子_combined_wordcloud_freq.png","317270","a6799f415b28c67e6c23f38cfb74841a884305cb60aef5f417afa8e848e30d38","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/犬走椛_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/犬走椛_combined_top20_freq.csv","223","8817411ae6ff49efcc7eafc9f3cf1f45f0ec6f0ac0af3b74579cc8759a75a011","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/犬走椛_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/犬走椛_combined_wordcloud_freq.png","319630","9e19e58878a5f70791887bb605efd41ad2afb68c7c8254b429cdded13acda81a","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/日白残无_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/日白残无_combined_top20_freq.csv","220","79b29e6f97fd68e76565fb1464916e943bf435e8721b1aea6bfb7de226c32726","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/日白残无_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/日白残无_combined_wordcloud_freq.png","327828","e06050c021aa82d5f1d08a71c131b4a2c0c1b510fd2ecb2371e44dcc51e17e1b","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/戎璎花_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/戎璎花_combined_top20_freq.csv","231","21a845bc83f85b831e53d1f4fe331f7a0cfd67fe91908d46e20b32ca8f0a43f8","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/戎璎花_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/戎璎花_combined_wordcloud_freq.png","336823","c8dabc3657116acc5df1193824ca7ded1c58ffa4eb4424dcc1a198695088a009","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/若鹭姬_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/若鹭姬_combined_top20_freq.csv","229","bd0c290f158ce4b55a12aa35359b4b396cd1360dded23158549a088fe6cdfd1c","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/若鹭姬_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/若鹭姬_combined_wordcloud_freq.png","305228","5cb9fbd9e5d739ea05c0332d50a38660179e03d882d87cc6f60f1358486d1ed4","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/三头慧之子_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/三头慧之子_combined_top20_freq.csv","232","8a52c76b02026c3e12936166cad48e734eff0a26fcc0905be5a049bd689c4159","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/三头慧之子_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/三头慧之子_combined_wordcloud_freq.png","326697","aeec442edcbea00a1bfe5e08c41be952874c9950d7405324c5d46a98b3e7db9f","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/桑尼米尔克_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/桑尼米尔克_combined_top20_freq.csv","244","e57464dbcfc4a409394da8899621c260f3869eaf1b1e1c064c7c8918c70c9ecd","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/桑尼米尔克_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/桑尼米尔克_combined_wordcloud_freq.png","325834","73292950346c9dde739e8019961c0360594b80045ec2b74e1abb71a7e4d58b1a","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/山城高岭_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/山城高岭_combined_top20_freq.csv","221","b23a35a48b8d8cb3f0036d38a73811f30245c8871d8a9106382777c377241962","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/山城高岭_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/山城高岭_combined_wordcloud_freq.png","320377","dfadc9e7ff16a9f34c2a578d04284377b5734d51c09e8e4a4a14b5044f56ff78","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/上白泽慧音_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/上白泽慧音_combined_top20_freq.csv","238","c0ca1ebce603fbc3d3e5a8739a4fae505e1bc0c3070a99b2c14c0ab35ee174ce","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/上白泽慧音_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/上白泽慧音_combined_wordcloud_freq.png","305052","060b002df18c801a70081b25f40137ef4cb9e47c6173c64b32858bebb4a19b51","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/少名针妙丸_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/少名针妙丸_combined_top20_freq.csv","251","7e731aa5d974166789944553460e9351b15d38e285ffd9f329a127f9b163fb77","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/少名针妙丸_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/少名针妙丸_combined_wordcloud_freq.png","330169","642d2693539b4520b29d645605dfbfdca5b6329fd943094efe468796baba2635","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/射命丸文_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/射命丸文_combined_top20_freq.csv","240","0e733b5ec554c044ff61f202b1879d07842e7f34bd74bfb1c39efc1499a83298","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/射命丸文_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/射命丸文_combined_wordcloud_freq.png","285100","112ef24d5aaab28f9edafd8457f9fa170442746e105055a97363bd108bcafaa2","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/圣白莲_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/圣白莲_combined_top20_freq.csv","256","b89dc6d9fd322b5e68b945e5ef8087958a517f8eb408242363e7bc49a64bea67","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/圣白莲_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/圣白莲_combined_wordcloud_freq.png","312693","c1c80f9acf4d84e950cbe83bc8c7651398539c71966d0cbedd08260862bb8848","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/十六夜咲夜_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/十六夜咲夜_combined_top20_freq.csv","255","2c197486e85210c82618c9e8f60c408e1104a500196be72d564daf367cf4bfbb","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/十六夜咲夜_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/十六夜咲夜_combined_wordcloud_freq.png","304719","255dc784df31c429610405d1d9ec13ed23ec9ca2b65a64abeede6f867e6d0eb5","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/矢田寺成美_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/矢田寺成美_combined_top20_freq.csv","239","48f8a3b902c53a3974f192302a7153422b3d36ad739dfc690e470e925f822376","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/矢田寺成美_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/矢田寺成美_combined_wordcloud_freq.png","330615","c2a5ecf864ff45c1c62493a0892947f8d308e5c5edb3fcd8586116ce5d89bd88","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/水桥帕露西_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/水桥帕露西_combined_top20_freq.csv","243","f249c721f1a50377b727e430dd70840225c47edbafb70c4d92c4826254e64928","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/水桥帕露西_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/水桥帕露西_combined_wordcloud_freq.png","325009","54fd6942931f97ee0e875b1581011773e2e30bfc353c99696960dd0ad1dec732","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/斯塔萨菲雅_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/斯塔萨菲雅_combined_top20_freq.csv","241","705bb48445adf284cb60c2036508a7b228f5ea616c84cd32e5fd78744800d315","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/斯塔萨菲雅_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/斯塔萨菲雅_combined_wordcloud_freq.png","317988","edb6b971783f392691195e3be12dcc39cb3e8a05f2a6692e40be74eed621f922","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/四季映姬·夜摩仙那度_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/四季映姬·夜摩仙那度_combined_top20_freq.csv","255","7c36652ba63ebc8c5d01049d74ea3f2fa4de937a2ceedd57a83ef0cdf3ded7b2","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/四季映姬·夜摩仙那度_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/四季映姬·夜摩仙那度_combined_wordcloud_freq.png","294895","858576f53aaddb404f79a1af13a32a69eebed4abfe00f0e1528895d6b72ca65c","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/苏我屠自古_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/苏我屠自古_combined_top20_freq.csv","232","48d93f3338dd7a141ec4f05235e3e9bab5b11521a3a58d4db78943237e155052","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/苏我屠自古_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/苏我屠自古_combined_wordcloud_freq.png","331423","19f2fb71a9aaadf6e459af9ea5ba7b3fe6e8bb64b7370fafbda0eb9063546924","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/孙美天_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/孙美天_combined_top20_freq.csv","237","4cdaeef2fdf58d99413305bd45df0aab21e76ede0306ada56bc38d0d2d387e24","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/孙美天_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/孙美天_combined_wordcloud_freq.png","331092","a75187ee801e1d3c7087f6bca1601e816181095ecd7604739bd5637dab3b8659","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/饕餮尤魔_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/饕餮尤魔_combined_top20_freq.csv","241","2aba828ea4bd91f840b56f934d038f67e3b4bdf0f174fb9878a4d98f2e8a8d46","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/饕餮尤魔_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/饕餮尤魔_combined_wordcloud_freq.png","319444","9d3422e9b04d8b6db318c93206eb5f8e2b6d2afd2bb4df3a5973bef65108e7f5","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/藤原妹红_combined_top20_freq.csv","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/藤原妹红_combined_top20_freq.csv","249","addddcb8ffaa969314a098b185af046c7f01b8fee951e964cd0372ee15c63772","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
"CharacterTagAnalyze-results-freq/藤原妹红_combined_wordcloud_freq.png","archive_legacy/tag_analysis_v1/CharacterTagAnalyze-results-freq/藤原妹红_combined_wordcloud_freq.png","321497","1eb4d8b8a9b6ef4bb6d42f4b8c006ada27468e4981117d5a8d65bc224490b96e","Legacy tag/text-analysis bundle removed from the maintained numeric vote-analysis path.","Official numeric pipeline under scripts_pipeline/; retained user mappings Character_tag.xlsx and 萌点提取结果.xlsx","2026-08-19T04:00:14.7075130+08:00"
