region,round,round_status,poll_period,character_cn,character_cn_raw,character_jp,rank,candidate_count,top_percentile,points_jp,primary_jp,official_support_jp,votes_cn,primary_cn,weighted_score_cn,community_event_count,community_event_ids,community_platforms,comment_or_danmaku_sample_count,evidence_status,timeline_limit
cn,7,complete,,稻荷大人,稻荷大人,,189,218,13.3641,,,,0,0,0,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,7,complete,,竹扫帚付丧神,竹扫帚付丧神,,189,218,13.3641,,,,0,0,0,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,7,complete,,管狐,管狐,,189,218,13.3641,,,,0,0,0,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,7,complete,,袈裟罗婆娑罗,袈裟罗婆娑罗,,189,218,13.3641,,,,0,0,0,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,7,complete,,运松翁,运松翁,,189,218,13.3641,,,,0,0,0,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,7,complete,,酒吧客人,酒吧客人,,189,218,13.3641,,,,0,0,0,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,7,complete,,野铁炮,野铁炮,,189,218,13.3641,,,,0,0,0,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,7,complete,,饿神,饿神,,189,218,13.3641,,,,0,0,0,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,7,complete,,马凭,马凭,,189,218,13.3641,,,,0,0,0,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,博丽灵梦,博丽灵梦,,1,227,100.0,,,,2675,519,3194,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,古明地恋,古明地恋,,2,227,99.5575,,,,2309,565,2874,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,雾雨魔理沙,雾雨魔理沙,,3,227,99.115,,,,2294,407,2701,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,十六夜咲夜,十六夜咲夜,,4,227,98.6726,,,,1621,300,1921,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,古明地觉,古明地觉,,5,227,98.2301,,,,1597,297,1894,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,蕾米莉亚·斯卡蕾特,蕾米莉亚·斯卡蕾特,,6,227,97.7876,,,,1568,267,1835,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,东风谷早苗,东风谷早苗,,7,227,97.3451,,,,1425,243,1668,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,八云紫,八云紫,,8,227,96.9027,,,,1375,230,1605,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,爱丽丝·玛格特洛依德,爱丽丝·玛格特洛依德,,9,227,96.4602,,,,1353,267,1620,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,西行寺幽幽子,西行寺幽幽子,,10,227,96.0177,,,,1341,301,1642,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,藤原妹红,藤原妹红,,11,227,95.5752,,,,1337,234,1571,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,射命丸文,射命丸文,,12,227,95.1327,,,,1335,257,1592,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,魂魄妖梦,魂魄妖梦,,13,227,94.6903,,,,1326,224,1550,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,芙兰朵露·斯卡蕾特,芙兰朵露·斯卡蕾特,,14,227,94.2478,,,,1289,269,1558,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,秦心,秦心,,15,227,93.8053,,,,1064,120,1184,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,比那名居天子,比那名居天子,,16,227,93.3628,,,,1053,211,1264,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,铃仙·优昙华院·因幡,铃仙·优昙华院·因幡,,17,227,92.9204,,,,967,150,1117,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,琪露诺,琪露诺,,18,227,92.4779,,,,951,175,1126,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,帕秋莉·诺蕾姬,帕秋莉·诺蕾姬,,19,227,92.0354,,,,873,155,1028,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,蓬莱山辉夜,蓬莱山辉夜,,20,227,91.5929,,,,802,126,928,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,埴安神袿姬,埴安神袿姬,,21,227,91.1504,,,,801,44,845,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,伊吹萃香,伊吹萃香,,22,227,90.708,,,,767,96,863,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,纯狐,纯狐,,23,227,90.2655,,,,724,78,802,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,庭渡久侘歌,庭渡久侘歌,,24,227,89.823,,,,722,29,751,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,宇佐见莲子,宇佐见莲子,,25,227,89.3805,,,,679,80,759,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,风见幽香,风见幽香,,26,227,88.9381,,,,671,128,799,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,依神紫苑,依神紫苑,,27,227,88.4956,,,,659,53,712,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,红美铃,红美铃,,28,227,88.0531,,,,619,63,682,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,四季映姬·夜摩仙那度,四季映姬·夜摩仙那度,,29,227,87.6106,,,,609,90,699,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,洩矢诹访子,洩矢诹访子,,30,227,87.1681,,,,604,72,676,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,多多良小伞,多多良小伞,,31,227,86.7257,,,,595,65,660,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,鬼人正邪,鬼人正邪,,31,227,86.7257,,,,595,100,695,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,玛艾露贝莉·赫恩,玛艾露贝莉·赫恩（梅莉）,,33,227,85.8407,,,,586,41,627,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,稀神探女,稀神探女,,34,227,85.3982,,,,573,55,628,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,摩多罗隐岐奈,摩多罗隐岐奈,,35,227,84.9558,,,,530,48,578,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,键山雏,键山雏,,36,227,84.5133,,,,520,96,616,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,丰聪耳神子,丰聪耳神子,,37,227,84.0708,,,,512,100,612,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,吉吊八千慧,吉吊八千慧,,38,227,83.6283,,,,506,22,528,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,哆来咪·苏伊特,哆来咪·苏伊特,,39,227,83.1858,,,,432,42,474,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,圣白莲,圣白莲,,40,227,82.7434,,,,410,44,454,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,少名针妙丸,少名针妙丸,,41,227,82.3009,,,,400,40,440,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,茨木华扇,茨木华扇,,42,227,81.8584,,,,393,51,444,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,上白泽慧音,上白泽慧音,,43,227,81.4159,,,,376,46,422,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,水桥帕露西,水桥帕露西,,44,227,80.9735,,,,358,47,405,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,露米娅,露米娅,,45,227,80.531,,,,356,50,406,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,克劳恩皮丝,克劳恩皮丝,,46,227,80.0885,,,,334,23,357,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,火焰猫燐,火焰猫燐,,47,227,79.646,,,,328,39,367,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,稗田阿求,稗田阿求,,48,227,79.2035,,,,324,36,360,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,宇佐见堇子,宇佐见堇子,,49,227,78.7611,,,,312,32,344,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,灵乌路空,灵乌路空,,49,227,78.7611,,,,312,52,364,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,犬走椛,犬走椛,,51,227,77.8761,,,,267,37,304,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,八意永琳,八意永琳,,52,227,77.4336,,,,257,33,290,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,河城荷取,河城荷取,,53,227,76.9912,,,,255,37,292,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,本居小铃,本居小铃,,54,227,76.5487,,,,252,20,272,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,森近霖之助,森近霖之助,,55,227,76.1062,,,,249,21,270,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,封兽鵺,封兽鵺,,56,227,75.6637,,,,234,26,260,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,大妖精,大妖精,,57,227,75.2212,,,,233,15,248,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,八云蓝,八云蓝,,58,227,74.7788,,,,220,21,241,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,霍青娥,霍青娥,,58,227,74.7788,,,,220,16,236,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,物部布都,物部布都,,60,227,73.8938,,,,217,28,245,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,赫卡提亚·拉碧斯拉祖利,赫卡提亚·拉碧斯拉祖利,,60,227,73.8938,,,,217,19,236,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,莉莉霍瓦特（莉莉白）,莉莉霍瓦特（莉莉白）,,62,227,73.0088,,,,212,23,235,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,冈崎梦美,冈崎梦美,,63,227,72.5664,,,,205,19,224,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,堀川雷鼓,堀川雷鼓,,63,227,72.5664,,,,205,27,232,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,神绮,神绮,,65,227,71.6814,,,,196,17,213,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,八坂神奈子,八坂神奈子,,66,227,71.2389,,,,189,22,211,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,因幡天为（因幡帝）,因幡天为（因幡帝）,,67,227,70.7965,,,,180,19,199,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,永江衣玖,永江衣玖,,68,227,70.354,,,,177,19,196,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,依神女苑,依神女苑,,69,227,69.9115,,,,171,9,180,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,小恶魔,小恶魔,,70,227,69.469,,,,169,14,183,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,二岩猯藏,二岩猯藏,,71,227,69.0265,,,,162,16,178,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,米斯蒂娅·萝蕾拉,米斯蒂娅·萝蕾拉,,72,227,68.5841,,,,156,21,177,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,骊驹早鬼,骊驹早鬼,,73,227,68.1416,,,,153,4,157,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,冴月麟,冴月麟,,74,227,67.6991,,,,142,14,156,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,橙,橙,,74,227,67.6991,,,,142,8,150,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,杖刀偶磨弓,杖刀偶磨弓,,76,227,66.8142,,,,141,7,148,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,露娜切露德,露娜切露德,,77,227,66.3717,,,,140,6,146,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,小野塚小町,小野塚小町,,78,227,65.9292,,,,139,11,150,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,魅魔,魅魔,,79,227,65.4867,,,,130,11,141,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,姬海棠果,姬海棠果,,80,227,65.0442,,,,125,15,140,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,村纱水蜜,村纱水蜜,,81,227,64.6018,,,,120,10,130,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,九十九弁弁,九十九弁弁,,82,227,64.1593,,,,118,12,130,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,赤蛮奇,赤蛮奇,,83,227,63.7168,,,,116,20,136,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,易者,占卜师（易者）,,84,227,63.2743,,,,111,5,116,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,星熊勇仪,星熊勇仪,,85,227,62.8319,,,,107,12,119,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,斯塔萨菲雅,斯塔萨菲雅,,86,227,62.3894,,,,102,8,110,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,高丽野阿吽,高丽野阿吽,,87,227,61.9469,,,,100,2,102,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,秋静叶,秋静叶,,88,227,61.5044,,,,97,8,105,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,苏我屠自古,苏我屠自古,,89,227,61.0619,,,,95,13,108,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,今泉影狼,今泉影狼,,90,227,60.6195,,,,93,6,99,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,幽谷响子,幽谷响子,,91,227,60.177,,,,90,2,92,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,娜兹玲,娜兹玲,,92,227,59.7345,,,,87,13,100,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,爱塔妮缇拉尔瓦,爱塔妮缇拉尔瓦,,92,227,59.7345,,,,87,7,94,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,戎璎花,戎璎花,,94,227,58.8496,,,,84,3,87,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,秋穰子,秋穰子,,94,227,58.8496,,,,84,6,90,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,若鹭姬,若鹭姬,,94,227,58.8496,,,,84,12,96,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,梅蒂欣·梅兰可莉,梅蒂欣·梅兰可莉,,97,227,57.5221,,,,77,12,89,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,矢田寺成美,矢田寺成美,,98,227,57.0796,,,,73,4,77,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,桑尼米尔克,桑尼米尔克,,99,227,56.6372,,,,68,8,76,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,莉格露·奈特巴格,莉格露·奈特巴格,,100,227,56.1947,,,,61,14,75,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,蕾蒂·霍瓦特洛克,蕾蒂·霍瓦特洛克,,100,227,56.1947,,,,61,7,68,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,宫古芳香,宫古芳香,,102,227,55.3097,,,,57,6,63,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,爱丽丝的人偶（上海、蓬莱、大江户等）,人偶（含上海人偶、哥利亚人偶）,,102,227,55.3097,,,,57,5,62,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,寅丸星,寅丸星,,104,227,54.4248,,,,51,3,54,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,毛玉,毛玉,,105,227,53.9823,,,,48,3,51,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,清兰,清兰,,106,227,53.5398,,,,47,3,50,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,露娜萨·普莉兹姆利巴,露娜萨·普莉兹姆利巴,,106,227,53.5398,,,,47,1,48,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,幻月,幻月,,108,227,52.6549,,,,46,5,51,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,丁礼田舞,丁礼田舞,,109,227,52.2124,,,,43,0,43,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,绵月依姬,绵月依姬,,109,227,52.2124,,,,43,4,47,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,绵月丰姬,绵月丰姬,,111,227,51.3274,,,,41,5,46,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,卡娜·安娜贝拉尔,卡娜·安娜贝拉尔,,112,227,50.885,,,,39,4,43,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,云居一轮,云居一轮,,113,227,50.4425,,,,38,4,42,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,尔子田里乃,尔子田里乃,,114,227,50.0,,,,37,0,37,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,抗抑郁药大叔（长相酷似周杰伦的村民）,长相酷似周杰伦的参拜客,,114,227,50.0,,,,37,0,37,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,魂魄妖忌,魂魄妖忌,,114,227,50.0,,,,37,0,37,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,九十九八桥,九十九八桥,,117,227,48.6726,,,,34,2,36,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,无名的读书妖怪（朱鹭子）,无名的读书妖怪（朱鹭子）,,118,227,48.2301,,,,33,2,35,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,黑谷山女,黑谷山女,,118,227,48.2301,,,,33,4,37,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,萨丽爱尔,萨丽爱尔,,120,227,47.3451,,,,31,6,37,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,铃瑚,铃瑚,,121,227,46.9027,,,,29,1,30,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,爱莲,爱莲,,122,227,46.4602,,,,27,4,31,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,牛崎润美,牛崎润美,,122,227,46.4602,,,,27,0,27,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,莉莉卡·普莉兹姆利巴,莉莉卡·普莉兹姆利巴,,124,227,45.5752,,,,24,0,24,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,北白河千百合,北白河千百合,,125,227,45.1327,,,,21,2,23,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,梅露兰·普莉兹姆利巴,梅露兰·普莉兹姆利巴,,125,227,45.1327,,,,21,2,23,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,蕾拉·普莉兹姆利巴,蕾拉·普莉兹姆利巴,,125,227,45.1327,,,,21,2,23,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
cn,8,complete,,梦子,梦子,,128,227,43.8053,,,,20,0,20,0,,,0,no_curated_evidence_yet,0表示当前证据表未收录，不表示当届没有讨论；社媒指标与票数始终分列。
