region,round,source_id,character_jp,character_cn,under20_rate,under20_denominator,female_rate,female_denominator,first_time_voter_rate,first_time_voter_denominator,event_participation_rate,event_participation_denominator,2019plus_cognition_rate,2019plus_cognition_denominator,source_note
jp,14,1058,東方妖怪小町,,0.44385,187,0.139896,193,0.24878,205,0.461165,206,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1059,萃夢想,,0.334884,215,0.102326,215,0.346667,225,0.600877,228,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,106,東方紅魔郷,,0.4567,4515,0.156304,4632,0.334364,4851,0.546948,4931,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1060,東方妖恋談,,0.364486,107,0.114035,114,0.336283,113,0.632479,117,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1063,魔女達の舞踏会,,0.457286,199,0.325472,212,0.308756,217,0.531532,222,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1067,人形裁判,,0.495225,733,0.15508,748,0.392405,790,0.514357,801,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,107,東方妖々夢,,0.379765,4250,0.120975,4348,0.286247,4559,0.560907,4630,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1074,Demystify Feast,,0.370809,507,0.15534,515,0.168519,540,0.56102,549,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1076,御伽の国の鬼が島 ～ Missing Power,,0.286245,269,0.158451,284,0.226027,292,0.568027,294,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1077,夏明き,,0.333333,3,,3,,3,0.333333,3,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1078,東方萃夢想,,0.272,250,0.093023,258,0.231343,268,0.588889,270,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1079,魔所,,0.25,4,,4,0.25,4,0.25,4,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,108,東方永夜抄,,0.387721,4756,0.15154,4870,0.291009,5072,0.555469,5156,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1080,月輪,,0.5,2,,2,0.5,2,1.0,2,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1081,遍参,,0.5,2,,2,0.5,2,0.5,2,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1083,Intermezzo,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1084,あゆのかぜ,,0.25,8,0.285714,7,0.375,8,0.5,8,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1085,森閑,,0.8,5,0.8,5,0.4,5,0.4,5,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1086,仰空,,0.224138,58,0.081967,61,0.133333,60,0.672131,61,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1087,幽境,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1088,珍客,,0.4,5,0.2,5,0.166667,6,0.666667,6,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1089,紅夜,,,1,,1,,1,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,109,東方花映塚,,0.362996,1135,0.162511,1163,0.284546,1223,0.555823,1245,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1090,戦迅,,0.136364,22,0.045455,22,0.136364,22,0.636364,22,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1091,禍機,,1.0,3,0.333333,3,0.666667,3,0.333333,3,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1092,砕月,,0.41052,1654,0.088968,1686,0.287493,1767,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1094,春色小径 ～ Colorful Path,,0.346939,196,0.215686,204,0.186916,214,0.617512,217,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1095,オリエンタルダークフライト,,0.539535,215,0.289474,228,0.266667,240,0.55144,243,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1096,フラワリングナイト,,0.582123,895,0.160695,921,0.414534,977,0.506572,989,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,110,東方文花帖,,0.301708,527,0.121547,543,0.257092,564,0.569177,571,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1102,お宇佐さまの素い幡,,0.358779,131,0.265625,128,0.264706,136,0.647059,136,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1104,ポイズンボディ ～ Forsaken Doll,,0.365854,82,0.178571,84,0.134831,89,0.555556,90,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1105,今昔幻想郷 ～ Flower Land,,0.3125,208,0.169811,212,0.234234,222,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1106,彼岸帰航 ～ Riverside View,,0.330935,278,0.156794,287,0.305648,301,0.585526,304,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1107,六十年目の東方裁判 ～ Fate of Sixty Years,,0.442379,807,0.131387,822,0.369412,850,0.52359,869,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1108,花の映る塚,,0.384615,13,,13,0.214286,14,0.428571,14,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1109,此岸の塚,,0.166667,6,0.333333,6,0.5,6,0.666667,6,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,111,東方風神録,,0.357666,3685,0.115119,3770,0.267498,3929,0.585678,3980,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1110,花は幻想のままに,,0.342857,105,0.190909,110,0.201754,114,0.615385,117,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1111,魂の花 ～ Another Dream...,,0.266667,15,0.133333,15,0.266667,15,0.647059,17,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1112,天狗の手帖 ～ Mysterious Note,,0.428571,35,0.171429,35,0.315789,38,0.684211,38,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1113,風の循環 ～ Wind Tour,,0.241379,29,0.034483,29,0.193548,31,0.548387,31,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1114,天狗が見ている ～ Black Eyes,,0.514286,35,0.085714,35,0.166667,36,0.638889,36,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1115,東の国の眠らない夜,,0.3706,483,0.160243,493,0.19305,518,0.614203,521,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1116,レトロスペクティブ京都,,0.344371,302,0.094156,308,0.171875,320,0.588235,323,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1117,風神少女,,0.378007,873,0.107503,893,0.301604,935,0.573996,946,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1118,封印されし神々,,0.5,58,0.192982,57,0.360656,61,0.548387,62,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1119,人恋し神様 ～ Romantic Fall,,0.296875,128,0.051852,135,0.253521,142,0.636986,146,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,112,東方地霊殿,,0.377899,3104,0.145161,3162,0.293816,3315,0.562833,3374,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1120,稲田姫様に叱られるから,,0.377682,466,0.094262,488,0.255489,501,0.54386,513,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1121,厄神様の通り道 ～ Dark Road,,0.347319,429,0.126728,434,0.273333,450,0.604348,460,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1122,運命のダークサイド,,0.426929,609,0.14918,610,0.299685,634,0.604006,649,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1123,神々が恋した幻想郷,,0.416136,1884,0.105181,1930,0.317665,2021,0.572125,2052,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1124,芥川龍之介の河童 ～ Candid Friend,,0.495268,634,0.177394,637,0.356822,667,0.508053,683,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1125,フォールオブフォール ～ 秋めく滝,,0.346382,843,0.067678,857,0.214206,901,0.606395,907,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1126,妖怪の山 ～ Mysterious Mountain,,0.371345,684,0.128613,692,0.245152,722,0.593452,733,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1127,少女が見た日本の原風景,,0.343066,548,0.129032,558,0.224739,574,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1128,信仰は儚き人間の為に,,0.363123,1063,0.097696,1085,0.297274,1137,0.573785,1152,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1129,御柱の墓場 ～ Grave of Being,,0.25,116,0.15,120,0.162602,123,0.666667,123,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,113,東方星蓮船,,0.293523,1683,0.141852,1706,0.245965,1797,0.556103,1827,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1130,神さびた古戦場 ～ Suwa Foughten Field,,0.337413,572,0.17265,585,0.319149,611,0.561404,627,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1131,明日ハレの日、ケの昨日,,0.381026,643,0.12844,654,0.230769,689,0.578192,697,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1132,ネイティブフェイス,,0.502165,1155,0.125839,1192,0.363929,1242,0.528197,1259,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1133,麓の神社,,0.307692,13,0.4,15,0.266667,15,0.6,15,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1134,神は恵みの雨を降らす ～ Sylphid Dream,,0.466667,30,0.233333,30,0.4,30,0.466667,30,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1135,プレイヤーズスコア,,0.655172,29,0.193548,31,0.272727,33,0.638889,36,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1136,緋想天,,0.295337,193,0.083744,203,0.339623,212,0.627358,212,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1137,日常坐臥,,0.2,5,,5,0.5,4,0.6,5,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1138,地の色は黄色,,0.28436,211,0.114286,210,0.13242,219,0.559091,220,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1139,甲論乙駁,,0.418182,55,0.157895,57,0.396552,58,0.559322,59,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,114,ダブルスポイラー,,0.204778,586,0.128978,597,0.177706,619,0.5872,625,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1140,風光明媚,,,1,,1,1.0,1,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1141,香る樹葉花,,0.214286,56,0.090909,55,0.157895,57,0.603448,58,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1142,踊る水飛沫,,0.367347,49,0.096154,52,0.25,52,0.519231,52,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1143,以魚駆蠅,,0.25,4,,4,0.75,4,0.5,4,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1144,放縦不羈,,0.333333,3,,2,0.666667,3,0.333333,3,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1145,嘲りの遊戯,,0.4,10,,11,0.181818,11,0.454545,11,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1146,冷吟閑酔,,0.857143,7,0.25,8,0.285714,7,0.125,8,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1147,雲外蒼天,,0.272727,11,0.083333,12,0.230769,13,0.571429,14,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1148,黒い海に紅く ～ Legendary Fish,,0.44697,132,0.123188,138,0.303448,145,0.524138,145,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1149,天衣無縫,,0.219931,291,0.055172,290,0.18543,302,0.607143,308,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,115,妖精大戦争,,0.319846,519,0.122411,531,0.251786,560,0.574956,567,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1150,有頂天変 ～ Wonderful Heaven,,0.403485,746,0.085979,756,0.275472,795,0.575495,808,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1151,幼心地の有頂天,,0.310976,328,0.079412,340,0.201705,352,0.614085,355,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1152,暮色蒼然,,0.25,16,,15,0.277778,18,0.666667,18,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1153,東方緋想天,,0.268786,346,0.074286,350,0.228261,368,0.595687,371,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1155,星の器 ～ Casket of Star,,0.44206,233,0.218884,233,0.294355,248,0.580645,248,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,116,東方神霊廟,,0.40048,1251,0.234059,1286,0.269316,1359,0.562139,1384,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1162,夜が降りてくる,,0.332746,568,0.218589,581,0.236842,608,0.532362,618,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1167,地霊達の起床,,0.314286,35,0.076923,39,0.317073,41,0.627907,43,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1168,暗闇の風穴,,0.356436,101,0.160377,106,0.201754,114,0.596491,114,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1169,封じられた妖怪 ～ Lost Place,,0.356164,73,0.108108,74,0.294872,78,0.474359,78,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,117,東方輝針城,,0.323603,1987,0.140109,2027,0.224846,2117,0.56544,2147,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1170,渡る者の途絶えた橋,,0.289256,121,0.185484,124,0.244275,131,0.515152,132,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1171,緑眼のジェラシー,,0.367713,446,0.205882,442,0.255319,470,0.57113,478,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1172,旧地獄街道を行く,,0.393013,229,0.134199,231,0.260331,242,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1173,華のさかづき大江山,,0.343874,253,0.145594,261,0.258427,267,0.523985,271,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1174,ハートフェルトファンシー,,0.237864,206,0.087805,205,0.200913,219,0.628319,226,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1175,少女さとり ～ 3rd eye,,0.422341,1307,0.14158,1342,0.318603,1403,0.546853,1430,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1176,廃獄ララバイ,,0.29099,677,0.16185,692,0.235049,719,0.577717,727,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1177,死体旅行 ～ Be of good cheer!,,0.342373,295,0.096667,300,0.308682,311,0.55836,317,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1178,業火マントル,,0.343137,102,0.12381,105,0.243243,111,0.637168,113,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1179,霊知の太陽信仰 ～ Nuclear Fusion,,0.375803,934,0.098224,957,0.330312,993,0.559406,1010,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,118,弾幕アマノジャク,,0.391061,895,0.135519,915,0.272632,950,0.560496,967,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1180,ラストリモート,,0.339158,1259,0.103744,1282,0.230308,1333,0.563474,1347,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1181,ハルトマンの妖怪少女,,0.469442,2258,0.142301,2312,0.304617,2426,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1182,地霊達の帰宅,,0.352941,17,0.2,15,0.277778,18,0.526316,19,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1183,エネルギー黎明 ～ Future Dream...,,0.258065,31,0.25,32,0.090909,33,0.515152,33,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1185,青空の影,,0.235294,17,0.2,20,0.285714,21,0.47619,21,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1186,春の湊に,,0.272483,745,0.10616,763,0.182609,805,0.583744,812,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1187,小さな小さな賢将,,0.403226,186,0.192513,187,0.282828,198,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1188,閉ざせし雲の通い路,,0.482759,29,0.166667,30,0.241379,29,0.483871,31,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1189,万年置き傘にご注意を,,0.402985,335,0.105263,342,0.23743,358,0.51105,362,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,119,東方紺珠伝,,0.365367,3257,0.14991,3342,0.255521,3487,0.551685,3531,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1190,スカイルーイン,,0.35,40,0.179487,39,0.166667,42,0.452381,42,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1191,時代親父とハイカラ少女,,0.424528,106,0.226415,106,0.33913,115,0.408333,120,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1192,幽霊客船の時空を越えた旅,,0.345679,324,0.252308,325,0.22063,349,0.569405,353,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1193,キャプテン・ムラサ,,0.352632,190,0.203046,197,0.297561,205,0.521531,209,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1194,魔界地方都市エソテリア,,0.29878,164,0.194118,170,0.193182,176,0.550562,178,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1195,虎柄の毘沙門天,,0.373333,225,0.161572,229,0.318182,242,0.444898,245,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1196,法界の火,,0.313514,185,0.234043,188,0.234694,196,0.530303,198,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1197,感情の摩天楼 ～ Cosmic Mind,,0.262812,1522,0.098582,1552,0.253391,1622,0.571081,1646,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1198,夜空のユーフォーロマンス,,0.327338,278,0.145833,288,0.193878,294,0.569024,297,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1199,平安のエイリアン,,0.452312,692,0.196653,717,0.300272,736,0.55409,758,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,120,東方天空璋,,0.380842,2161,0.136956,2227,0.258894,2333,0.559222,2364,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1200,妖怪寺,,0.333333,6,0.333333,6,0.333333,6,0.666667,6,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1201,空の帰り道 ～ Sky Dream,,0.323529,34,0.117647,34,0.194444,36,0.638889,36,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1203,君はあの影を見たか,,0.349593,123,0.057377,122,0.265625,128,0.604651,129,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1205,伝説の巨神,,0.333333,6,0.142857,7,0.142857,7,0.571429,7,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1206,ぼくらの非想天則,,0.362069,174,0.038674,181,0.276042,192,0.541667,192,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1207,人形のある風景,,0.076923,13,0.153846,13,0.066667,15,0.6875,16,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1208,悠久の蒸気機関,,0.286164,318,0.102484,322,0.175595,336,0.627566,341,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1216,the Grimoire of Alice,,0.384615,351,0.127072,362,0.24147,381,0.554688,384,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1220,空に浮かぶ物体X,,0.416667,12,0.076923,13,0.357143,14,0.571429,14,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1221,巨大な影と小さな結末,,0.263158,19,0.052632,19,0.25,20,0.6,20,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1222,ニュースハウンド,,0.666667,9,,9,0.375,8,0.555556,9,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1223,あなたの町の怪事件,,0.3,100,0.223301,103,0.127451,102,0.538462,104,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1224,妖怪モダンコロニー,,0.272727,55,0.125,56,0.084746,59,0.459016,61,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1225,ネメシスの要塞,,0.333333,24,0.208333,24,0.08,25,0.692308,26,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1226,無間の鐘 ～ Infinite Nightmare,,0.25,416,0.14218,422,0.162162,444,0.582589,448,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1228,春の氷精,,0.411765,17,0.052632,19,0.15,20,0.4,20,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1229,可愛い大戦争のリフレーン,,0.216667,60,0.096774,62,0.169231,65,0.69697,66,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1230,いたずらに命をかけて,,0.233333,90,0.157303,89,0.122449,98,0.474747,99,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1231,年中夢中の好奇心,,0.347826,69,0.102941,68,0.189189,74,0.56,75,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1232,真夜中のフェアリーダンス,,0.345946,185,0.12766,188,0.188776,196,0.59596,198,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1233,妖精大戦争 ～ Fairy Wars,,0.308108,185,0.07772,193,0.168317,202,0.567961,206,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1234,ルーズレイン,,0.3625,80,0.134146,82,0.123596,89,0.5,90,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1235,メイガスナイト,,0.417331,1004,0.198836,1031,0.213023,1075,0.562385,1090,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1236,春の氷精 - 静 -,,1.0,3,,4,,4,0.25,4,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1238,欲深き霊魂,,0.310345,29,0.259259,27,0.322581,31,0.451613,31,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1239,死霊の夜桜,,0.348259,402,0.175904,415,0.236239,436,0.585421,439,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1240,ゴーストリード,,0.414634,41,0.097561,41,0.309524,42,0.590909,44,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1241,妖怪寺へようこそ,,0.333333,24,0.2,25,0.222222,27,0.555556,27,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1242,門前の妖怪小娘,,0.551724,29,0.125,32,0.3125,32,0.382353,34,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1243,素敵な墓場で暮しましょ,,0.386364,132,0.117647,136,0.228571,140,0.612676,142,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1244,リジッドパラダイス,,0.293706,143,0.244755,143,0.308725,149,0.539474,152,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1245,デザイアドライブ,,0.298969,1164,0.156303,1190,0.193755,1249,0.5809,1267,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1246,古きユアンシェン,,0.403846,572,0.176068,585,0.262987,616,0.539936,626,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1247,夢殿大祀廟,,0.444444,135,0.388489,139,0.313333,150,0.516556,151,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1248,大神神話伝,,0.372294,231,0.244813,241,0.283465,254,0.578544,261,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1249,小さな欲望の星空,,0.355932,59,0.344262,61,0.349206,63,0.6875,64,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1250,聖徳伝説 ～ True Administrator,,0.387234,705,0.183702,724,0.318783,756,0.537662,770,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1251,妖怪裏参道,,0.336957,92,0.228261,92,0.178947,95,0.645833,96,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1252,佐渡の二ッ岩,,0.29,300,0.125828,302,0.225806,310,0.604361,321,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1253,神社の新しい風,,1.0,3,1.0,3,0.666667,3,0.666667,3,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1254,デザイアドリーム,,0.403846,52,0.153846,52,0.222222,54,0.592593,54,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1265,幻想郷の二ッ岩,,0.186667,75,0.144737,76,0.171053,76,0.679487,78,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1266,亡失のエモーション,,0.279693,522,0.106464,526,0.232143,560,0.59325,563,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1267,塵界不変のペシミズム,,0.222222,9,0.111111,9,0.111111,9,0.888889,9,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1269,人気のある場所,,0.333333,6,,7,0.285714,7,0.571429,7,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1271,丑三つ時の里,,0.6,5,0.2,5,0.4,5,0.4,5,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1272,本日の一面記事,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1273,暁雲,,0.428571,7,,6,0.125,8,0.875,8,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1274,官板黄昏新聞,,0.666667,6,0.166667,6,0.166667,6,0.5,6,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1276,不思議なお祓い棒,,0.325328,458,0.139535,473,0.195122,492,0.554217,498,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1277,ミストレイク,,0.336364,110,0.116071,112,0.176471,119,0.625,120,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1278,秘境のマーメイド,,0.474227,97,0.238095,105,0.287037,108,0.477477,111,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1279,運河を行き交う人妖,,0.428571,28,0.241379,29,0.366667,30,0.5,32,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1280,柳の下のデュラハン,,0.361963,163,0.184524,168,0.233333,180,0.641304,184,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1281,満月の竹林,,0.28882,322,0.134146,328,0.136628,344,0.550143,349,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1282,孤独なウェアウルフ,,0.297872,141,0.042553,141,0.183673,147,0.614865,148,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1283,マジカルストーム,,0.16129,31,0.090909,33,0.151515,33,0.393939,33,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1284,幻想浄瑠璃,,0.326582,395,0.191067,403,0.194313,422,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1285,空中に沈む輝針城,,0.193939,165,0.263473,167,0.155556,180,0.571429,182,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1286,リバースイデオロギー,,0.403785,634,0.165109,642,0.300146,683,0.555072,690,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1287,針小棒大の天守閣,,0.266667,15,0.214286,14,0.2,15,0.666667,15,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1288,輝く針の小人族 ～ Little Princess,,0.311739,1806,0.100605,1819,0.241071,1904,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,14,1289,魔力の雷雲,,0.368421,38,0.228571,35,0.3,40,0.45,40,,,官方角色条件问卷；各题分母不同，比例不可相加。
