region,character_key,character_jp,character_cn,previous_round,round,round_gap,consecutive_rounds,previous_rank,rank,rank_improvement,previous_candidate_count,candidate_count,previous_top_percentile,top_percentile,top_percentile_change,interpretation_limit
cn,魅魔,,魅魔,1,2,1,True,58,62,-4.0,138,152,58.3942,59.6026,1.2084,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,斯塔萨菲雅,,斯塔萨菲雅,4,5,1,True,87,90,-3.0,191,203,54.7368,55.9406,1.2038,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,比那名居天子,,比那名居天子,3,4,1,True,20,21,-1.0,163,191,88.2716,89.4737,1.2021,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,红美铃,,红美铃,6,7,1,True,29,32,-3.0,215,218,86.9159,85.7143,-1.2016,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,艾丽,,艾丽,1,2,1,True,97,105,-8.0,138,152,29.927,31.1258,1.1988,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,上白泽慧音,,上白泽慧音,10,11,1,True,44,42,2.0,239,244,81.9328,83.1276,1.1948,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,因幡天为因幡帝,,因幡天为（因幡帝）,2,3,1,True,55,57,-2.0,152,163,64.2384,65.4321,1.1937,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,月夜见,,月夜见,5,6,1,True,145,151,-6.0,203,215,28.7129,29.9065,1.1936,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,九十九弁弁,,九十九弁弁,8,9,1,True,82,80,2.0,227,229,64.1593,65.3509,1.1916,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,键山雏,,键山雏,6,7,1,True,31,34,-3.0,215,218,85.9813,84.7926,-1.1887,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,魂魄妖梦,,魂魄妖梦,9,10,1,True,5,8,-3.0,229,239,98.2456,97.0588,-1.1868,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,丰聪耳神子,,丰聪耳神子,7,8,1,True,33,37,-4.0,218,227,85.2535,84.0708,-1.1827,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,露娜萨普莉兹姆利巴,,露娜萨·普莉兹姆利巴,2,3,1,True,82,86,-4.0,152,163,46.3576,47.5309,1.1733,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,秋穰子,,秋穰子,10,11,1,True,89,88,1.0,239,244,63.0252,64.1975,1.1723,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,flower战车,,Flower～战车,8,9,1,True,190,189,1.0,227,229,16.3717,17.5439,1.1722,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,兜风四人组,,兜风四人组,8,9,1,True,190,189,1.0,227,229,16.3717,17.5439,1.1722,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,地精,,地精,8,9,1,True,190,189,1.0,227,229,16.3717,17.5439,1.1722,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,玛奇,,玛○奇,8,9,1,True,190,189,1.0,227,229,16.3717,17.5439,1.1722,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,萨拉,,萨拉,8,9,1,True,190,189,1.0,227,229,16.3717,17.5439,1.1722,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,封兽鵺,,封兽鵺,5,6,1,True,43,48,-5.0,203,215,79.2079,78.0374,-1.1705,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,蕾蒂霍瓦特洛克,,蕾蒂·霍瓦特洛克,1,2,1,True,77,83,-6.0,138,152,44.5255,45.6954,1.1699,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,八云蓝,,八云蓝,4,5,1,True,43,48,-5.0,191,203,77.8947,76.7327,-1.162,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,云山,,云山,2,3,1,True,109,115,-6.0,152,163,28.4768,29.6296,1.1528,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,茨木华扇,,茨木华扇,2,3,1,True,44,49,-5.0,152,163,71.5232,70.3704,-1.1528,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,云居一轮,,云居一轮,6,7,1,True,108,107,1.0,215,218,50.0,51.1521,1.1521,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,九十九八桥,,九十九八桥,4,5,1,True,101,105,-4.0,191,203,47.3684,48.5149,1.1465,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,朝仓理香子,,朝仓理香子,7,8,1,True,135,138,-3.0,218,227,38.2488,39.3805,1.1317,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,玛艾露贝莉赫恩,,玛艾露贝莉·赫恩,10,11,1,True,36,34,2.0,239,244,85.2941,86.4198,1.1257,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,神绮,,神绮,8,9,1,True,65,63,2.0,227,229,71.6814,72.807,1.1256,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,四季映姬夜摩仙那度,,四季映姬·夜摩仙那度,2,3,1,True,26,26,0.0,152,163,83.4437,84.5679,1.1242,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,八云紫,,八云紫,10,11,1,True,14,17,-3.0,239,244,94.5378,93.4156,-1.1222,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,摩多罗隐岐奈,,摩多罗隐岐奈,6,7,1,True,32,30,2.0,215,218,85.514,86.6359,1.1219,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,茨木华扇,,茨木华扇,9,10,1,True,39,38,1.0,229,239,83.3333,84.4538,1.1205,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,比那名居天子,,比那名居天子,4,5,1,True,21,20,1.0,191,203,89.4737,90.5941,1.1204,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,露易兹,,露易兹,10,11,1,True,178,179,-1.0,239,244,25.6303,26.749,1.1187,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,琪斯美,,琪斯美,1,2,1,True,86,93,-7.0,138,152,37.9562,39.0728,1.1166,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,梅蒂欣梅兰可莉,,梅蒂欣·梅兰可莉,2,3,1,True,67,70,-3.0,152,163,56.2914,57.4074,1.116,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,玄爷,,玄爷,1,2,1,True,102,114,-12.0,138,152,26.2774,25.1656,-1.1118,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,风见幽香,,风见幽香,3,4,1,True,19,20,-1.0,163,191,88.8889,90.0,1.1111,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,少名针妙丸,,少名针妙丸,7,8,1,True,37,41,-4.0,218,227,83.4101,82.3009,-1.1092,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,封兽鵺,,封兽鵺,8,9,1,True,56,59,-3.0,227,229,75.6637,74.5614,-1.1023,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,八云紫,,八云紫,2,3,1,True,4,6,-2.0,152,163,98.0132,96.9136,-1.0996,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,大妖精,,大妖精,8,9,1,True,57,60,-3.0,227,229,75.2212,74.1228,-1.0984,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,无名的读书妖怪朱鹭子,,无名的读书妖怪（朱鹭子）,10,11,1,True,112,117,-5.0,239,244,53.3613,52.2634,-1.0979,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,北白河千百合,,北白河千百合,2,3,1,True,94,99,-5.0,152,163,38.4106,39.5062,1.0956,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,彭祖,,彭祖,8,9,1,True,171,175,-4.0,227,229,24.7788,23.6842,-1.0946,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,酒吧客人,,酒吧客人,8,9,1,True,171,175,-4.0,227,229,24.7788,23.6842,-1.0946,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,洩矢诹访子,,洩矢诹访子,1,2,1,True,24,28,-4.0,138,152,83.2117,82.1192,-1.0925,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,东风谷早苗,,东风谷早苗,3,4,1,True,13,13,0.0,163,191,92.5926,93.6842,1.0916,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,玄爷,,玄爷,2,3,1,True,114,124,-10.0,152,163,25.1656,24.0741,-1.0915,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,纯狐,,纯狐,6,7,1,True,27,25,2.0,215,218,87.8505,88.9401,1.0896,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,爱莲,,爱莲,10,11,1,True,127,127,0.0,239,244,47.0588,48.1481,1.0893,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,梦月,,梦月,10,11,1,True,161,167,-6.0,239,244,32.7731,31.6872,-1.0859,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,北白河千百合,,北白河千百合,3,4,1,True,99,118,-19.0,163,191,39.5062,38.4211,-1.0851,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,姬海棠果,,姬海棠果,9,10,1,True,79,85,-6.0,229,239,65.7895,64.7059,-1.0836,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,阴阳玉,,阴阳玉,9,10,1,True,151,155,-4.0,229,239,34.2105,35.2941,1.0836,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,洩矢诹访子,,洩矢诹访子,10,11,1,True,31,29,2.0,239,244,87.395,88.4774,1.0824,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,抗抑郁药大叔长相酷似周杰伦的村民,,抗抑郁药大叔（长相酷似周杰伦的村民）,5,6,1,True,80,87,-7.0,203,215,60.8911,59.8131,-1.078,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,露娜切露德,,露娜切露德,9,10,1,True,82,83,-1.0,229,239,64.4737,65.5462,1.0725,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,九十九八桥,,九十九八桥,3,4,1,True,88,101,-13.0,163,191,46.2963,47.3684,1.0721,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,宇佐见莲子,,宇佐见莲子,6,7,1,True,24,22,2.0,215,218,89.2523,90.3226,1.0703,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,斯塔萨菲雅,,斯塔萨菲雅,5,6,1,True,90,93,-3.0,203,215,55.9406,57.0093,1.0687,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,爱丽丝玛格特洛依德,,爱丽丝·玛格特洛依德,7,8,1,True,11,9,2.0,218,227,95.3917,96.4602,1.0685,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,姬海棠果,,姬海棠果,5,6,1,True,73,75,-2.0,203,215,64.3564,65.4206,1.0642,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,西行寺幽幽子,,西行寺幽幽子,9,10,1,True,13,11,2.0,229,239,94.7368,95.7983,1.0615,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,云山,,云山,4,5,1,True,114,119,-5.0,191,203,40.5263,41.5842,1.0579,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,莉莉卡普莉兹姆利巴,,莉莉卡·普莉兹姆利巴,9,10,1,True,126,134,-8.0,229,239,45.1754,44.1176,-1.0578,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,黑谷山女,,黑谷山女,10,11,1,True,123,123,0.0,239,244,48.7395,49.7942,1.0547,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,十六夜咲夜,,十六夜咲夜,1,2,1,True,5,7,-2.0,138,152,97.0803,96.0265,-1.0538,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,依神紫苑,,依神紫苑,10,11,1,True,22,25,-3.0,239,244,91.1765,90.1235,-1.053,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,二岩猯藏,,二岩猯藏,8,9,1,True,71,74,-3.0,227,229,69.0265,67.9825,-1.044,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,上白泽慧音,,上白泽慧音,8,9,1,True,43,41,2.0,227,229,81.4159,82.4561,1.0402,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,米斯蒂娅萝蕾拉,,米斯蒂娅·萝蕾拉,8,9,1,True,72,75,-3.0,227,229,68.5841,67.5439,-1.0402,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,依莉斯,,依莉斯,5,6,1,True,132,142,-10.0,203,215,35.1485,34.1121,-1.0364,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,芙兰朵露斯卡蕾特,,芙兰朵露·斯卡蕾特,3,4,1,True,7,10,-3.0,163,191,96.2963,95.2632,-1.0331,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,河城荷取,,河城荷取,9,10,1,True,57,57,0.0,229,239,75.4386,76.4706,1.032,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,铃仙优昙华院因幡,,铃仙·优昙华院·因幡,6,7,1,True,17,15,2.0,215,218,92.5234,93.5484,1.025,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,云山,,云山,6,7,1,True,128,132,-4.0,215,218,40.6542,39.6313,-1.0229,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,妖精含持花妖精僵尸妖精,,妖精（含持花妖精，僵尸妖精）,2,3,1,True,106,112,-6.0,152,163,30.4636,31.4815,1.0179,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,秦河胜,,秦河胜,8,9,1,True,150,149,1.0,227,229,34.0708,35.0877,1.0169,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,菊理,,菊理,10,11,1,True,169,175,-6.0,239,244,29.4118,28.3951,-1.0167,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,上白泽慧音,,上白泽慧音,4,5,1,True,32,36,-4.0,191,203,83.6842,82.6733,-1.0109,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,玛艾露贝莉赫恩,,玛艾露贝莉·赫恩,8,9,1,True,33,31,2.0,227,229,85.8407,86.8421,1.0014,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,宇佐见堇子,,宇佐见堇子,9,10,1,True,61,66,-5.0,229,239,73.6842,72.6891,-0.9951,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,寅丸星,,寅丸星,10,11,1,True,124,129,-5.0,239,244,48.3193,47.3251,-0.9942,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,红美铃,,红美铃,2,3,1,True,23,23,0.0,152,163,85.4305,86.4198,0.9893,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,秋穰子,,秋穰子,4,5,1,True,80,83,-3.0,191,203,58.4211,59.4059,0.9848,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,烟烟罗,,烟烟罗,10,11,1,True,210,212,-2.0,239,244,12.1849,13.1687,0.9838,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,野槌,,野槌,10,11,1,True,210,212,-2.0,239,244,12.1849,13.1687,0.9838,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,八云紫,,八云紫,3,4,1,True,6,5,1.0,163,191,96.9136,97.8947,0.9811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,稗田阿求,,稗田阿求,7,8,1,True,44,48,-4.0,218,227,80.1843,79.2035,-0.9808,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,秋静叶,,秋静叶,8,9,1,True,88,91,-3.0,227,229,61.5044,60.5263,-0.9781,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,今泉影狼,,今泉影狼,6,7,1,True,81,80,1.0,215,218,62.6168,63.5945,0.9777,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,矢田寺成美,,矢田寺成美,10,11,1,True,126,131,-5.0,239,244,47.479,46.5021,-0.9769,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,矜羯罗,,矜羯罗,10,11,1,True,161,162,-1.0,239,244,32.7731,33.7449,0.9718,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,小丑,,小丑,10,11,1,True,175,181,-6.0,239,244,26.8908,25.9259,-0.9649,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,九十九弁弁,,九十九弁弁,4,5,1,True,81,88,-7.0,191,203,57.8947,56.9307,-0.964,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,四季映姬夜摩仙那度,,四季映姬·夜摩仙那度,1,2,1,True,25,26,-1.0,138,152,82.4818,83.4437,0.9619,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,苏我屠自古,,苏我屠自古,2,3,1,True,62,68,-6.0,152,163,59.6026,58.642,-0.9606,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,卡娜安娜贝拉尔,,卡娜·安娜贝拉尔,4,5,1,True,95,99,-4.0,191,203,50.5263,51.4851,0.9588,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,蕾米莉亚斯卡蕾特,,蕾米莉亚·斯卡蕾特,6,7,1,True,6,4,2.0,215,218,97.6636,98.6175,0.9539,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,梅露兰普莉兹姆利巴,,梅露兰·普莉兹姆利巴,7,8,1,True,118,125,-7.0,218,227,46.0829,45.1327,-0.9502,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,少名针妙丸,,少名针妙丸,4,5,1,True,34,38,-4.0,191,203,82.6316,81.6832,-0.9484,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,野槌,,野槌,7,8,1,True,173,178,-5.0,218,227,20.7373,21.6814,0.9441,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,梅蒂欣梅兰可莉,,梅蒂欣·梅兰可莉,8,9,1,True,97,100,-3.0,227,229,57.5221,56.5789,-0.9432,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,爱丽丝玛格特洛依德,,爱丽丝·玛格特洛依德,3,4,1,True,8,11,-3.0,163,191,95.679,94.7368,-0.9422,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,宇佐见莲子,,宇佐见莲子,7,8,1,True,22,25,-3.0,218,227,90.3226,89.3805,-0.9421,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,宫古芳香,,宫古芳香,5,6,1,True,85,92,-7.0,203,215,58.4158,57.4766,-0.9392,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,梦月,,梦月,5,6,1,True,119,124,-5.0,203,215,41.5842,42.5234,0.9392,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,依莉斯,,依莉斯,4,5,1,True,126,132,-6.0,191,203,34.2105,35.1485,0.938,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,河城荷取,,河城荷取,3,4,1,True,46,52,-6.0,163,191,72.2222,73.1579,0.9357,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,绵月丰姬,,绵月丰姬,5,6,1,True,102,110,-8.0,203,215,50.0,49.0654,-0.9346,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,爱丽丝的人偶上海蓬莱大江户等,,爱丽丝的人偶（上海、蓬莱、大江户等）,7,8,1,True,100,102,-2.0,218,227,54.3779,55.3097,0.9318,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,莉格露奈特巴格,,莉格露·奈特巴格,8,9,1,True,100,103,-3.0,227,229,56.1947,55.2632,-0.9315,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,云山,,云山,5,6,1,True,119,128,-9.0,203,215,41.5842,40.6542,-0.93,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,犬走椛,,犬走椛,7,8,1,True,47,51,-4.0,218,227,78.8018,77.8761,-0.9257,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,今泉影狼,,今泉影狼,3,4,1,True,63,72,-9.0,163,191,61.7284,62.6316,0.9032,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,琪露诺,,琪露诺,10,11,1,True,10,8,2.0,239,244,96.2185,97.1193,0.9008,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,八坂神奈子,,八坂神奈子,5,6,1,True,67,69,-2.0,203,215,67.3267,68.2243,0.8976,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,核热造神非想天则,,核热造神非想天则,2,3,1,True,117,124,-7.0,152,163,23.1788,24.0741,0.8953,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,水桥帕露西,,水桥帕露西,2,3,1,True,36,40,-4.0,152,163,76.8212,75.9259,-0.8953,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,蕾蒂霍瓦特洛克,,蕾蒂·霍瓦特洛克,7,8,1,True,98,100,-2.0,218,227,55.2995,56.1947,0.8952,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,云山,,云山,9,10,1,True,158,167,-9.0,229,239,31.1404,30.2521,-0.8883,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,米斯蒂娅萝蕾拉,,米斯蒂娅·萝蕾拉,6,7,1,True,67,66,1.0,215,218,69.1589,70.0461,0.8872,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,北白河千百合,,北白河千百合,10,11,1,True,137,142,-5.0,239,244,42.8571,41.9753,-0.8818,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,四季映姬夜摩仙那度,,四季映姬·夜摩仙那度,9,10,1,True,26,25,1.0,229,239,89.0351,89.916,0.8809,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,宇佐见莲子,,宇佐见莲子,3,4,1,True,28,31,-3.0,163,191,83.3333,84.2105,0.8772,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,古明地觉,,古明地觉,10,11,1,True,7,5,2.0,239,244,97.479,98.3539,0.8749,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,二岩猯藏,,二岩猯藏,5,6,1,True,66,68,-2.0,203,215,67.8218,68.6916,0.8698,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,今泉影狼,,今泉影狼,10,11,1,True,91,95,-4.0,239,244,62.1849,61.3169,-0.868,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,stg作品中没有名称的角色,,STG作品中没有名称的角色,6,7,1,True,135,135,0.0,215,218,37.3832,38.2488,0.8656,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,朝仓理香子,,朝仓理香子,6,7,1,True,135,135,0.0,215,218,37.3832,38.2488,0.8656,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,绵月丰姬,,绵月丰姬,8,9,1,True,111,110,1.0,227,229,51.3274,52.193,0.8656,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,蕾米莉亚斯卡蕾特,,蕾米莉亚·斯卡蕾特,1,2,1,True,4,3,1.0,138,152,97.8102,98.6755,0.8653,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,八坂神奈子,,八坂神奈子,3,4,1,True,51,58,-7.0,163,191,69.1358,70.0,0.8642,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,明罗,,明罗,10,11,1,True,148,149,-1.0,239,244,38.2353,39.0947,0.8594,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,东风谷早苗,,东风谷早苗,8,9,1,True,7,9,-2.0,227,229,97.3451,96.4912,-0.8539,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,蕾米莉亚斯卡蕾特,,蕾米莉亚·斯卡蕾特,5,6,1,True,4,6,-2.0,203,215,98.5149,97.6636,-0.8513,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,苏我屠自古,,苏我屠自古,6,7,1,True,84,87,-3.0,215,218,61.215,60.3687,-0.8463,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,犬走椛,,犬走椛,10,11,1,True,51,50,1.0,239,244,78.9916,79.8354,0.8438,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
cn,梅露兰普莉兹姆利巴,,梅露兰·普莉兹姆利巴,8,9,1,True,125,128,-3.0,227,229,45.1327,44.2982,-0.8345,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
